classname,method,docstring,annotations,method_definition
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            assertEquals(response.getStatusCode(), 200);
            handlerWasNotified.set(true);
            return response;
          }"
org.asynchttpclient.BasicHttpTest,void exceptionInOnCompletedGetNotifiedToOnThrowable(),,,"@Test
  public void exceptionInOnCompletedGetNotifiedToOnThrowable() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        final CountDownLatch latch = new CountDownLatch(1);
        final AtomicReference<String> message = new AtomicReference<>();

        server.enqueueOk();
        client.prepareGet(getTargetUrl()).execute(new AsyncCompletionHandlerAdapter() {
          @Override
          public Response onCompleted(Response response) {
            throw unknownStackTrace(new IllegalStateException(""FOO""), BasicHttpTest.class, ""exceptionInOnCompletedGetNotifiedToOnThrowable"");

          }

          @Override
          public void onThrowable(Throwable t) {
            message.set(t.getMessage());
            latch.countDown();
          }
        });

        if (!latch.await(TIMEOUT, SECONDS)) {
          fail(""Timed out"");
        }

        assertEquals(message.get(), ""FOO"");
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            throw unknownStackTrace(new IllegalStateException(""FOO""), BasicHttpTest.class, ""exceptionInOnCompletedGetNotifiedToOnThrowable"");

          }"
org.asynchttpclient.BasicHttpTest,void onThrowable(Throwable t),,,"@Override
          public void onThrowable(Throwable t) {
            message.set(t.getMessage());
            latch.countDown();
          }"
org.asynchttpclient.BasicHttpTest,void exceptionInOnCompletedGetNotifiedToFuture(),,@Test(expectedExceptions = IllegalStateException.class),"@Test(expectedExceptions = IllegalStateException.class)
  public void exceptionInOnCompletedGetNotifiedToFuture() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        server.enqueueOk();
        Future<Response> whenResponse = client.prepareGet(getTargetUrl()).execute(new AsyncCompletionHandlerAdapter() {
          @Override
          public Response onCompleted(Response response) {
            throw unknownStackTrace(new IllegalStateException(""FOO""), BasicHttpTest.class, ""exceptionInOnCompletedGetNotifiedToFuture"");
          }

          @Override
          public void onThrowable(Throwable t) {
          }
        });

        try {
          whenResponse.get(TIMEOUT, SECONDS);
        } catch (ExecutionException e) {
          throw e.getCause();
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            throw unknownStackTrace(new IllegalStateException(""FOO""), BasicHttpTest.class, ""exceptionInOnCompletedGetNotifiedToFuture"");
          }"
org.asynchttpclient.BasicHttpTest,void onThrowable(Throwable t),,,"@Override
          public void onThrowable(Throwable t) {
          }"
org.asynchttpclient.BasicHttpTest,void configTimeoutNotifiesOnThrowableAndFuture(),,@Test(expectedExceptions = TimeoutException.class),"@Test(expectedExceptions = TimeoutException.class)
  public void configTimeoutNotifiesOnThrowableAndFuture() throws Throwable {
    withClient(config().setRequestTimeout(1_000)).run(client ->
      withServer(server).run(server -> {
        HttpHeaders headers = new DefaultHttpHeaders();
        headers.add(""X-Delay"", 5_000); // delay greater than timeout

        final AtomicBoolean onCompletedWasNotified = new AtomicBoolean();
        final AtomicBoolean onThrowableWasNotifiedWithTimeoutException = new AtomicBoolean();
        final CountDownLatch latch = new CountDownLatch(1);

        server.enqueueEcho();
        Future<Response> whenResponse = client.prepareGet(getTargetUrl()).setHeaders(headers).execute(new AsyncCompletionHandlerAdapter() {

          @Override
          public Response onCompleted(Response response) {
            onCompletedWasNotified.set(true);
            latch.countDown();
            return response;
          }

          @Override
          public void onThrowable(Throwable t) {
            onThrowableWasNotifiedWithTimeoutException.set(t instanceof TimeoutException);
            latch.countDown();
          }
        });

        if (!latch.await(TIMEOUT, SECONDS)) {
          fail(""Timed out"");
        }

        assertFalse(onCompletedWasNotified.get());
        assertTrue(onThrowableWasNotifiedWithTimeoutException.get());

        try {
          whenResponse.get(TIMEOUT, SECONDS);
        } catch (ExecutionException e) {
          throw e.getCause();
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            onCompletedWasNotified.set(true);
            latch.countDown();
            return response;
          }"
org.asynchttpclient.BasicHttpTest,void onThrowable(Throwable t),,,"@Override
          public void onThrowable(Throwable t) {
            onThrowableWasNotifiedWithTimeoutException.set(t instanceof TimeoutException);
            latch.countDown();
          }"
org.asynchttpclient.BasicHttpTest,void configRequestTimeoutHappensInDueTime(),,@Test(expectedExceptions = TimeoutException.class),"@Test(expectedExceptions = TimeoutException.class)
  public void configRequestTimeoutHappensInDueTime() throws Throwable {
    withClient(config().setRequestTimeout(1_000)).run(client ->
      withServer(server).run(server -> {
        HttpHeaders h = new DefaultHttpHeaders();
        h.add(CONTENT_TYPE, HttpHeaderValues.APPLICATION_X_WWW_FORM_URLENCODED);
        h.add(""X-Delay"", 2_000);

        server.enqueueEcho();
        long start = unpreciseMillisTime();
        try {
          client.prepareGet(getTargetUrl()).setHeaders(h).setUrl(getTargetUrl()).execute().get();
        } catch (Throwable ex) {
          final long elapsedTime = unpreciseMillisTime() - start;
          assertTrue(elapsedTime >= 1_000 && elapsedTime <= 1_500);
          throw ex.getCause();
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,void getProperPathAndQueryString(),,,"@Test
  public void getProperPathAndQueryString() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        server.enqueueEcho();
        client.prepareGet(getTargetUrl() + ""?foo=bar"").execute(new AsyncCompletionHandlerAdapter() {
          @Override
          public Response onCompleted(Response response) {
            assertTrue(response.getHeader(""X-PathInfo"") != null);
            assertTrue(response.getHeader(""X-QueryString"") != null);
            return response;
          }
        }).get(TIMEOUT, SECONDS);
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            assertTrue(response.getHeader(""X-PathInfo"") != null);
            assertTrue(response.getHeader(""X-QueryString"") != null);
            return response;
          }"
org.asynchttpclient.BasicHttpTest,void connectionIsReusedForSequentialRequests(),,,"@Test
  public void connectionIsReusedForSequentialRequests() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        final CountDownLatch l = new CountDownLatch(2);

        AsyncCompletionHandler<Response> handler = new AsyncCompletionHandlerAdapter() {

          volatile String clientPort;

          @Override
          public Response onCompleted(Response response) {
            try {
              assertEquals(response.getStatusCode(), 200);
              if (clientPort == null) {
                clientPort = response.getHeader(""X-ClientPort"");
              } else {
                // verify that the server saw the same client remote address/port
                // so the same connection was used
                assertEquals(response.getHeader(""X-ClientPort""), clientPort);
              }
            } finally {
              l.countDown();
            }
            return response;
          }
        };

        server.enqueueEcho();
        client.prepareGet(getTargetUrl()).execute(handler).get(TIMEOUT, SECONDS);
        server.enqueueEcho();
        client.prepareGet(getTargetUrl()).execute(handler);

        if (!l.await(TIMEOUT, SECONDS)) {
          fail(""Timed out"");
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            try {
              assertEquals(response.getStatusCode(), 200);
              if (clientPort == null) {
                clientPort = response.getHeader(""X-ClientPort"");
              } else {
                // verify that the server saw the same client remote address/port
                // so the same connection was used
                assertEquals(response.getHeader(""X-ClientPort""), clientPort);
              }
            } finally {
              l.countDown();
            }
            return response;
          }"
org.asynchttpclient.BasicHttpTest,void reachingMaxRedirectThrowsMaxRedirectException(),,@Test(expectedExceptions = MaxRedirectException.class),"@Test(expectedExceptions = MaxRedirectException.class)
  public void reachingMaxRedirectThrowsMaxRedirectException() throws Throwable {
    withClient(config().setMaxRedirects(1).setFollowRedirect(true)).run(client ->
      withServer(server).run(server -> {
        try {
          // max redirect is 1, so second redirect will fail
          server.enqueueRedirect(301, getTargetUrl());
          server.enqueueRedirect(301, getTargetUrl());
          client.prepareGet(getTargetUrl()).execute(new AsyncCompletionHandlerAdapter() {
            @Override
            public Response onCompleted(Response response) {
              fail(""Should not be here"");
              return response;
            }

            @Override
            public void onThrowable(Throwable t) {
            }
          }).get(TIMEOUT, SECONDS);
        } catch (ExecutionException e) {
          throw e.getCause();
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
            public Response onCompleted(Response response) {
              fail(""Should not be here"");
              return response;
            }"
org.asynchttpclient.BasicHttpTest,void onThrowable(Throwable t),,,"@Override
            public void onThrowable(Throwable t) {
            }"
org.asynchttpclient.BasicHttpTest,void nonBlockingNestedRequestsFromIoThreadAreFine(),,,"@Test
  public void nonBlockingNestedRequestsFromIoThreadAreFine() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {

        final int maxNested = 5;

        final CountDownLatch latch = new CountDownLatch(2);

        final AsyncCompletionHandlerAdapter handler = new AsyncCompletionHandlerAdapter() {

          private AtomicInteger nestedCount = new AtomicInteger(0);

          @Override
          public Response onCompleted(Response response) {
            try {
              if (nestedCount.getAndIncrement() < maxNested) {
                client.prepareGet(getTargetUrl()).execute(this);
              }
            } finally {
              latch.countDown();
            }
            return response;
          }
        };

        for (int i = 0; i < maxNested + 1; i++) {
          server.enqueueOk();
        }

        client.prepareGet(getTargetUrl()).execute(handler);

        if (!latch.await(TIMEOUT, SECONDS)) {
          fail(""Timed out"");
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
          public Response onCompleted(Response response) {
            try {
              if (nestedCount.getAndIncrement() < maxNested) {
                client.prepareGet(getTargetUrl()).execute(this);
              }
            } finally {
              latch.countDown();
            }
            return response;
          }"
org.asynchttpclient.BasicHttpTest,void optionsIsSupported(),,,"@Test
  public void optionsIsSupported() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        server.enqueueEcho();
        Response response = client.prepareOptions(getTargetUrl()).execute().get();
        assertEquals(response.getStatusCode(), 200);
        assertEquals(response.getHeader(""Allow""), ""GET,HEAD,POST,OPTIONS,TRACE"");
      }));
  }"
org.asynchttpclient.BasicHttpTest,void cancellingFutureNotifiesOnThrowableWithCancellationException(),,,"@Test
  public void cancellingFutureNotifiesOnThrowableWithCancellationException() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        HttpHeaders h = new DefaultHttpHeaders();
        h.add(CONTENT_TYPE, HttpHeaderValues.APPLICATION_X_WWW_FORM_URLENCODED);
        h.add(""X-Delay"", 2_000);

        CountDownLatch latch = new CountDownLatch(1);

        Future<Response> future = client.preparePost(getTargetUrl()).setHeaders(h).setBody(""Body"").execute(new AsyncCompletionHandlerAdapter() {

          @Override
          public void onThrowable(Throwable t) {
            if (t instanceof CancellationException) {
              latch.countDown();
            }
          }
        });

        future.cancel(true);
        if (!latch.await(TIMEOUT, SECONDS)) {
          fail(""Timed out"");
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,void onThrowable(Throwable t),,,"@Override
          public void onThrowable(Throwable t) {
            if (t instanceof CancellationException) {
              latch.countDown();
            }
          }"
org.asynchttpclient.BasicHttpTest,void getShouldAllowBody(),,,"@Test
  public void getShouldAllowBody() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server ->
        client.prepareGet(getTargetUrl()).setBody(""Boo!"").execute()));
  }"
org.asynchttpclient.BasicHttpTest,void malformedUriThrowsException(),,@Test(expectedExceptions = IllegalArgumentException.class),"@Test(expectedExceptions = IllegalArgumentException.class)
  public void malformedUriThrowsException() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> client.prepareGet(String.format(""http:localhost:%d/foo/test"", server.getHttpPort())).build()));
  }"
org.asynchttpclient.BasicHttpTest,void emptyResponseBodyBytesAreEmpty(),,,"@Test
  public void emptyResponseBodyBytesAreEmpty() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        server.enqueueEcho();
        Response response = client.prepareGet(getTargetUrl()).execute().get();
        assertEquals(response.getStatusCode(), 200);
        assertEquals(response.getResponseBodyAsBytes(), new byte[]{});
      }));
  }"
org.asynchttpclient.BasicHttpTest,void newConnectionEventsAreFired(),,,"@Test
  public void newConnectionEventsAreFired() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {

        Request request = get(getTargetUrl()).build();

        EventCollectingHandler handler = new EventCollectingHandler();
        client.executeRequest(request, handler).get(3, SECONDS);
        handler.waitForCompletion(3, SECONDS);

        Object[] expectedEvents = new Object[]{
                CONNECTION_POOL_EVENT,
                HOSTNAME_RESOLUTION_EVENT,
                HOSTNAME_RESOLUTION_SUCCESS_EVENT,
                CONNECTION_OPEN_EVENT,
                CONNECTION_SUCCESS_EVENT,
                REQUEST_SEND_EVENT,
                HEADERS_WRITTEN_EVENT,
                STATUS_RECEIVED_EVENT,
                HEADERS_RECEIVED_EVENT,
                CONNECTION_OFFER_EVENT,
                COMPLETED_EVENT};

        assertEquals(handler.firedEvents.toArray(), expectedEvents, ""Got "" + Arrays.toString(handler.firedEvents.toArray()));
      }));
  }"
org.asynchttpclient.BasicHttpTest,void requestingPlainHttpEndpointOverHttpsThrowsSslException(),,,"@Test
  public void requestingPlainHttpEndpointOverHttpsThrowsSslException() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        server.enqueueEcho();
        try {
          client.prepareGet(getTargetUrl().replace(""http"", ""https"")).execute().get();
          fail(""Request shouldn't succeed"");
        } catch (ExecutionException e) {
          assertTrue(e.getCause() instanceof ConnectException, ""Cause should be a ConnectException"");
          assertTrue(e.getCause().getCause() instanceof SSLException, ""Root cause should be a SslException"");
        }
      }));
  }"
org.asynchttpclient.BasicHttpTest,void postUnboundedInputStreamAsBodyStream(),,,"@Test
  public void postUnboundedInputStreamAsBodyStream() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        HttpHeaders h = new DefaultHttpHeaders();
        h.add(CONTENT_TYPE, HttpHeaderValues.APPLICATION_JSON);
        server.enqueue(new AbstractHandler() {
          EchoHandler chain = new EchoHandler();

          @Override
          public void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)
                  throws IOException, ServletException {
            assertEquals(request.getHeader(TRANSFER_ENCODING.toString()), HttpHeaderValues.CHUNKED.toString());
            assertNull(request.getHeader(CONTENT_LENGTH.toString()));
            chain.handle(target, request, httpServletRequest, httpServletResponse);
          }
        });
        server.enqueueEcho();

        client.preparePost(getTargetUrl())
                .setHeaders(h)
                .setBody(new ByteArrayInputStream(""{}"".getBytes(StandardCharsets.ISO_8859_1)))
                .execute(new AsyncCompletionHandlerAdapter() {
                  @Override
                  public Response onCompleted(Response response) {
                    assertEquals(response.getStatusCode(), 200);
                    assertEquals(response.getResponseBody(), ""{}"");
                    return response;
                  }
                }).get(TIMEOUT, SECONDS);
      }));
  }"
org.asynchttpclient.BasicHttpTest,"void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)",,,"@Override
          public void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)
                  throws IOException, ServletException {
            assertEquals(request.getHeader(TRANSFER_ENCODING.toString()), HttpHeaderValues.CHUNKED.toString());
            assertNull(request.getHeader(CONTENT_LENGTH.toString()));
            chain.handle(target, request, httpServletRequest, httpServletResponse);
          }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
                  public Response onCompleted(Response response) {
                    assertEquals(response.getStatusCode(), 200);
                    assertEquals(response.getResponseBody(), ""{}"");
                    return response;
                  }"
org.asynchttpclient.BasicHttpTest,void postInputStreamWithContentLengthAsBodyGenerator(),,,"@Test
  public void postInputStreamWithContentLengthAsBodyGenerator() throws Throwable {
    withClient().run(client ->
      withServer(server).run(server -> {
        HttpHeaders h = new DefaultHttpHeaders();
        h.add(CONTENT_TYPE, HttpHeaderValues.APPLICATION_JSON);
        server.enqueue(new AbstractHandler() {
          EchoHandler chain = new EchoHandler();

          @Override
          public void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)
                  throws IOException, ServletException {
            assertNull(request.getHeader(TRANSFER_ENCODING.toString()));
            assertEquals(request.getHeader(CONTENT_LENGTH.toString()),
                    Integer.toString(""{}"".getBytes(StandardCharsets.ISO_8859_1).length));
            chain.handle(target, request, httpServletRequest, httpServletResponse);
          }
        });

        byte[] bodyBytes = ""{}"".getBytes(StandardCharsets.ISO_8859_1);
        InputStream bodyStream = new ByteArrayInputStream(bodyBytes);

        client.preparePost(getTargetUrl())
                .setHeaders(h)
                .setBody(new InputStreamBodyGenerator(bodyStream, bodyBytes.length))
                .execute(new AsyncCompletionHandlerAdapter() {

                  @Override
                  public Response onCompleted(Response response) {
                    assertEquals(response.getStatusCode(), 200);
                    assertEquals(response.getResponseBody(), ""{}"");
                    return response;
                  }
                }).get(TIMEOUT, SECONDS);
      }));
  }"
org.asynchttpclient.BasicHttpTest,"void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)",,,"@Override
          public void handle(String target, org.eclipse.jetty.server.Request request, HttpServletRequest httpServletRequest, HttpServletResponse httpServletResponse)
                  throws IOException, ServletException {
            assertNull(request.getHeader(TRANSFER_ENCODING.toString()));
            assertEquals(request.getHeader(CONTENT_LENGTH.toString()),
                    Integer.toString(""{}"".getBytes(StandardCharsets.ISO_8859_1).length));
            chain.handle(target, request, httpServletRequest, httpServletResponse);
          }"
org.asynchttpclient.BasicHttpTest,onCompleted(Response response),,,"@Override
                  public Response onCompleted(Response response) {
                    assertEquals(response.getStatusCode(), 200);
                    assertEquals(response.getResponseBody(), ""{}"");
                    return response;
                  }"
org.asynchttpclient.Head302Test,configureHandler(),,,"@Override
  public AbstractHandler configureHandler() throws Exception {
    return new Head302handler();
  }"
org.asynchttpclient.Head302Test,void testHEAD302(),,,"@Test
  public void testHEAD302() throws IOException, InterruptedException, ExecutionException, TimeoutException {
    AsyncHttpClientConfig clientConfig = new DefaultAsyncHttpClientConfig.Builder().setFollowRedirect(true).build();
    try (AsyncHttpClient client = asyncHttpClient(clientConfig)) {
      final CountDownLatch l = new CountDownLatch(1);
      Request request = head(""http://localhost:"" + port1 + ""/Test"").build();

      Response response = client.executeRequest(request, new AsyncCompletionHandlerBase() {
        @Override
        public Response onCompleted(Response response) throws Exception {
          l.countDown();
          return super.onCompleted(response);
        }
      }).get(3, TimeUnit.SECONDS);

      if (l.await(TIMEOUT, TimeUnit.SECONDS)) {
        assertEquals(response.getStatusCode(), HttpServletResponse.SC_OK);
        assertTrue(response.getUri().getPath().endsWith(""_moved""));
      } else {
        fail(""Timeout out"");
      }
    }
  }"
org.asynchttpclient.Head302Test,onCompleted(Response response),,,"@Override
        public Response onCompleted(Response response) throws Exception {
          l.countDown();
          return super.onCompleted(response);
        }"
org.asynchttpclient.Head302Test.Head302handler,"void handle(String s, org.eclipse.jetty.server.Request r, HttpServletRequest request, HttpServletResponse response)",,,"public void handle(String s, org.eclipse.jetty.server.Request r, HttpServletRequest request, HttpServletResponse response) throws IOException, ServletException {
      if (""HEAD"".equalsIgnoreCase(request.getMethod())) {
        // See https://github.com/AsyncHttpClient/async-http-client/issues/1728#issuecomment-700007980
        // When setFollowRedirect == TRUE, a follow-up request to a HEAD request will also be a HEAD.
        // This will cause an infinite loop, which will error out once the maximum amount of redirects is hit (default 5).
        // Instead, we (arbitrarily) choose to allow for 3 redirects and then return a 200.
        if(request.getRequestURI().endsWith(""_moved_moved_moved"")) {
          response.setStatus(HttpServletResponse.SC_OK);
        } else {
          response.setStatus(HttpServletResponse.SC_FOUND); // 302
          response.setHeader(""Location"", request.getPathInfo() + ""_moved"");
        }
      } else if (""GET"".equalsIgnoreCase(request.getMethod()) ) {
        response.setStatus(HttpServletResponse.SC_OK);
      } else {
        response.setStatus(HttpServletResponse.SC_FORBIDDEN);
      }

      r.setHandled(true);
    }"
org.asynchttpclient.EofTerminatedTest,getTargetUrl(),,,"protected String getTargetUrl() {
    return String.format(""http://localhost:%d/"", port1);
  }"
org.asynchttpclient.EofTerminatedTest,configureHandler(),,,"@Override
  public AbstractHandler configureHandler() throws Exception {
    GzipHandler gzipHandler = new GzipHandler();
    gzipHandler.setHandler(new StreamHandler());
    return gzipHandler;
  }"
org.asynchttpclient.EofTerminatedTest,void testEolTerminatedResponse(),,,"@Test
  public void testEolTerminatedResponse() throws Exception {
    try (AsyncHttpClient ahc = asyncHttpClient(config().setMaxRequestRetry(0))) {
      ahc.executeRequest(ahc.prepareGet(getTargetUrl()).setHeader(ACCEPT_ENCODING, HttpHeaderValues.GZIP_DEFLATE).setHeader(CONNECTION, HttpHeaderValues.CLOSE).build())
              .get();
    }
  }"
org.asynchttpclient.EofTerminatedTest.StreamHandler,"void handle(String pathInContext, Request request, HttpServletRequest httpRequest, HttpServletResponse httpResponse)",,,"@Override
    public void handle(String pathInContext, Request request, HttpServletRequest httpRequest, HttpServletResponse httpResponse) throws IOException, ServletException {
      request.getResponse().getHttpOutput().sendContent(EofTerminatedTest.class.getClassLoader().getResourceAsStream(""SimpleTextFile.txt""));
    }"
org.asynchttpclient.ntlm.NtlmTest,longToBytes(long x),,,"private static byte[] longToBytes(long x) {
    ByteBuffer buffer = ByteBuffer.allocate(Long.BYTES);
    buffer.putLong(x);
    return buffer.array();
  }"
org.asynchttpclient.ntlm.NtlmTest,configureHandler(),,,"@Override
  public AbstractHandler configureHandler() throws Exception {
    return new NTLMHandler();
  }"
org.asynchttpclient.ntlm.NtlmTest,realmBuilderBase(),,,"private Realm.Builder realmBuilderBase() {
    return ntlmAuthRealm(""Zaphod"", ""Beeblebrox"")
            .setNtlmDomain(""Ursa-Minor"")
            .setNtlmHost(""LightCity"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void ntlmAuthTest(Realm.Builder realmBuilder),,,"private void ntlmAuthTest(Realm.Builder realmBuilder) throws IOException, InterruptedException, ExecutionException {

    try (AsyncHttpClient client = asyncHttpClient(config().setRealm(realmBuilder))) {
      Future<Response> responseFuture = client.executeRequest(get(getTargetUrl()));
      int status = responseFuture.get().getStatusCode();
      Assert.assertEquals(status, 200);
    }
  }"
org.asynchttpclient.ntlm.NtlmTest,void lazyNTLMAuthTest(),,,"@Test
  public void lazyNTLMAuthTest() throws IOException, InterruptedException, ExecutionException {
    ntlmAuthTest(realmBuilderBase());
  }"
org.asynchttpclient.ntlm.NtlmTest,void preemptiveNTLMAuthTest(),,,"@Test
  public void preemptiveNTLMAuthTest() throws IOException, InterruptedException, ExecutionException {
    ntlmAuthTest(realmBuilderBase().setUsePreemptiveAuth(true));
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType1Msg(),,,"@Test
  public void testGenerateType1Msg() {
    NtlmEngine engine = new NtlmEngine();
    String message = engine.generateType1Msg();
    assertEquals(message, ""TlRMTVNTUAABAAAAAYIIogAAAAAoAAAAAAAAACgAAAAFASgKAAAADw=="", ""Incorrect type1 message generated"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType3MsgThrowsExceptionWhenChallengeTooShort(),,@Test(expectedExceptions = NtlmEngineException.class),"@Test(expectedExceptions = NtlmEngineException.class)
  public void testGenerateType3MsgThrowsExceptionWhenChallengeTooShort() {
    NtlmEngine engine = new NtlmEngine();
    engine.generateType3Msg(""username"", ""password"", ""localhost"", ""workstation"", Base64.getEncoder().encodeToString(""a"".getBytes()));
    fail(""An NtlmEngineException must have occurred as challenge length is too short"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType3MsgThrowsExceptionWhenChallengeDoesNotFollowCorrectFormat(),,@Test(expectedExceptions = NtlmEngineException.class),"@Test(expectedExceptions = NtlmEngineException.class)
  public void testGenerateType3MsgThrowsExceptionWhenChallengeDoesNotFollowCorrectFormat() {
    NtlmEngine engine = new NtlmEngine();
    engine.generateType3Msg(""username"", ""password"", ""localhost"", ""workstation"", Base64.getEncoder().encodeToString(""challenge"".getBytes()));
    fail(""An NtlmEngineException must have occurred as challenge format is not correct"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType3MsgThworsExceptionWhenType2IndicatorNotPresent(),,@Test(expectedExceptions = NtlmEngineException.class),"@Test(expectedExceptions = NtlmEngineException.class)
  public void testGenerateType3MsgThworsExceptionWhenType2IndicatorNotPresent() throws IOException {
    ByteArrayOutputStream buf = new ByteArrayOutputStream();
    buf.write(""NTLMSSP"".getBytes(StandardCharsets.US_ASCII));
    buf.write(0);
    // type 2 indicator
    buf.write(3);
    buf.write(0);
    buf.write(0);
    buf.write(0);
    buf.write(""challenge"".getBytes());
    NtlmEngine engine = new NtlmEngine();
    engine.generateType3Msg(""username"", ""password"", ""localhost"", ""workstation"", Base64.getEncoder().encodeToString(buf.toByteArray()));
    buf.close();
    fail(""An NtlmEngineException must have occurred as type 2 indicator is incorrect"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType3MsgThrowsExceptionWhenUnicodeSupportNotIndicated(),,@Test(expectedExceptions = NtlmEngineException.class),"@Test(expectedExceptions = NtlmEngineException.class)
  public void testGenerateType3MsgThrowsExceptionWhenUnicodeSupportNotIndicated() throws IOException {
    ByteArrayOutputStream buf = new ByteArrayOutputStream();
    buf.write(""NTLMSSP"".getBytes(StandardCharsets.US_ASCII));
    buf.write(0);
    // type 2 indicator
    buf.write(2);
    buf.write(0);
    buf.write(0);
    buf.write(0);

    buf.write(longToBytes(1L)); // we want to write a Long

    // flags
    buf.write(0);// unicode support indicator
    buf.write(0);
    buf.write(0);
    buf.write(0);

    buf.write(longToBytes(1L));// challenge
    NtlmEngine engine = new NtlmEngine();
    engine.generateType3Msg(""username"", ""password"", ""localhost"", ""workstation"", Base64.getEncoder().encodeToString(buf.toByteArray()));
    buf.close();
    fail(""An NtlmEngineException must have occurred as unicode support is not indicated"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType2Msg(),,,"@Test
  public void testGenerateType2Msg() {
    Type2Message type2Message = new Type2Message(""TlRMTVNTUAACAAAAAAAAACgAAAABggAAU3J2Tm9uY2UAAAAAAAAAAA=="");
    Assert.assertEquals(type2Message.getMessageLength(), 40, ""This is a sample challenge that should return 40"");
  }"
org.asynchttpclient.ntlm.NtlmTest,void testGenerateType3Msg(),,,"@Test
  public void testGenerateType3Msg() throws IOException {
    ByteArrayOutputStream buf = new ByteArrayOutputStream();
    buf.write(""NTLMSSP"".getBytes(StandardCharsets.US_ASCII));
    buf.write(0);
    // type 2 indicator
    buf.write(2);
    buf.write(0);
    buf.write(0);
    buf.write(0);

    buf.write(longToBytes(0L)); // we want to write a Long

    // flags
    buf.write(1);// unicode support indicator
    buf.write(0);
    buf.write(0);
    buf.write(0);

    buf.write(longToBytes(1L));// challenge
    NtlmEngine engine = new NtlmEngine();
    String type3Msg = engine.generateType3Msg(""username"", ""password"", ""localhost"", ""workstation"", 
            Base64.getEncoder().encodeToString(buf.toByteArray()));
    buf.close();
    assertEquals(type3Msg,""TlRMTVNTUAADAAAAGAAYAEgAAAAYABgAYAAAABIAEgB4AAAAEAAQAIoAAAAWABYAmgAAAAAAAACwAAAAAQAAAgUBKAoAAAAP1g6lqqN1HZ0wSSxeQ5riQkyh7/UexwVlCPQm0SHU2vsDQm2wM6NbT2zPonPzLJL0TABPAEMAQQBMAEgATwBTAFQAdQBzAGUAcgBuAGEAbQBlAFcATwBSAEsAUwBUAEEAVABJAE8ATgA="",""Incorrect type3 message generated"");
  }"
