id,test_prefix,test_name,custom_assert_name,custom_assert_method,custom_assert_file
conf_1775_2,"    @Test
    public void testGetIndexedValues_2_oe() {
        for (int i = 0; i < 5; i++) {
            Object value = bean.get(""intArray"", i);

            ObjectAssert.assertInstanceOf(""intArray index "" + i, Integer.class, value);
    }
    }",TestConfigurationDynaBean::testGetIndexedValues_2_oe,assertInstanceOf,,
conf_1775_5,"    @Test
    public void testGetIndexedValues_5_oe() {
        for (int i = 0; i < 5; i++) {
            Object value = bean.get(""intArray"", i);


            value = bean.get(""intIndexed"", i);

            ObjectAssert.assertInstanceOf(""intIndexed index "" + i, Integer.class, value);
    }
    }",TestConfigurationDynaBean::testGetIndexedValues_5_oe,assertInstanceOf,,
conf_1775_8,"    @Test
    public void testGetIndexedValues_8_oe() {
        for (int i = 0; i < 5; i++) {
            Object value = bean.get(""intArray"", i);


            value = bean.get(""intIndexed"", i);


            value = bean.get(""listIndexed"", i);

            ObjectAssert.assertInstanceOf(""list index "" + i, String.class, value);
    }
    }",TestConfigurationDynaBean::testGetIndexedValues_8_oe,assertInstanceOf,,
conf_1775_12,"    @Test
    public void testGetIndexedValues_12_oe() {
        for (int i = 0; i < 5; i++) {
            Object value = bean.get(""intArray"", i);


            value = bean.get(""intIndexed"", i);


            value = bean.get(""listIndexed"", i);


            value = bean.get(""stringArray"", i);

            ObjectAssert.assertInstanceOf(""stringArray index "" + i, String.class, value);
    }
    }",TestConfigurationDynaBean::testGetIndexedValues_12_oe,assertInstanceOf,,
conf_1775_15,"    @Test
    public void testGetIndexedValues_15_oe() {
        for (int i = 0; i < 5; i++) {
            Object value = bean.get(""intArray"", i);


            value = bean.get(""intIndexed"", i);


            value = bean.get(""listIndexed"", i);


            value = bean.get(""stringArray"", i);


            value = bean.get(""stringIndexed"", i);

            ObjectAssert.assertInstanceOf(""stringIndexed"", String.class, value);
    }
    }",TestConfigurationDynaBean::testGetIndexedValues_15_oe,assertInstanceOf,,
conf_1778_2,"    @Test
    public void testGetSimpleBoolean_2_oe() {
        final Object value = bean.get(""booleanProperty"");
        ObjectAssert.assertInstanceOf(""Got correct type"", Boolean.class, value);
    }",TestConfigurationDynaBean::testGetSimpleBoolean_2_oe,assertInstanceOf,,
conf_1779_2,"    @Test
    public void testGetSimpleDouble_2_oe() {
        final Object value = bean.get(""doubleProperty"");
        ObjectAssert.assertInstanceOf(""Got correct type"", Double.class, value);
    }",TestConfigurationDynaBean::testGetSimpleDouble_2_oe,assertInstanceOf,,
conf_1780_2,"    @Test
    public void testGetSimpleFloat_2_oe() {
        final Object value = bean.get(""floatProperty"");
        ObjectAssert.assertInstanceOf(""Got correct type"", Float.class, value);
    }",TestConfigurationDynaBean::testGetSimpleFloat_2_oe,assertInstanceOf,,
conf_1781_2,"    @Test
    public void testGetSimpleInt_2_oe() {
        final Object value = bean.get(""intProperty"");
        ObjectAssert.assertInstanceOf(""Incorrect type"", Integer.class, value);
    }",TestConfigurationDynaBean::testGetSimpleInt_2_oe,assertInstanceOf,,
conf_1782_2,"    @Test
    public void testGetSimpleLong_2_oe() {
        final Object value = bean.get(""longProperty"");
        ObjectAssert.assertInstanceOf(""Returned incorrect type"", Long.class, value);
    }",TestConfigurationDynaBean::testGetSimpleLong_2_oe,assertInstanceOf,,
conf_1783_2,"    @Test
    public void testGetSimpleShort_2_oe() {
        final Object value = bean.get(""shortProperty"");
        ObjectAssert.assertInstanceOf(""Got correct type"", Short.class, value);
    }",TestConfigurationDynaBean::testGetSimpleShort_2_oe,assertInstanceOf,,
conf_1784_2,"    @Test
    public void testGetSimpleString_2_oe() {
        final Object value = bean.get(""stringProperty"");
        ObjectAssert.assertInstanceOf(""Got correct type"", String.class, value);
    }",TestConfigurationDynaBean::testGetSimpleString_2_oe,assertInstanceOf,,
conf_1788_2,"    @Test
    public void testSetArrayValue_2_oe() {
        final MapConfiguration configuration = new MapConfiguration(new HashMap<>());
        configuration.getMap().put(""objectArray"", new Object[] {""value1"", ""value2"", ""value3""});

        final ConfigurationDynaBean bean = new ConfigurationDynaBean(configuration);

        bean.set(""objectArray"", 1, ""New Value 1"");
        final Object value = bean.get(""objectArray"", 1);

        ObjectAssert.assertInstanceOf(""Returned String new value 1"", String.class, value);
    }",TestConfigurationDynaBean::testSetArrayValue_2_oe,assertInstanceOf,,
conf_1789_2,"    @Test
    public void testSetIndexedValues_2_oe() {
        bean.set(""intArray"", 0, Integer.valueOf(1));
        Object value = bean.get(""intArray"", 0);

        ObjectAssert.assertInstanceOf(""Returned Integer new value 0"", Integer.class, value);
    }",TestConfigurationDynaBean::testSetIndexedValues_2_oe,assertInstanceOf,,
conf_1789_5,"    @Test
    public void testSetIndexedValues_5_oe() {
        bean.set(""intArray"", 0, Integer.valueOf(1));
        Object value = bean.get(""intArray"", 0);


        bean.set(""intIndexed"", 1, Integer.valueOf(11));
        value = bean.get(""intIndexed"", 1);

        ObjectAssert.assertInstanceOf(""Returned Integer new value 1"", Integer.class, value);
    }",TestConfigurationDynaBean::testSetIndexedValues_5_oe,assertInstanceOf,,
conf_1789_8,"    @Test
    public void testSetIndexedValues_8_oe() {
        bean.set(""intArray"", 0, Integer.valueOf(1));
        Object value = bean.get(""intArray"", 0);


        bean.set(""intIndexed"", 1, Integer.valueOf(11));
        value = bean.get(""intIndexed"", 1);


        bean.set(""listIndexed"", 2, ""New Value 2"");
        value = bean.get(""listIndexed"", 2);

        ObjectAssert.assertInstanceOf(""Returned String new value 2"", String.class, value);
    }",TestConfigurationDynaBean::testSetIndexedValues_8_oe,assertInstanceOf,,
conf_1789_11,"    @Test
    public void testSetIndexedValues_11_oe() {
        bean.set(""intArray"", 0, Integer.valueOf(1));
        Object value = bean.get(""intArray"", 0);


        bean.set(""intIndexed"", 1, Integer.valueOf(11));
        value = bean.get(""intIndexed"", 1);


        bean.set(""listIndexed"", 2, ""New Value 2"");
        value = bean.get(""listIndexed"", 2);


        bean.set(""stringArray"", 3, ""New Value 3"");
        value = bean.get(""stringArray"", 3);

        ObjectAssert.assertInstanceOf(""Returned String new value 3"", String.class, value);
    }",TestConfigurationDynaBean::testSetIndexedValues_11_oe,assertInstanceOf,,
conf_1789_14,"    @Test
    public void testSetIndexedValues_14_oe() {
        bean.set(""intArray"", 0, Integer.valueOf(1));
        Object value = bean.get(""intArray"", 0);


        bean.set(""intIndexed"", 1, Integer.valueOf(11));
        value = bean.get(""intIndexed"", 1);


        bean.set(""listIndexed"", 2, ""New Value 2"");
        value = bean.get(""listIndexed"", 2);


        bean.set(""stringArray"", 3, ""New Value 3"");
        value = bean.get(""stringArray"", 3);


        bean.set(""stringIndexed"", 4, ""New Value 4"");
        value = bean.get(""stringIndexed"", 4);

        ObjectAssert.assertInstanceOf(""Returned String new value 4"", String.class, value);
    }",TestConfigurationDynaBean::testSetIndexedValues_14_oe,assertInstanceOf,,
