focal_method,test_prefix,docstring
"    public int getMaxTimeouts()
    {
        return maxTimeouts;
    }","  public void test32()  throws Throwable  {
      TFTPClient tFTPClient0 = new TFTPClient();
      tFTPClient0.getTotalBytesReceived();
      assertEquals(5, tFTPClient0.getMaxTimeouts());
}","/**
     * Returns the maximum number of times a receive attempt is allowed to
     * timeout before ending attempts to retry the receive and failing.
     *
     * @return The maximum number of timeouts allowed.
     */"
"    public String toString() {
        return super.toString() + "" ACK "" + blockNumber;
    }","  public void test0()  throws Throwable  {
      byte[] byteArray0 = new byte[4];
      InetAddress inetAddress0 = MockInetAddress.getByAddress("""", byteArray0);
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 1363);
      String string0 = tFTPAckPacket0.toString();
      assertEquals(""/0.0.0.0 0 4 ACK 1363"", string0);
}","/**
     * For debugging
     * @since 3.6
     */"
"    public int getBlockNumber()
    {
        return blockNumber;
    }","  public void test1()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getByName(""+:"");
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 115, 115);
      tFTPAckPacket0.type = 65535;
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      assertEquals(115, tFTPAckPacket0.getBlockNumber());
}","/**
     * Returns the block number of the acknowledgement.
     *
     * @return The block number of the acknowledgement.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test2()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getByName(""+:"");
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 115, 115);
      tFTPAckPacket0.type = 65535;
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      assertEquals(4, datagramPacket0.getLength());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test3()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getByName(""+:"");
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 115, 115);
      tFTPAckPacket0.type = 65535;
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      assertEquals(115, datagramPacket0.getPort());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test4()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getByName(""+:"");
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 115, 115);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      tFTPAckPacket0.type = 65535;
      byte[] byteArray0 = new byte[2];
      // Undeclared exception!
      try { 
        tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
        fail(""Expecting exception: ArrayIndexOutOfBoundsException"");
      } catch(ArrayIndexOutOfBoundsException e) {
         //
         // 2
         //
         verifyException(""org.apache.commons.net.tftp.TFTPAckPacket"", e);
      }
  }","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test5()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 946, 946);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[5];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertEquals(946, datagramPacket0.getPort());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test6()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 946, 946);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[5];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertArrayEquals(new byte[] {(byte)0, (byte)4, (byte)3, (byte) (-78), (byte)0}, byteArray0);
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test7()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 946, 946);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[5];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertEquals(4, datagramPacket0.getLength());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test8()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 0);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[9];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertArrayEquals(new byte[] {(byte)0, (byte)4, (byte)0, (byte)0, (byte)0, (byte)0, (byte)0, (byte)0, (byte)0}, byteArray0);
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test9()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 0);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[9];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertEquals(4, datagramPacket0.getLength());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test10()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 0);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      byte[] byteArray0 = new byte[9];
      tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
      assertEquals(0, datagramPacket0.getPort());
}","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    public int getBlockNumber()
    {
        return blockNumber;
    }","  public void test11()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getByName(""Bad packet.  Invalid TFTP operator code."");
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 0);
      int int0 = tFTPAckPacket0.getBlockNumber();
      assertEquals(0, int0);
}","/**
     * Returns the block number of the acknowledgement.
     *
     * @return The block number of the acknowledgement.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test12()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 0);
      byte[] byteArray0 = new byte[7];
      // Undeclared exception!
      try { 
        tFTPAckPacket0.newDatagram((DatagramPacket) null, byteArray0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.tftp.TFTPAckPacket"", e);
      }
  }","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test13()  throws Throwable  {
      byte[] byteArray0 = new byte[4];
      InetAddress inetAddress0 = MockInetAddress.getByAddress("""", byteArray0);
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 0, 1363);
      tFTPAckPacket0.port = (int) (byte)0;
      DatagramPacket datagramPacket0 = new DatagramPacket(byteArray0, 3, 0, inetAddress0, (byte)1);
      tFTPAckPacket0.port = (int) (byte) (-80);
      // Undeclared exception!
      try { 
        tFTPAckPacket0.newDatagram(datagramPacket0, byteArray0);
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Port out of range:-80
         //
         verifyException(""java.net.DatagramPacket"", e);
      }
  }","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    DatagramPacket newDatagram(final DatagramPacket datagram, final byte[] data)
    {
        data[0] = 0;
        data[1] = (byte)type;
        data[2] = (byte)((blockNumber & 0xffff) >> 8);
        data[3] = (byte)(blockNumber & 0xff);

        datagram.setAddress(address);
        datagram.setPort(port);
        datagram.setData(data);
        datagram.setLength(4);

        return datagram;
    }","  public void test14()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, (-932), 5444);
      // Undeclared exception!
      try { 
        tFTPAckPacket0.newDatagram();
        fail(""Expecting exception: IllegalArgumentException"");
      } catch(IllegalArgumentException e) {
         //
         // Port out of range:-932
         //
         verifyException(""java.net.DatagramPacket"", e);
      }
  }","/**
     * This is a method only available within the package for
     * implementing efficient datagram transport by elminating buffering.
     * It takes a datagram as an argument, and a byte buffer in which
     * to store the raw datagram data.  Inside the method, the data
     * is set as the datagram's data and the datagram returned.
     *
     * @param datagram  The datagram to create.
     * @param data The buffer to store the packet and to use in the datagram.
     * @return The datagram argument.
     */"
"    public TFTPAckPacket(final InetAddress destination, final int port, final int blockNumber)
    {
        super(TFTPPacket.ACKNOWLEDGEMENT, destination, port);
        this.blockNumber = blockNumber;
    }","  public void test15()  throws Throwable  {
      TFTPAckPacket tFTPAckPacket0 = null;
      try {
        tFTPAckPacket0 = new TFTPAckPacket((DatagramPacket) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.net.tftp.TFTPAckPacket"", e);
      }
  }","/**
     * Creates an acknowledgment packet to be sent to a host at a given port
     * acknowledging receipt of a block.
     *
     * @param destination  The host to which the packet is going to be sent.
     * @param port  The port to which the packet is going to be sent.
     * @param blockNumber  The block number being acknowledged.
     */"
"    public TFTPAckPacket(final InetAddress destination, final int port, final int blockNumber)
    {
        super(TFTPPacket.ACKNOWLEDGEMENT, destination, port);
        this.blockNumber = blockNumber;
    }","  public void test16()  throws Throwable  {
      byte[] byteArray0 = new byte[0];
      DatagramPacket datagramPacket0 = new DatagramPacket(byteArray0, 0);
      TFTPAckPacket tFTPAckPacket0 = null;
      try {
        tFTPAckPacket0 = new TFTPAckPacket(datagramPacket0);
        fail(""Expecting exception: ArrayIndexOutOfBoundsException"");
      } catch(ArrayIndexOutOfBoundsException e) {
         //
         // 1
         //
         verifyException(""org.apache.commons.net.tftp.TFTPAckPacket"", e);
      }
  }","/**
     * Creates an acknowledgment packet to be sent to a host at a given port
     * acknowledging receipt of a block.
     *
     * @param destination  The host to which the packet is going to be sent.
     * @param port  The port to which the packet is going to be sent.
     * @param blockNumber  The block number being acknowledged.
     */"
"    public TFTPAckPacket(final InetAddress destination, final int port, final int blockNumber)
    {
        super(TFTPPacket.ACKNOWLEDGEMENT, destination, port);
        this.blockNumber = blockNumber;
    }","  public void test17()  throws Throwable  {
      byte[] byteArray0 = new byte[9];
      DatagramPacket datagramPacket0 = new DatagramPacket(byteArray0, 0, 0);
      TFTPAckPacket tFTPAckPacket0 = null;
      try {
        tFTPAckPacket0 = new TFTPAckPacket(datagramPacket0);
        fail(""Expecting exception: Exception"");
      } catch(Throwable e) {
         //
         // TFTP operator code does not match type.
         //
         verifyException(""org.apache.commons.net.tftp.TFTPAckPacket"", e);
      }
  }","/**
     * Creates an acknowledgment packet to be sent to a host at a given port
     * acknowledging receipt of a block.
     *
     * @param destination  The host to which the packet is going to be sent.
     * @param port  The port to which the packet is going to be sent.
     * @param blockNumber  The block number being acknowledged.
     */"
"    public TFTPAckPacket(final InetAddress destination, final int port, final int blockNumber)
    {
        super(TFTPPacket.ACKNOWLEDGEMENT, destination, port);
        this.blockNumber = blockNumber;
    }","  public void test18()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 55, 55);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      TFTPAckPacket tFTPAckPacket1 = new TFTPAckPacket(datagramPacket0);
      assertEquals(4, datagramPacket0.getLength());
}","/**
     * Creates an acknowledgment packet to be sent to a host at a given port
     * acknowledging receipt of a block.
     *
     * @param destination  The host to which the packet is going to be sent.
     * @param port  The port to which the packet is going to be sent.
     * @param blockNumber  The block number being acknowledged.
     */"
"    public int getBlockNumber()
    {
        return blockNumber;
    }","  public void test19()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 55, 55);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      TFTPAckPacket tFTPAckPacket1 = new TFTPAckPacket(datagramPacket0);
      assertEquals(55, tFTPAckPacket1.getBlockNumber());
}","/**
     * Returns the block number of the acknowledgement.
     *
     * @return The block number of the acknowledgement.
     */"
"    public TFTPAckPacket(final InetAddress destination, final int port, final int blockNumber)
    {
        super(TFTPPacket.ACKNOWLEDGEMENT, destination, port);
        this.blockNumber = blockNumber;
    }","  public void test20()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLoopbackAddress();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 55, 55);
      DatagramPacket datagramPacket0 = tFTPAckPacket0.newDatagram();
      TFTPAckPacket tFTPAckPacket1 = new TFTPAckPacket(datagramPacket0);
      assertEquals(55, tFTPAckPacket1.getPort());
}","/**
     * Creates an acknowledgment packet to be sent to a host at a given port
     * acknowledging receipt of a block.
     *
     * @param destination  The host to which the packet is going to be sent.
     * @param port  The port to which the packet is going to be sent.
     * @param blockNumber  The block number being acknowledged.
     */"
"    public int getBlockNumber()
    {
        return blockNumber;
    }","  public void test21()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 65535, 65535);
      int int0 = tFTPAckPacket0.getBlockNumber();
      assertEquals(65535, int0);
}","/**
     * Returns the block number of the acknowledgement.
     *
     * @return The block number of the acknowledgement.
     */"
"    public int getBlockNumber()
    {
        return blockNumber;
    }","  public void test22()  throws Throwable  {
      InetAddress inetAddress0 = MockInetAddress.getLocalHost();
      TFTPAckPacket tFTPAckPacket0 = new TFTPAckPacket(inetAddress0, 65535, 65535);
      tFTPAckPacket0.setBlockNumber((-1));
      int int0 = tFTPAckPacket0.getBlockNumber();
      assertEquals((-1), int0);
}","/**
     * Returns the block number of the acknowledgement.
     *
     * @return The block number of the acknowledgement.
     */"
"    public long ntpValue()
    {
        return ntpTime;
    }","  public void test0()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.getCurrentTime();
      timeStamp0.hashCode();
      assertEquals((-2978857094563003106L), timeStamp0.ntpValue());
}","/**
     * Returns the value of this Timestamp as a long value.
     *
     * @return the 64-bit long value represented by this object.
     */"
"    protected static long toNtpTime(final long millis)
    {
        final boolean useBase1 = millis < msb0baseTime;    // time < Feb-2036
        final long baseTimeMillis;
        if (useBase1) {
            baseTimeMillis = millis - msb1baseTime; // dates <= Feb-2036
        } else {
            // if base0 needed for dates >= Feb-2036
            baseTimeMillis = millis - msb0baseTime;
        }

        long seconds = baseTimeMillis / 1000;
        final long fraction = ((baseTimeMillis % 1000) * 0x100000000L) / 1000;

        if (useBase1) {
            seconds |= 0x80000000L; // set high-order bit if msb1baseTime 1900 used
        }

        return seconds << 32 | fraction;
    }","  public void test1()  throws Throwable  {
      long long0 = TimeStamp.toNtpTime((-8959209424988982477L));
      assertEquals((-2048699400L), long0);
}","/**
     * Converts Java time to 64-bit NTP time representation.
     *
     * @param millis Java time
     * @return NTP timestamp representation of Java time value.
     */"
"    public long getTime()
    {
        return getTime(ntpTime);
    }","  public void test2()  throws Throwable  {
      long long0 = TimeStamp.getTime(2085978496000L);
      assertEquals(2085978981680L, long0);
}","/**
     * Converts NTP timestamp to Java standard time.
     *
     * @return the number of milliseconds since January 1, 1970, 00:00:00 GMT
     * represented by this NTP timestamp value.
     */"
"    protected static long toNtpTime(final long millis)
    {
        final boolean useBase1 = millis < msb0baseTime;    // time < Feb-2036
        final long baseTimeMillis;
        if (useBase1) {
            baseTimeMillis = millis - msb1baseTime; // dates <= Feb-2036
        } else {
            // if base0 needed for dates >= Feb-2036
            baseTimeMillis = millis - msb0baseTime;
        }

        long seconds = baseTimeMillis / 1000;
        final long fraction = ((baseTimeMillis % 1000) * 0x100000000L) / 1000;

        if (useBase1) {
            seconds |= 0x80000000L; // set high-order bit if msb1baseTime 1900 used
        }

        return seconds << 32 | fraction;
    }","  public void test3()  throws Throwable  {
      long long0 = TimeStamp.toNtpTime(2085978496000L);
      assertEquals(0L, long0);
}","/**
     * Converts Java time to 64-bit NTP time representation.
     *
     * @param millis Java time
     * @return NTP timestamp representation of Java time value.
     */"
"    protected static long toNtpTime(final long millis)
    {
        final boolean useBase1 = millis < msb0baseTime;    // time < Feb-2036
        final long baseTimeMillis;
        if (useBase1) {
            baseTimeMillis = millis - msb1baseTime; // dates <= Feb-2036
        } else {
            // if base0 needed for dates >= Feb-2036
            baseTimeMillis = millis - msb0baseTime;
        }

        long seconds = baseTimeMillis / 1000;
        final long fraction = ((baseTimeMillis % 1000) * 0x100000000L) / 1000;

        if (useBase1) {
            seconds |= 0x80000000L; // set high-order bit if msb1baseTime 1900 used
        }

        return seconds << 32 | fraction;
    }","  public void test4()  throws Throwable  {
      long long0 = TimeStamp.toNtpTime(2085978496839L);
      assertEquals(3603477561L, long0);
}","/**
     * Converts Java time to 64-bit NTP time representation.
     *
     * @param millis Java time
     * @return NTP timestamp representation of Java time value.
     */"
"    public long ntpValue()
    {
        return ntpTime;
    }","  public void test5()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.parseNtpString("""");
      TimeStamp timeStamp1 = TimeStamp.getNtpTime(0L);
      boolean boolean0 = timeStamp1.equals(timeStamp0);
      assertEquals((-8959209420479266816L), timeStamp1.ntpValue());
}","/**
     * Returns the value of this Timestamp as a long value.
     *
     * @return the 64-bit long value represented by this object.
     */"
"    public boolean equals(final Object obj)
    {
        if (obj instanceof TimeStamp) {
            return ntpTime == ((TimeStamp) obj).ntpValue();
        }
        return false;
    }","  public void test6()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.parseNtpString("""");
      TimeStamp timeStamp1 = TimeStamp.getNtpTime(0L);
      boolean boolean0 = timeStamp1.equals(timeStamp0);
      assertFalse(timeStamp0.equals((Object)timeStamp1));
}","/**
     * Compares this object against the specified object.
     * The result is <code>true</code> if and only if the argument is
     * not <code>null</code> and is a <code>Long</code> object that
     * contains the same <code>long</code> value as this object.
     *
     * @param   obj   the object to compare with.
     * @return  <code>true</code> if the objects are the same;
     *          <code>false</code> otherwise.
     */"
"    public boolean equals(final Object obj)
    {
        if (obj instanceof TimeStamp) {
            return ntpTime == ((TimeStamp) obj).ntpValue();
        }
        return false;
    }","  public void test7()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.parseNtpString("""");
      TimeStamp timeStamp1 = TimeStamp.getNtpTime(0L);
      boolean boolean0 = timeStamp1.equals(timeStamp0);
      assertFalse(boolean0);
}","/**
     * Compares this object against the specified object.
     * The result is <code>true</code> if and only if the argument is
     * not <code>null</code> and is a <code>Long</code> object that
     * contains the same <code>long</code> value as this object.
     *
     * @param   obj   the object to compare with.
     * @return  <code>true</code> if the objects are the same;
     *          <code>false</code> otherwise.
     */"
"    public long ntpValue()
    {
        return ntpTime;
    }","  public void test8()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.parseNtpString(""83aa7e80.00000000"");
      assertEquals((-8959209420479266816L), timeStamp0.ntpValue());
}","/**
     * Returns the value of this Timestamp as a long value.
     *
     * @return the 64-bit long value represented by this object.
     */"
"    public long getTime()
    {
        return getTime(ntpTime);
    }","  public void test9()  throws Throwable  {
      TimeStamp timeStamp0 = TimeStamp.parseNtpString(""83aa7e7d.a872b020"");
      assertEquals((-2342L), timeStamp0.getTime());
}","/**
     * Converts NTP timestamp to Java standard time.
     *
     * @return the number of milliseconds since January 1, 1970, 00:00:00 GMT
     * represented by this NTP timestamp value.
     */"
"    public long ntpValue()
    {
        return ntpTime;
    }","  public void test10()  throws Throwable  {
      TimeStamp timeStamp0 = new TimeStamp(0L);
      long long0 = timeStamp0.ntpValue();
      assertEquals(0L, long0);
}","/**
     * Returns the value of this Timestamp as a long value.
     *
     * @return the 64-bit long value represented by this object.
     */"
"    public long ntpValue()
    {
        return ntpTime;
    }","  public void test11()  throws Throwable  {
      TimeStamp timeStamp0 = new TimeStamp(2645L);
      long long0 = timeStamp0.ntpValue();
      assertEquals(2645L, long0);
}","/**
     * Returns the value of this Timestamp as a long value.
     *
     * @return the 64-bit long value represented by this object.
     */"
"    public long getTime()
    {
        return getTime(ntpTime);
    }","  public void test12()  throws Throwable  {
      long long0 = TimeStamp.getTime((-8959209420479266816L));
      assertEquals(0L, long0);
}","/**
     * Converts NTP timestamp to Java standard time.
     *
     * @return the number of milliseconds since January 1, 1970, 00:00:00 GMT
     * represented by this NTP timestamp value.
     */"
