focal_method,test_prefix,docstring
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test193()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals((-1), genericKeyedObjectPool0.getMaxTotal());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test194()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getMeanActiveTimeMillis());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test195()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getMeanBorrowWaitTimeMillis());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test196()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getDestroyedCount());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test197()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertFalse(genericKeyedObjectPool0.getTestOnBorrow());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test198()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getDestroyedByBorrowValidationCount());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test199()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getMeanIdleTimeMillis());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test200()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getReturnedCount());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test201()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(0L, genericKeyedObjectPool0.getCreatedCount());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test202()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertEquals(8, genericKeyedObjectPool0.getMaxTotalPerKey());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
"    public static <K, V> KeyedPooledObjectFactory<K, V> synchronizedKeyedPooledFactory(
            final KeyedPooledObjectFactory<K, V> keyedFactory) {
        return new SynchronizedKeyedPooledObjectFactory<>(keyedFactory);
    }","  public void test203()  throws Throwable  {
      PoolUtils.TimerHolder poolUtils_TimerHolder0 = new PoolUtils.TimerHolder();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory0 = (PooledObjectFactory<StackOverflowError>) mock(PooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn("""", """", """", (String) null).when(pooledObjectFactory0).toString();
      PooledObjectFactory<StackOverflowError> pooledObjectFactory1 = PoolUtils.synchronizedPooledFactory(pooledObjectFactory0);
      SoftReferenceObjectPool<StackOverflowError> softReferenceObjectPool0 = new SoftReferenceObjectPool<StackOverflowError>(pooledObjectFactory1);
      ObjectPool<StackOverflowError> objectPool0 = PoolUtils.synchronizedPool((ObjectPool<StackOverflowError>) softReferenceObjectPool0);
      ObjectPool<StackOverflowError> objectPool1 = PoolUtils.erodingPool(objectPool0);
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory0 = (KeyedPooledObjectFactory<String, UnknownError>) mock(KeyedPooledObjectFactory.class, new ViolatedAssumptionAnswer());
      doReturn((String) null).when(keyedPooledObjectFactory0).toString();
      KeyedPooledObjectFactory<String, UnknownError> keyedPooledObjectFactory1 = PoolUtils.synchronizedKeyedPooledFactory(keyedPooledObjectFactory0);
      GenericKeyedObjectPoolConfig<UnknownError> genericKeyedObjectPoolConfig0 = new GenericKeyedObjectPoolConfig<UnknownError>();
      AbandonedConfig abandonedConfig0 = new AbandonedConfig();
      AbandonedConfig abandonedConfig1 = AbandonedConfig.copy(abandonedConfig0);
      GenericKeyedObjectPool<String, UnknownError> genericKeyedObjectPool0 = new GenericKeyedObjectPool<String, UnknownError>(keyedPooledObjectFactory1, genericKeyedObjectPoolConfig0, abandonedConfig1);
      assertTrue(genericKeyedObjectPool0.isAbandonedConfig());
}","/**
     * Returns a synchronized (thread-safe) KeyedPooledObjectFactory backed by
     * the specified KeyedPoolableObjectFactory.
     *
     * @param keyedFactory
     *            the KeyedPooledObjectFactory to be ""wrapped"" in a
     *            synchronized KeyedPooledObjectFactory.
     * @param <K> the type of the pool key
     * @param <V> the type of pool entries
     * @return a synchronized view of the specified KeyedPooledObjectFactory.
     */"
