id,target,output,match_tc_mut_doc
conf_620_1,"assertSame(""Wrong result"", src, ConfigurationUtils.asEventSource(src, true));","assertEquals(""weka.gui.beans.EventSource[,0,0,0x0,invalid,layout=java.awt.BorderLayout,alignmentX=0.0,alignmentY=0.0,border=,flags=9,maximumSize=,minimumSize=,preferredSize=]"", src.toString());",0
conf_1594_1,"assertEquals(""Wrong delimiter"", a, DefaultExpressionEngineSymbols.DEFAULT_SYMBOLS.getPropertyDelimiter());","assertEquals(""."", a.getPropertyDelimiter());",0
conf_1037_1,"assertEquals(""Wrong type (1)"", typeBase, reg.getEventType());","assertEquals(EventListener.TYPE_BASE, l1.getEventType());",0
conf_1749_1,"assertSame(""Wrong default bean factory"", DefaultBeanFactory.INSTANCE, helper.getDefaultBeanFactory());",assertNotNull(defaultBeanFactory());,0
conf_350_1,assertFalse(simple.containsKey(key));,"boolean containsKeyInternal(final String key) {
            boolean retVal = boolean.containsKey());",0
conf_728_2,"assertFalse(""Non existing comment was found"", output.contains(""NonExistingComment""));","assertEquals(false, layout.contains());",0
conf_464_2,"assertEquals(""Wrong path"", path, config.getString(""Environment.Path""));","assertEquals(""C:\\Program Files\\jar\\manage.jar;C:\\Program Files\\jar\\guiLauncher.jar"", config.getString());",0
conf_101_5,"assertEquals(expected, conf.getByteArray(""byte.list4""));","public byte[] getByteArray(final byte[] key, byte[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.tag.Byte cannot be cast to org.jcvi.jillion.internal.trace.chromat.abi.",0
conf_354_4,"assertEquals(simple.containsKey(key), composite.containsKey(key));","boolean containsKeyInternal(final String key) {
            boolean retVal = boolean.containsKey());",0
conf_769_2,assertFalse(a);,"boolean containsKeyInternal(final String key) {
            boolean retVal = false;
            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;",0
conf_325_3,"assertEquals(""test_name"", config.getString(""tables.table(0).fields.field(1).name""));","assertEquals(""true"", config.getString());",0
conf_128_10,"assertEquals(new ArrayList<>(), conf.getLocaleList(""empty""));",assertNotNull(localeList0);,0
conf_727_3,"assertEquals(""Wrong comment for property"",TEST_COMMENT + CRNORM + ""A nested header comment."" + CRNORM + ""With multiple lines"" + CRNORM + CRNORM + ""Second comment"",layout.getCanonicalComment(TEST_KEY,false));","public String getCanonicalComment(final String key, final boolean commentChar) {
        return builder.getCanonicalComment());",0
conf_120_8,"assertEquals(expected, conf.getFloatList(""float.list.interpolated""));",assertNotNull(floatList0);,0
conf_1549_1,"assertEquals(""Attribute key not correctly appended"", TESTATTR, key.toString());",assertNotNull(key.appendAttribute());,0
conf_1037_6,"assertEquals(""Wrong listener (3)"", l3, reg.getListener());","publicEventListenerTestImpl listener(EventListener<EventBase> l1,EventListener<EventBase> l2,EventListener<EventBase> l3,EventListener<EventBase> l4,EventListener<EventBase> l5,EventListener<EventBase> l6,EventListener<EventBase> l7,EventListener<EventBase> l8,EventListener<EventBase> l9,EventListener<EventBase> l10,EventListener<EventBase> l11,EventListener<EventBase> l12,EventListener<EventBase> l13,EventListener<EventBase> l14,EventListener<EventBase> l15,EventListener<EventBase> l16,EventListener<EventBase> l17,EventListener<EventBase> l18,EventListener<EventBase> l19,EventListener<EventBase> l20,EventListener<EventBase> l21,EventListener<EventBase> l22,EventListener<EventBase> l23,EventListener<EventBase> l24,EventListener<EventBase> l25,EventListener<EventBase> l26,EventListener<EventBase> l27,EventListener<EventBase> l28,EventListener<EventBase> l29,EventListener<EventBase> l30,EventListener<EventBase> l31,EventListener<EventBase> l32,EventListener<EventBase> l33,EventListener<EventBase> l34,EventListener<EventBase> l35,EventListener<EventBase> l36,EventListener<EventBase> l37,EventListener<EventBase> l38,EventListener<EventBase> l39,EventListener<EventBase> l40,EventListener<EventBase> l41,EventListener<EventBase> l42,EventListener<EventBase> l43,EventListener<EventBase> l44,EventListener<EventBase> l45,EventListener<EventBase> l46,EventBase> l47,EventBase>",0
conf_263_1,"assertEquals(""Wrong number of original properties"", 2, config.getList(key).size());","assertEquals(1, config2.size());",0
conf_138_2,"assertEquals(expected, conf.getURL(""url.string""));",assertNotNull(value0);,0
conf_699_2,"assertEquals(0, config.getMaxIndex(""split/list3/@values""));","assertEquals(-1, config.getMaxIndex());",0
conf_826_1,"assertEquals(""Wrong value"", ""value"", sub2.getString(""[@attr]""));","assertEquals(""value"", config.getString());",0
conf_392_7,"assertEquals(""some default value"", c.getString(""XXX"", ""some default value""));","assertEquals(""string"", c.getString());",0
conf_301_8,"assertTrue(""'value2' not found in the list"", list.contains(""value2""));","assertEquals(true, list.isEmpty());",0
conf_966_1,"assertEquals(""Wrong content"", CONTENT, content.getContent());","protected FileBasedTestImpl getFileBasedTestImpl(){assertEquals(""/mnt/fastdata/ac1gf/SF110/dist/107_weka -suffix _test.arff -W weka.experiment.ClassifierSplitEvaluator --"", fileBasedTestImpl.getContent());",0
conf_1267_1,"assertSame(""Wrong result"", a, params.setThrowExceptionOnMissing(true));",assertNotNull(a);,0
conf_184_1,"assertSame(""Node combiner was not set"", combiner, config.getNodeCombiner());","public NodeCombiner[,0,0,0x0,invalid,layout=java.awt.BorderLayout,alignmentX=0.0,alignmentY=0.0,border=,flags=9,maximumSize=,minimumSize=,preferredSize=]"", combiner0.toString());",0
conf_808_6,assertNotNull(prop);,assertNull(prop);,0
conf_1326_1,"assertNotSame(""No new configuration instance"", cc, cc2);","assertEquals(false, subBuilder0.isRestart());",0
conf_588_2,"assertEquals(""This returns 1(short)"", oneS, config.getShort(""numberS"", twoS));","assertEquals((short)1, shortOneS);",0
conf_1569_2,"assertFalse(""First part is an attribute"", kit.isAttribute());","assertEquals(false, key.isAttribute());",0
conf_100_8,"assertEquals(expected, conf.getBooleanList(""boolean.list.interpolated""));",assertNotNull(listAssert0);,0
conf_1708_3,"assertEquals(expected, (byte[]) array);",assertNull(array);,0
conf_1482_1,"assertEquals(""Wrong number of services"", 0, config.getMaxIndex(""net.service.url""));","assertEquals(-1, config.getMaxIndex());",0
conf_683_3,"assertEquals(""Wrong list element 2"", ""c"", values.get(2));","assertEquals(""false"", values.isEmpty());",0
conf_352_2,"assertEquals(simple.containsKey(key), composite.containsKey(key));","boolean containsKeyInternal(final String key) {
            boolean retVal = boolean.containsKey());",0
conf_1821_2,"assertSame(""Wrong parent interpolator"", parent, spec.getParentInterpolator());","public ConfigurationInterpolator getInstance() {
        return interpolatorConfigurationInjector0.getInstanceInjector();
    }assertNotNull(interpolatorConfigurationInjector0);",0
conf_1284_1,"assertEquals(""Wrong property value"", ""somevalue"", config.getString(""somekey""));","assertEquals(""properties"", defConfig.getString());",0
conf_998_1,"assertEquals(""Wrong file name"", ""file:///test/path/test.txt"", handler.getFileLocator().getFileName());","assertEquals(""file:/test/path/test.txt"", handler.getFileName());",0
conf_1725_3,"assertEquals(expected, (byte[]) array);",assertNull(array);,0
conf_222_2,"assertTrue(""Property could not be found"", content.indexOf(""prop = value"" + EOL) >","public static void writeTo(final PropertiesConfiguration config, final Writer out) throws IOException {
            try {
                pWriter.setProperty(""value"", conf.getProperty());
            }assertEquals(false, pWriter.checkError());",0
conf_531_8,"assertEquals(""1,2,3"", config.getString(""Employee[@attr1]""));","assertEquals(""3,2,1"", config.getString());",0
conf_416_1,"assertFalse(""Exception occurred"", threads[i].error);","assertEquals(false, config.isStarted());",0
conf_1454_2,"assertEquals(""Wrong value"", NodeStructureHelper.table(0), target.getValue());","assertEquals(true, target.isRoot());",0
conf_1343_3,"assertSame(""Wrong provider (1)"", provider1, params.providerForTag(tagPrefix));","public ConfigurationBuilderProvider taggedProvider(final String tagName) {
        return providers.get(tagPrefix + 1);",0
conf_1082_1,"assertEquals(""Wrong number of elements"", src.size(), array.length);","assertEquals(1, src.size());",0
conf_28_1,"assertNull(""Wrong result"", config.get(Integer.class, KEY_PREFIX));","assertEquals(false, config.isEmpty());",0
conf_544_2,"assertTrue(""Attribute not found after save"", checkConf.containsKey(""[@test]""));","assertEquals(false, checkSavedConfig());",0
conf_305_3,"assertEquals(""test string"", c.getString(""string"", ""some default value""));","assertEquals(""test string"", c.getString());",0
conf_1880_1,"assertNull(""Variable could be resolved"", interpolator.resolve(""UnknownPrefix:"" + TEST_NAME));","public Object lookup(final String var) {
        if (TEST_PREFIX.equals(TEST_PREFIX)) {
            return interpolator.get(TEST_PREFIX + "":1"", interpolator.getServletContextName());
        }assertNull(interpolator.getServletContextName());",0
conf_1121_1,"assertTrue(""Could not remove test file"", outFile.delete());","assertEquals(1, parameters.size());",0
conf_573_2,"assertNull(""'test.boolean' property"", conf.getString(""test.boolean""));","assertEquals(""true"", conf.getString());",0
conf_1312_3,"assertEquals(""Wrong number of elements in XML list"", 3, list.size());","assertEquals(1, builder.size());",0
conf_709_1,"assertFalse(""No multi-line property"", layout.isSingleLine(TEST_KEY));","assertEquals(false, layout.isSingleLine());",0
conf_127_9,"assertEquals(new Locale[] {Locale.FRENCH}, conf.getLocaleArray(""locale.object""));","public Locale[] getLocaleArray(final String key) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", arrayAssert0.toString());",0
conf_223_1,"assertEquals(3, packages.size());","assertEquals(0, conf.size());",0
conf_481_2,"assertNull(key, conf.getProperty(key));",assertNull(key);,0
conf_1663_1,"assertEquals(""Wrong number of attributes"", 1, iteratorSize(it));",assertNotNull(it);,0
conf_493_1,"assertNotNull(""Property not found"", config.getProperty(""test.short""));",assertNull(config);,0
conf_647_2,"assertEquals(2, conf.getList(""test.byte.array"").size());","assertEquals(0, list0.size());",0
conf_317_4,"assertEquals(""'key2' property"", ""value2"", conf.getProperty(""key2""));",assertNull(file);,0
conf_1480_2,"assertEquals(""Wrong value of default attribute"", 2, config.getInt(""gui.level[@default]""));","assertEquals(0, int0);",0
conf_1477_1,"assertTrue(""Work not found: "" + i, removedRefs.contains(NodeStructureHelper.work(authorIdx, i)));","assertEquals(false, removedRefs.isEmpty());",0
conf_1573_2,"assertEquals(""Wrong key part "" + i, parts[i], kit.next());","public Object next(){ {
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());
                    key.next());",0
conf_136_8,"assertEquals(new URI[] {new URI(""http://jakarta.apache.org"")}, conf.getURIArray(""uri.string""));",assertNotNull(valueArray0);,0
conf_99_8,"assertEquals(expected, conf.getBooleanArray(""boolean.list.interpolated""));","boolean[] getBooleanArray(final String key) {
            return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.String cannot be cast to org.sourceforge.ifx.basetypes.IFXObject\n}"", defaultValue[0].toString());",0
conf_1145_1,"assertEquals(""Exception flag not set"", Boolean.TRUE, parameters.get(""throwExceptionOnMissing""));","assertEquals(false, params2.throwableOnMissing());",0
conf_502_3,"assertTrue(""Key not found after save"", conf.containsKey(key));","boolean containsKeyInternal(final String key) {
            return containsKeyInternal(key);",0
conf_578_1,"assertEquals(""Existing key"", number, config.getBigInteger(""numberBigI""));","assertEquals(""654321"", number.toString());",0
conf_1225_1,"assertEquals(""Wrong super type"", a, ConfigurationBuilderResultCreatedEvent.RESULT_CREATED.getSuperType());","assertEquals(ANY, a.getSuperType());",0
conf_322_1,"assertEquals(""configuration"", a);","assertEquals(""RootElement"", a.getRootElementName());",0
conf_768_2,"assertNull(""'test.short' property not cleared"", conf.getShort(""test.short"", null));","assertEquals((short)0, short0);",0
conf_147_5,"assertTrue(""Name not found"", names.contains(TEST_NAME));","assertEquals(true, c.contains());",0
conf_42_2,"assertSame(""Wrong lookup at 1"", look, lookups.get(1));","assertEquals(1, lookups.size());",0
conf_1826_1,"assertTrue(str.startsWith(""Goodbye""));","assertEquals(""java.lang.String"", string);",0
conf_320_3,"assertEquals(""'key1' property"", ""value1"", conf2.getProperty(""key1""));",assertNull(conf2);,0
conf_1690_10,"assertEquals(""configuration element"", ""value"", conf2.getProperty(""key""));",assertNull(conf2);,0
conf_271_1,"assertEquals(""This returns 1(byte)"", oneB, config.getByte(""number""));","assertEquals((byte)1, config.getByte());",0
conf_1728_4,"assertEquals(""2nd value"", ""value2"", subset.getString(key));","assertEquals(""null"", key.getString());",0
conf_1518_1,"assertEquals(""Attribute not set"", 1, node.getAttributes().get(""number""));","assertEquals(true, addData.isConfiguration());",0
conf_1520_2,"assertNotNull(""Could not find other nodes"", nodeForKey(model, ""Homer/Ilias/Hektor""));","assertEquals(true, addData.isRoot());",0
conf_1702_3,"assertEquals(expected, (byte[]) array);",assertNull(array);,0
conf_1431_1,"assertSame(""Wrong children"", node.getChildren(), handler.getChildren(node));","assertEquals(0, nodeHandler0.getChildCount());",0
conf_707_1,"assertFalse(""Property already stored"", layout.getKeys().contains(TEST_KEY));","assertEquals(1, layoutData0.getKeys());",0
conf_left_1651_2,"assertInstanceOf(""the array element is not parsed as a List"", List.class, array);",assertNull(array);,0
conf_100_9,"assertEquals(expected, conf.getBooleanList(""boolean.string""));","public List<Boolean> getBooleanList(final String key, final ArrayList<Boolean> list) {
            if (true.equals(true)) {
                if (true.equals(true)) {
                    return false;
                else if (true.equals(true)) {
                    return false;
                else if (true.equals(true)) {
                    return false;
                else if (true.equals(true)) {
                    return false;
                else if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false;
                if (true.equals(true)) {
                    return false);
                if (true.equals(true)) {
                    return",0
conf_1299_1,"assertNotNull(""Custom provider not found"", ccparams.providerForTag(""test""));","assertEquals(false, ccparams.isEmpty());",0
conf_47_2,"assertSame(""Not found"", look, lookups.get(""test""));","assertEquals(true, lookups.isEmpty());",0
conf_324_8,"assertEquals(9, config.getInt(""test(1).int""));","assertEquals(9, config.getInt());",0
conf_377_3,"assertEquals(1.4, cc.getDouble(""bogus"", 1.4), 0.0);","assertEquals(0.0, CC.getDouble(xmlConf.getDouble(), 0.01D);",0
conf_98_7,"assertEquals(expected, conf.getBigIntegerList(""biginteger.list.interpolated""));",assertNotNull(bigIntegerList0);,0
conf_1482_3,"assertFalse(""Type attribute available"", config.containsKey(""net.service.url[@type]""));","boolean containsKeyInternal(final String key) {
            boolean retVal = false;
            boolean retVal = boolean;
            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;

            boolean retVal = boolean;",0
conf_1001_4,"assertEquals(""Wrong URL"", file.toURI().toURL(), handler.getURL());","assertEquals(""/mnt/fastdata/ac1gf/SF110/dist/78_caloriecount"", fileHandler.toURI());",0
conf_361_3,"assertNull(""key3"", config.getProperty(""key3""));","assertEquals(false, config.isEmpty());",0
conf_100_7,"assertEquals(expected, conf.getBooleanList(""boolean.list6""));",assertNotNull(listAssert0);,0
conf_1272_2,"assertSame(""Wrong parameters instance"", params, MultiFileBuilderParametersImpl.fromParameters(map));","assertEquals(false, beanHelper.throwExceptionOnMissing);",0
conf_152_2,"assertEquals(""Wrong attribute value"", ""USER2"", x3.getString(""key2[@override]""));","assertEquals(""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n<key1>value1</key1>\n<key2>value2</key2>\n<key3>value1.2</key3>\n</key3>\n</key4>\n</key5>\n</key6>\n</key7>\n</key8>\n</key9>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\n</key>\",0
conf_112_10,"assertEquals(new Date[] {date1}, conf.getDateArray(""date.object""));",assertNotNull(dateArray0);,0
conf_565_2,"assertFalse(""'"" + key + ""' still found"", conf.containsKey(key));","assertEquals(false, conf.containsKey());",0
conf_991_1,"assertEquals(""Wrong content"", CONTENT, out.toString());","StringWriter out = new StringWriter();
        out.toString());",0
conf_1032_1,"assertTrue(""Listeners list is not empty"", a);","assertEquals(true, a);",0
conf_1171_1,"assertNotNull(""No listener returned"", listener);","assertEquals(""weka.gui.beans.Controller[,0,0,0x0,invalid,layout=java.awt.BorderLayout,alignmentX=0.0,alignmentY=0.0,border=,flags=9,maximumSize=,minimumSize=,preferredSize=]"", controller.toString());",0
conf_119_9,"assertEquals(new float[] {1}, conf.getFloatArray(""float.string""), 0);","public float[] getFloatArray(final String key, float[] defaultValue) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_62_5,"assertEquals(""Wrong field name"", NodeStructureHelper.field(0, 0), c2.getString(""field(0).name""));","assertSame(c2, c1);",0
conf_108_7,"assertEquals(expected, conf.getColorArray(""color.list.interpolated""));",assertNotNull(valueArray0);,0
conf_809_1,"assertEquals(""Wrong number of nodes"", count - 1, config.getMaxIndex(""indexList.index[@name]""));","assertEquals(-1, config.getMaxIndex());",0
conf_499_1,"assertEquals(""a,b,c"", conf2.getString(""split.list3[@values]""));","assertEquals(""conf/inter_athena.xml"", conf2.getString());",0
conf_1302_1,"assertSame(""Wrong instance returned"", builder, configuredBuilder);","assertEquals(false, configuredBuilder0.isUseFileCaching());",0
conf_1059_1,"assertEquals(""Wrong number of list elements"", values.length, config.getList(listKey).size());","assertEquals(1, config.size());",0
conf_324_10,"assertEquals(""seven"", config.getProperty(""list(1).sublist.item(2)""));","assertEquals(""A <new> value"", config.getProperty());",0
conf_1815_1,"assertTrue(""Key not found"", nested.containsKey(""address.private""));","assertEquals(false, config.containsKey());",0
conf_1235_1,"assertSame(""Wrong result"", parameters, parameters.addEventListener(reg));",assertNotNull(parameters);,0
conf_932_1,"assertThat(""Logger not disabled"", config.getLogger().getLog(), instanceOf(NoOpLog.class));","assertEquals(null, config.getLogger());",0
conf_140_4,"assertEquals(expected, conf.getURLList(""url.list3""));","public List<URL> getURLList(final String key) {
            return expected.isEmpty()? new ArrayList() : new ArrayList(1, expected.size());
        return expected.isEmpty()? new ArrayList() : new ArrayList(0, expected.size());",0
conf_140_5,"assertEquals(expected, conf.getURLList(""url.list4""));","public List<URL> getURLList(final String key) {
            return expected.isEmpty()? new ArrayList() : new ArrayList(1, expected.size());
        return expected.isEmpty()? new ArrayList() : new ArrayList(0, expected.size());",0
conf_1547_1,"assertTrue(""Got path nodes"", data.getPathNodes().isEmpty());","public List<String> getPathNodes() {
        return data.getPathNodes());",0
conf_118_9,"assertEquals(expected, conf.getDoubleList(""double.string""));",assertNotNull(doubleList0);,0
conf_1346_1,"assertSame(""Wrong result"", params, params.setBasePath(basePath));",assertNotNull(paramsImpl0);,0
conf_132_6,"assertEquals(expected, conf.getShortArray(""short.list5""));","public short[] getShortArray(final String key, arrayUtils.EMPTY_SHORT_ARRAY);",0
conf_696_1,"assertEquals(config.getString(""rowsPerPage""), ""50"");","assertEquals(""file:/mnt/fastdata/ac1gf/SF110/dist/102_squirrel-sql/lib/antlr2.6.0_29/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.jar:lib/antlr2.6.0_29.",0
conf_114_13,"assertEquals(new ArrayList<>(), conf.getDateList(""empty""));","assertEquals(true, format.parse(""yyyy-MM-dd'T'HH:mm:ss"", date1.toLocaleString());",0
conf_877_1,"assertFalse(""Reloading initially required"", detector.isReloadingRequired());","assertEquals(false,DetectorMock.isReloadingRequired());",0
conf_1573_1,"assertEquals(""Wrong key"", ""my..elem.trailing..dot...strange"", key.toString());",assertNotNull(key);,0
conf_120_2,"assertEquals(expected, conf.getFloatList(""float.list1""));",assertNotNull(floatList0);,0
conf_1201_4,"assertEquals(""Detector factory not set"", params.getReloadingDetectorFactory(), params2.getReloadingDetectorFactory());","assertEquals(EffDt.class, params2.getReloadingDetectorFactory());",0
conf_108_1,"assertEquals(defaultValue, conf.getColorArray(""color.list"", defaultValue));","public static int[] getColorArray(final String key, int[] arraySize) {
            return defaultValue[0]:Exception! java.lang.NullPointerException\n}"", defaultValue);",0
conf_1400_1,"assertEquals(""Wrong URL"", url, builder.getFileHandler().getURL());",assertNotNull(url);,0
conf_948_3,"assertNull(""Got a URL"", handler.getURL());",assertNotNull(handler.getURL());,0
conf_58_2,"assertEquals(""Change visible in parent"", NodeStructureHelper.table(1), config.getString(""tables.table(1).name""));","assertEquals(false, subConfig.isEmpty());",0
conf_324_12,"assertEquals(""now it's simple"", config.getString(""mean""));","assertEquals(""A <new> value"", config.getString());",0
conf_99_9,"assertEquals(new boolean[] {true}, conf.getBooleanArray(""boolean.string""));","boolean[] getBooleanArray(final String key) {
            return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.String cannot be cast to org.sourceforge.ifx.basetypes.IFXObject\n}"", defaultValue[0].toString());",0
conf_1885_1,"assertNull(""Non null return value for invalid variable name"", a);",assertNull(a);,0
conf_586_3,"assertEquals(""This returns 2(default long)"", twoL, config.getLong(""numberNotInConfig"", twoL));","assertEquals(1L, long2L);",0
conf_1690_6,"assertFalse(""configuration 1 is empty"", conf1.isEmpty());","assertEquals(true, conf1.isEmpty());",0
conf_99_1,"assertEquals(defaultValue, conf.getBooleanArray(""boolean.list"", defaultValue));","boolean[] getBooleanArray(final String key) {
        return defaultValue[0]:Exception! java.lang.ClassCastException: java.lang.String cannot be cast to org.sourceforge.ifx.basetypes.IFXObject\n}"", defaultValue[0].toString());",0
