classname,method,docstring,method_definition
org.apache.commons.net.bsd.RExecClient,"void rexec(final String username, final String password,
                      final String command)","/**
     * Same as <code> rexec(username, password, command, false); </code>
     * @param username the user name
     * @param password the password
     * @param command the command to run
     * @throws IOException if an error occurs
     */","public void rexec(final String username, final String password,
                      final String command)
    throws IOException
    {
        rexec(username, password, command, false);
    }"
org.apache.commons.net.bsd.RExecClient,void disconnect(),"/**
     * Disconnects from the server, closing all associated open sockets and
     * streams.
     *
     * @throws IOException If there an error occurs while disconnecting.
     */","@Override
    public void disconnect() throws IOException
    {
        if (_errorStream_ != null) {
            _errorStream_.close();
        }
        _errorStream_ = null;
        super.disconnect();
    }"
org.apache.commons.net.bsd.RExecClient,void setRemoteVerificationEnabled(final boolean enable),"/**
     * Enable or disable verification that the remote host connecting to
     * create a separate error stream is the same as the host to which
     * the standard out stream is connected.  The default is for verification
     * to be enabled.  You may set this value at any time, whether the
     * client is currently connected or not.
     *
     * @param enable True to enable verification, false to disable verification.
     */","public final void setRemoteVerificationEnabled(final boolean enable)
    {
        remoteVerificationEnabled = enable;
    }"
org.apache.commons.net.bsd.RExecClient,isRemoteVerificationEnabled(),"/**
     * Return whether or not verification of the remote host providing a
     * separate error stream is enabled.  The default behavior is for
     * verification to be enabled.
     *
     * @return True if verification is enabled, false if not.
     */","public final boolean isRemoteVerificationEnabled()
    {
        return remoteVerificationEnabled;
    }"
org.apache.commons.net.daytime.DaytimeTCPClient,getTime(),"/**
     * Retrieves the time string from the server and returns it.  The
     * server will have closed the connection at this point, so you should
     * call
     * {@link org.apache.commons.net.SocketClient#disconnect  disconnect }
     * after calling this method.  To retrieve another time, you must
     * initiate another connection with
     * {@link org.apache.commons.net.SocketClient#connect  connect }
     * before calling <code> getTime() </code> again.
     *
     * @return The time string retrieved from the server.
     * @throws IOException  If an error occurs while fetching the time string.
     */","public String getTime() throws IOException
    {
        int read;
        final StringBuilder result = new StringBuilder(buffer.length);
        final BufferedReader reader;

        reader = new BufferedReader(new InputStreamReader(_input_, getCharset()));

        while (true)
        {
            read = reader.read(buffer, 0, buffer.length);
            if (read <= 0) {
                break;
            }
            result.append(buffer, 0, read);
        }

        return result.toString();
    }"
org.apache.commons.net.daytime.DaytimeUDPClient,"getTime(final InetAddress host, final int port)","/**
     * Retrieves the time string from the specified server and port and
     * returns it.
     *
     * @param host The address of the server.
     * @param port The port of the service.
     * @return The time string.
     * @throws IOException If an error occurs while retrieving the time.
     */","public String getTime(final InetAddress host, final int port) throws IOException
    {
        final DatagramPacket sendPacket;
        final DatagramPacket receivePacket;

        sendPacket =
            new DatagramPacket(dummyData, dummyData.length, host, port);
        receivePacket = new DatagramPacket(timeData, timeData.length);

        _socket_.send(sendPacket);
        _socket_.receive(receivePacket);

        return new String(receivePacket.getData(), 0, receivePacket.getLength(), getCharset()); // Java 1.6 can use getCharset()
    }"
org.apache.commons.net.daytime.DaytimeUDPClient,getTime(final InetAddress host),"/** Same as <code>getTime(host, DaytimeUDPClient.DEFAULT_PORT);</code>
     * @param host the host
     * @return  the time
     * @throws IOException on error
     */","public String getTime(final InetAddress host) throws IOException
    {
        return getTime(host, DEFAULT_PORT);
    }"
org.apache.commons.net.ftp.FTPFile,formatType(),,"private char formatType() {
        switch (type) {
        case FILE_TYPE:
            return '-';
        case DIRECTORY_TYPE:
            return 'd';
        case SYMBOLIC_LINK_TYPE:
            return 'l';
        default:
            return '?';
        }
    }"
org.apache.commons.net.ftp.FTPFile,getGroup(),"/**
     * Gets the name of the group owning the file. Sometimes this will be a string representation of the group
     * number.
     *
     * @return The name of the group owning the file.
     */","public String getGroup() {
        return group;
    }"
org.apache.commons.net.ftp.FTPFile,getHardLinkCount(),"/**
     * Gets the number of hard links to this file. This is not to be confused with symbolic links.
     *
     * @return The number of hard links to this file.
     */","public int getHardLinkCount() {
        return hardLinkCount;
    }"
org.apache.commons.net.ftp.FTPFile,getLink(),"/**
     * If the FTPFile is a symbolic link, this method returns the name of the file being pointed to by the symbolic
     * link. Otherwise it returns null.
     *
     * @return The file pointed to by the symbolic link (null if the FTPFile is not a symbolic link).
     */","public String getLink() {
        return link;
    }"
org.apache.commons.net.ftp.FTPFile,getName(),"/**
     * Gets the name of the file.
     *
     * @return The name of the file.
     */","public String getName() {
        return name;
    }"
org.apache.commons.net.ftp.FTPFile,getRawListing(),"/**
     * Gets the original FTP server raw listing used to initialize the FTPFile.
     *
     * @return The original FTP server raw listing used to initialize the FTPFile.
     */","public String getRawListing() {
        return rawListing;
    }"
org.apache.commons.net.ftp.FTPFile,getSize(),"/**
     * Gets the file size in bytes.
     *
     * @return The file size in bytes.
     */","public long getSize() {
        return size;
    }"
org.apache.commons.net.ftp.FTPFile,getTimestamp(),"/**
     * Gets the file timestamp. This usually the last modification time.
     *
     * @return A Calendar instance representing the file timestamp.
     */","public Calendar getTimestamp() {
        return date;
    }"
org.apache.commons.net.ftp.FTPFile,getType(),"/**
     * Gets the type of the file (one of the <code>_TYPE</code> constants), e.g., if it is a directory, a regular
     * file, or a symbolic link.
     *
     * @return The type of the file.
     */","public int getType() {
        return type;
    }"
org.apache.commons.net.ftp.FTPFile,getUser(),"/**
     * Gets the name of the user owning the file. Sometimes this will be a string representation of the user number.
     *
     * @return The name of the user owning the file.
     */","public String getUser() {
        return user;
    }"
org.apache.commons.net.ftp.FTPFile,"hasPermission(final int access, final int permission)","/**
     * Tests if the given access group (one of the <code> _ACCESS </code> constants) has the given access
     * permission (one of the <code> _PERMISSION </code> constants) to the file.
     *
     * @param access The access group (one of the <code> _ACCESS </code> constants)
     * @param permission The access permission (one of the <code> _PERMISSION </code> constants)
     * @throws ArrayIndexOutOfBoundsException if either of the parameters is out of range
     * @return true if {@link #isValid()} is {@code true &&} the associated permission is set; {@code false} otherwise.
     */","public boolean hasPermission(final int access, final int permission) {
        if (permissions == null) {
            return false;
        }
        return permissions[access][permission];
    }"
org.apache.commons.net.ftp.FTPFile,isDirectory(),"/**
     * Tests if the file is a directory.
     *
     * @return True if the file is of type <code>DIRECTORY_TYPE</code>, false if not.
     */","public boolean isDirectory() {
        return type == DIRECTORY_TYPE;
    }"
org.apache.commons.net.ftp.FTPFile,isFile(),"/**
     * Tests if the file is a regular file.
     *
     * @return True if the file is of type <code>FILE_TYPE</code>, false if not.
     */","public boolean isFile() {
        return type == FILE_TYPE;
    }"
org.apache.commons.net.ftp.FTPFile,isSymbolicLink(),"/**
     * Tests if the file is a symbolic link.
     *
     * @return True if the file is of type <code>UNKNOWN_TYPE</code>, false if not.
     */","public boolean isSymbolicLink() {
        return type == SYMBOLIC_LINK_TYPE;
    }"
org.apache.commons.net.ftp.FTPFile,isUnknown(),"/**
     * Tests if the type of the file is unknown.
     *
     * @return True if the file is of type <code>UNKNOWN_TYPE</code>, false if not.
     */","public boolean isUnknown() {
        return type == UNKNOWN_TYPE;
    }"
org.apache.commons.net.ftp.FTPFile,isValid(),"/**
     * Tests whether an entry is valid or not. If the entry is invalid, only the {@link #getRawListing()}
     * method will be useful. Other methods may fail.
     *
     * Used in conjunction with list parsing that preseverves entries that failed to parse.
     *
     * @see FTPClientConfig#setUnparseableEntries(boolean)
     * @return true if the entry is valid
     * @since 3.4
     */","public boolean isValid() {
        return permissions != null;
    }"
org.apache.commons.net.ftp.FTPFile,permissionToString(final int access),,"private String permissionToString(final int access) {
        final StringBuilder sb = new StringBuilder();
        if (hasPermission(access, READ_PERMISSION)) {
            sb.append('r');
        } else {
            sb.append('-');
        }
        if (hasPermission(access, WRITE_PERMISSION)) {
            sb.append('w');
        } else {
            sb.append('-');
        }
        if (hasPermission(access, EXECUTE_PERMISSION)) {
            sb.append('x');
        } else {
            sb.append('-');
        }
        return sb.toString();
    }"
org.apache.commons.net.ftp.FTPFile,void setGroup(final String group),"/**
     * Sets the name of the group owning the file. This may be a string representation of the group number.
     *
     * @param group The name of the group owning the file.
     */","public void setGroup(final String group) {
        this.group = group;
    }"
org.apache.commons.net.ftp.FTPFile,void setHardLinkCount(final int links),"/**
     * Sets the number of hard links to this file. This is not to be confused with symbolic links.
     *
     * @param links The number of hard links to this file.
     */","public void setHardLinkCount(final int links) {
        this.hardLinkCount = links;
    }"
org.apache.commons.net.ftp.FTPFile,void setLink(final String link),"/**
     * If the FTPFile is a symbolic link, use this method to set the name of the file being pointed to by the symbolic
     * link.
     *
     * @param link The file pointed to by the symbolic link.
     */","public void setLink(final String link) {
        this.link = link;
    }"
org.apache.commons.net.ftp.FTPFile,void setName(final String name),"/**
     * Sets the name of the file.
     *
     * @param name The name of the file.
     */","public void setName(final String name) {
        this.name = name;
    }"
org.apache.commons.net.ftp.FTPFile,"void setPermission(final int access, final int permission, final boolean value)","/**
     * Sets if the given access group (one of the <code> _ACCESS </code> constants) has the given access permission (one
     * of the <code> _PERMISSION </code> constants) to the file.
     *
     * @param access The access group (one of the <code> _ACCESS </code> constants)
     * @param permission The access permission (one of the <code> _PERMISSION </code> constants)
     * @param value True if permission is allowed, false if not.
     * @throws ArrayIndexOutOfBoundsException if either of the parameters is out of range
     */","public void setPermission(final int access, final int permission, final boolean value) {
        permissions[access][permission] = value;
    }"
org.apache.commons.net.ftp.FTPFile,void setRawListing(final String rawListing),"/**
     * Sets the original FTP server raw listing from which the FTPFile was created.
     *
     * @param rawListing The raw FTP server listing.
     */","public void setRawListing(final String rawListing) {
        this.rawListing = rawListing;
    }"
org.apache.commons.net.ftp.FTPFile,void setSize(final long size),"/**
     * Sets the file size in bytes.
     *
     * @param size The file size in bytes.
     */","public void setSize(final long size) {
        this.size = size;
    }"
org.apache.commons.net.ftp.FTPFile,void setTimestamp(final Calendar date),"/**
     * Sets the file timestamp. This usually the last modification time. The parameter is not cloned, so do not alter its
     * value after calling this method.
     *
     * @param date A Calendar instance representing the file timestamp.
     */","public void setTimestamp(final Calendar date) {
        this.date = date;
    }"
org.apache.commons.net.ftp.FTPFile,void setType(final int type),"/**
     * Sets the type of the file (<code>DIRECTORY_TYPE</code>, <code>FILE_TYPE</code>, etc.).
     *
     * @param type The integer code representing the type of the file.
     */","public void setType(final int type) {
        this.type = type;
    }"
org.apache.commons.net.ftp.FTPFile,void setUser(final String user),"/**
     * Sets the name of the user owning the file. This may be a string representation of the user number;
     *
     * @param user The name of the user owning the file.
     */","public void setUser(final String user) {
        this.user = user;
    }"
org.apache.commons.net.ftp.FTPFile,toFormattedString(),"/**
     * Gets a string representation of the FTPFile information. This currently mimics the Unix listing format. This
     * method uses the time zone of the Calendar entry, which is the server time zone (if one was provided) otherwise it
     * is the local time zone.
     * <p>
     * Note: if the instance is not valid {@link #isValid()}, no useful information can be returned. In this case, use
     * {@link #getRawListing()} instead.
     * </p>
     *
     * @return A string representation of the FTPFile information.
     * @since 3.0
     */","public String toFormattedString() {
        return toFormattedString(null);
    }"
org.apache.commons.net.ftp.FTPFile,toFormattedString(final String timezone),"/**
     * Gets a string representation of the FTPFile information. This currently mimics the Unix listing format. This
     * method allows the Calendar time zone to be overridden.
     * <p>
     * Note: if the instance is not valid {@link #isValid()}, no useful information can be returned. In this case, use
     * {@link #getRawListing()} instead.
     * </p>
     *
     * @param timezone the time zone to use for displaying the time stamp If {@code null}, then use the Calendar entry
     *
     * @return A string representation of the FTPFile information.
     * @since 3.4
     */","public String toFormattedString(final String timezone) {

        if (!isValid()) {
            return ""[Invalid: could not parse file entry]"";
        }
        final StringBuilder sb = new StringBuilder();
        try (final Formatter fmt = new Formatter(sb)) {
            sb.append(formatType());
            sb.append(permissionToString(USER_ACCESS));
            sb.append(permissionToString(GROUP_ACCESS));
            sb.append(permissionToString(WORLD_ACCESS));
            fmt.format("" %4d"", Integer.valueOf(getHardLinkCount()));
            fmt.format("" %-8s %-8s"", getUser(), getGroup());
            fmt.format("" %8d"", Long.valueOf(getSize()));
            Calendar timestamp = getTimestamp();
            if (timestamp != null) {
                if (timezone != null) {
                    final TimeZone newZone = TimeZone.getTimeZone(timezone);
                    if (!newZone.equals(timestamp.getTimeZone())) {
                        final Date original = timestamp.getTime();
                        final Calendar newStamp = Calendar.getInstance(newZone);
                        newStamp.setTime(original);
                        timestamp = newStamp;
                    }
                }
                fmt.format("" %1$tY-%1$tm-%1$td"", timestamp);
                // Only display time units if they are present
                if (timestamp.isSet(Calendar.HOUR_OF_DAY)) {
                    fmt.format("" %1$tH"", timestamp);
                    if (timestamp.isSet(Calendar.MINUTE)) {
                        fmt.format("":%1$tM"", timestamp);
                        if (timestamp.isSet(Calendar.SECOND)) {
                            fmt.format("":%1$tS"", timestamp);
                            if (timestamp.isSet(Calendar.MILLISECOND)) {
                                fmt.format("".%1$tL"", timestamp);
                            }
                        }
                    }
                    fmt.format("" %1$tZ"", timestamp);
                }
            }
            sb.append(' ');
            sb.append(getName());
        }
        return sb.toString();
    }"
org.apache.commons.net.ftp.FTPFile,toString(),"/**
     * Gets a string representation of the FTPFile information.
     *
     * @return A string representation of the FTPFile information.
     */","@Override
    public String toString() {
        return getRawListing();
    }"
org.apache.commons.net.ftp.FTPFileFilter,accept(FTPFile file),"/**
     * Checks if an FTPFile entry should be included or not.
     *
     * @param file entry to be checked for inclusion. May be {@code null}.
     * @return {@code true} if the file is to be included, {@code false} otherwise.
     */",boolean accept(FTPFile file);
org.apache.commons.net.ftp.FTPSSocketFactory,createSocket(),,"@Override
    public Socket createSocket() throws IOException{
        return this.context.getSocketFactory().createSocket();
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createSocket(final String address, final int port)",,"@Override
    public Socket createSocket(final String address, final int port) throws UnknownHostException, IOException {
        return this.context.getSocketFactory().createSocket(address, port);
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createSocket(final InetAddress address, final int port)",,"@Override
    public Socket createSocket(final InetAddress address, final int port) throws IOException {
        return this.context.getSocketFactory().createSocket(address, port);
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createSocket(final String address, final int port, final InetAddress localAddress, final int localPort)",,"@Override
    public Socket createSocket(final String address, final int port, final InetAddress localAddress, final int localPort)
            throws UnknownHostException, IOException {
        return this.context.getSocketFactory().createSocket(address, port, localAddress, localPort);
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createSocket(final InetAddress address, final int port, final InetAddress localAddress,
            final int localPort)",,"@Override
    public Socket createSocket(final InetAddress address, final int port, final InetAddress localAddress,
            final int localPort) throws IOException {
        return this.context.getSocketFactory().createSocket(address, port, localAddress, localPort);
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,createServerSocket(final int port),"/** @param port the port
     * @return  the socket
     * @throws IOException on error
     * @deprecated (2.2) use {@link FTPSServerSocketFactory#createServerSocket(int) instead} */","@Deprecated
    public java.net.ServerSocket createServerSocket(final int port) throws IOException {
        return this.init(this.context.getServerSocketFactory().createServerSocket(port));
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createServerSocket(final int port, final int backlog)","/** @param port  the port
     * @param backlog the backlog
     * @return  the socket
     * @throws IOException  on error
     * @deprecated  (2.2) use {@link FTPSServerSocketFactory#createServerSocket(int, int) instead} */","@Deprecated
    public java.net.ServerSocket createServerSocket(final int port, final int backlog) throws IOException {
        return this.init(this.context.getServerSocketFactory().createServerSocket(port, backlog));
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,"createServerSocket(final int port, final int backlog, final InetAddress ifAddress)","/** @param port  the port
     * @param backlog the backlog
     * @param ifAddress the interface
     * @return  the socket
     * @throws IOException  on error
     * @deprecated  (2.2) use {@link FTPSServerSocketFactory#createServerSocket(int, int, InetAddress) instead} */","@Deprecated
    public java.net.ServerSocket createServerSocket(final int port, final int backlog, final InetAddress ifAddress)
            throws IOException {
        return this.init(this.context.getServerSocketFactory().createServerSocket(port, backlog, ifAddress));
    }"
org.apache.commons.net.ftp.FTPSSocketFactory,init(final java.net.ServerSocket socket),"/** @param socket the socket
     * @return the socket
     * @throws IOException  on error
     * @deprecated  (2.2) use {@link FTPSServerSocketFactory#init(java.net.ServerSocket)} */","@Deprecated
    public java.net.ServerSocket init(final java.net.ServerSocket socket) throws IOException {
        ((javax.net.ssl.SSLServerSocket) socket).setUseClientMode(true);
        return socket;
    }"
org.apache.commons.net.ftp.FTPClient.CSL,void bytesTransferred(final CopyStreamEvent event),,"@Override
        public void bytesTransferred(final CopyStreamEvent event) {
            bytesTransferred(event.getTotalBytesTransferred(), event.getBytesTransferred(), event.getStreamSize());
        }"
org.apache.commons.net.ftp.FTPClient.CSL,"void bytesTransferred(final long totalBytesTransferred,
                final int bytesTransferred, final long streamSize)",,"@Override
        public void bytesTransferred(final long totalBytesTransferred,
                final int bytesTransferred, final long streamSize) {
            final long nowMillis = System.currentTimeMillis();
            if (nowMillis - timeMillis > idleMillis) {
                try {
                    parent.__noop();
                    acksAcked++;
                } catch (final SocketTimeoutException e) {
                    notAcked++;
                } catch (final IOException e) {
                    ioErrors++;
                    // Ignored
                }
                timeMillis = nowMillis;
            }
        }"
org.apache.commons.net.ftp.FTPClient.CSL,cleanUp(),,"int[] cleanUp() throws IOException {
            final int remain = notAcked;
            try {
                while(notAcked > 0) {
                    parent.getReply(); // we do want to see these
                    notAcked--; // only decrement if actually received
                }
            } catch (final SocketTimeoutException e) { // NET-584
                // ignored
            } finally {
                parent.setSoTimeout(currentSoTimeoutMillis);
            }
            return new int [] {acksAcked, remain, notAcked, ioErrors}; // debug counts
        }"
org.apache.commons.net.ftp.FTPClient.HostnameResolver,resolve(String hostname),,String resolve(String hostname) throws UnknownHostException;
org.apache.commons.net.ftp.FTPClient.NatServerResolverImpl,resolve(final String hostname),,"@Override
        public String resolve(final String hostname) throws UnknownHostException {
            String newHostname = hostname;
            final InetAddress host = InetAddress.getByName(newHostname);
            // reply is a local address, but target is not - assume NAT box changed the PASV reply
            if (host.isSiteLocalAddress()) {
                final InetAddress remote = this.client.getRemoteAddress();
                if (!remote.isSiteLocalAddress()){
                    newHostname = remote.getHostAddress();
                }
            }
            return newHostname;
        }"
org.apache.commons.net.ftp.FTPClient,getOverrideProperties(),,"private static Properties getOverrideProperties() {
        return PropertiesSingleton.PROPERTIES;
    }"
org.apache.commons.net.ftp.FTPClient,parsePathname(final String reply),,"static String parsePathname(final String reply)
    {
        final String param = reply.substring(REPLY_CODE_LEN + 1);
        if (param.startsWith(""\"""")) {
            final StringBuilder sb = new StringBuilder();
            boolean quoteSeen = false;
            // start after initial quote
            for(int i=1; i < param.length(); i++) {
                final char ch = param.charAt(i);
                if (ch=='""') {
                    if (quoteSeen) {
                        sb.append(ch);
                        quoteSeen=false;
                    } else {
                        // don't output yet, in case doubled
                        quoteSeen=true;
                    }
                } else {
                    if (quoteSeen) { // found lone trailing quote within string
                        return sb.toString();
                    }
                    sb.append(ch); // just another character
                }
            }
            if (quoteSeen) { // found lone trailing quote at end of string
                return sb.toString();
            }
        }
        // malformed reply, return all after reply code and space
        return param;
    }"
org.apache.commons.net.ftp.FTPClient,void _connectAction_(),,"@Override
    protected void _connectAction_() throws IOException {
        _connectAction_(null);
    }"
org.apache.commons.net.ftp.FTPClient,void _connectAction_(final Reader socketIsReader),"/**
     * @param socketIsReader the reader to reuse (if non-null)
     * @throws IOException on error
     * @since 3.4
     */","@Override
    protected void _connectAction_(final Reader socketIsReader) throws IOException {
        super._connectAction_(socketIsReader); // sets up _input_ and _output_
        initDefaults();
        // must be after super._connectAction_(), because otherwise we get an
        // Exception claiming we're not connected
        if (autodetectEncoding) {
            final ArrayList<String> oldReplyLines = new ArrayList<>(_replyLines);
            final int oldReplyCode = _replyCode;
            if (hasFeature(""UTF8"") || hasFeature(""UTF-8"")) // UTF8 appears to be the default
            {
                setControlEncoding(""UTF-8"");
                _controlInput_ = new CRLFLineReader(new InputStreamReader(_input_, getControlEncoding()));
                _controlOutput_ = new BufferedWriter(new OutputStreamWriter(_output_, getControlEncoding()));
            }
            // restore the original reply (server greeting)
            _replyLines.clear();
            _replyLines.addAll(oldReplyLines);
            _replyCode = oldReplyCode;
            _newReplyString = true;
        }
    }"
org.apache.commons.net.ftp.FTPClient,"_openDataConnection_(final FTPCmd command, final String arg)","/**
     * Establishes a data connection with the FTP server, returning
     * a Socket for the connection if successful.  If a restart
     * offset has been set with {@link #setRestartOffset(long)},
     * a REST command is issued to the server with the offset as
     * an argument before establishing the data connection.  Active
     * mode connections also cause a local PORT command to be issued.
     *
     * @param command  The int representation of the FTP command to send.
     * @param arg The arguments to the FTP command.  If this parameter is
     *             set to null, then the command is sent with no argument.
     * @return A Socket corresponding to the established data connection.
     *         Null is returned if an FTP protocol error is reported at
     *         any point during the establishment and initialization of
     *         the connection.
     * @throws IOException  If an I/O error occurs while either sending a
     *      command to the server or receiving a reply from the server.
     * @since 3.3
     */","protected Socket _openDataConnection_(final FTPCmd command, final String arg)
    throws IOException
    {
        return _openDataConnection_(command.getCommand(), arg);
    }"
org.apache.commons.net.ftp.FTPClient,"_openDataConnection_(final int command, final String arg)","/**
     * Establishes a data connection with the FTP server, returning
     * a Socket for the connection if successful.  If a restart
     * offset has been set with {@link #setRestartOffset(long)},
     * a REST command is issued to the server with the offset as
     * an argument before establishing the data connection.  Active
     * mode connections also cause a local PORT command to be issued.
     *
     * @param command  The int representation of the FTP command to send.
     * @param arg The arguments to the FTP command.  If this parameter is
     *             set to null, then the command is sent with no argument.
     * @return A Socket corresponding to the established data connection.
     *         Null is returned if an FTP protocol error is reported at
     *         any point during the establishment and initialization of
     *         the connection.
     * @throws IOException  If an I/O error occurs while either sending a
     *      command to the server or receiving a reply from the server.
     * @deprecated (3.3) Use {@link #_openDataConnection_(FTPCmd, String)} instead
     */","@Deprecated
    protected Socket _openDataConnection_(final int command, final String arg) throws IOException {
        return _openDataConnection_(FTPCommand.getCommand(command), arg);
    }"
org.apache.commons.net.ftp.FTPClient,"_openDataConnection_(final String command, final String arg)","/**
     * Establishes a data connection with the FTP server, returning
     * a Socket for the connection if successful.  If a restart
     * offset has been set with {@link #setRestartOffset(long)},
     * a REST command is issued to the server with the offset as
     * an argument before establishing the data connection.  Active
     * mode connections also cause a local PORT command to be issued.
     *
     * @param command  The text representation of the FTP command to send.
     * @param arg The arguments to the FTP command.  If this parameter is
     *             set to null, then the command is sent with no argument.
     * @return A Socket corresponding to the established data connection.
     *         Null is returned if an FTP protocol error is reported at
     *         any point during the establishment and initialization of
     *         the connection.
     * @throws IOException  If an I/O error occurs while either sending a
     *      command to the server or receiving a reply from the server.
     * @since 3.1
     */","protected Socket _openDataConnection_(final String command, final String arg)
    throws IOException
    {
        if (dataConnectionMode != ACTIVE_LOCAL_DATA_CONNECTION_MODE &&
                dataConnectionMode != PASSIVE_LOCAL_DATA_CONNECTION_MODE) {
            return null;
        }

        final boolean isInet6Address = getRemoteAddress() instanceof Inet6Address;

        final Socket socket;

        if (dataConnectionMode == ACTIVE_LOCAL_DATA_CONNECTION_MODE)
        {
            // if no activePortRange was set (correctly) -> getActivePort() = 0
            // -> new ServerSocket(0) -> bind to any free local port
            try (final ServerSocket server = _serverSocketFactory_.createServerSocket(getActivePort(), 1, getHostAddress())) {
                // Try EPRT only if remote server is over IPv6, if not use PORT,
                // because EPRT has no advantage over PORT on IPv4.
                // It could even have the disadvantage,
                // that EPRT will make the data connection fail, because
                // today's intelligent NAT Firewalls are able to
                // substitute IP addresses in the PORT command,
                // but might not be able to recognize the EPRT command.
                if (isInet6Address) {
                    if (!FTPReply.isPositiveCompletion(eprt(getReportHostAddress(), server.getLocalPort()))) {
                        return null;
                    }
                } else {
                    if (!FTPReply.isPositiveCompletion(port(getReportHostAddress(), server.getLocalPort()))) {
                        return null;
                    }
                }

                if ((restartOffset > 0) && !restart(restartOffset)) {
                    return null;
                }

                if (!FTPReply.isPositivePreliminary(sendCommand(command, arg))) {
                    return null;
                }

                // For now, let's just use the data timeout value for waiting for
                // the data connection.  It may be desirable to let this be a
                // separately configurable value.  In any case, we really want
                // to allow preventing the accept from blocking indefinitely.
                if (dataTimeoutMillis >= 0) {
                    server.setSoTimeout(dataTimeoutMillis);
                }
                socket = server.accept();

                // Ensure the timeout is set before any commands are issued on the new socket
                if (dataTimeoutMillis >= 0) {
                    socket.setSoTimeout(dataTimeoutMillis);
                }
                if (receiveDataSocketBufferSize > 0) {
                    socket.setReceiveBufferSize(receiveDataSocketBufferSize);
                }
                if (sendDataSocketBufferSize > 0) {
                    socket.setSendBufferSize(sendDataSocketBufferSize);
                }
            }
        }
        else
        { // We must be in PASSIVE_LOCAL_DATA_CONNECTION_MODE

            // Try EPSV command first on IPv6 - and IPv4 if enabled.
            // When using IPv4 with NAT it has the advantage
            // to work with more rare configurations.
            // E.g. if FTP server has a static PASV address (external network)
            // and the client is coming from another internal network.
            // In that case the data connection after PASV command would fail,
            // while EPSV would make the client succeed by taking just the port.
            final boolean attemptEPSV = isUseEPSVwithIPv4() || isInet6Address;
            if (attemptEPSV && epsv() == FTPReply.ENTERING_EPSV_MODE)
            {
                _parseExtendedPassiveModeReply(_replyLines.get(0));
            }
            else
            {
                if (isInet6Address) {
                    return null; // Must use EPSV for IPV6
                }
                // If EPSV failed on IPV4, revert to PASV
                if (pasv() != FTPReply.ENTERING_PASSIVE_MODE) {
                    return null;
                }
                _parsePassiveModeReply(_replyLines.get(0));
            }

            socket = _socketFactory_.createSocket();
            if (receiveDataSocketBufferSize > 0) {
                socket.setReceiveBufferSize(receiveDataSocketBufferSize);
            }
            if (sendDataSocketBufferSize > 0) {
                socket.setSendBufferSize(sendDataSocketBufferSize);
            }
            if (passiveLocalHost != null) {
                socket.bind(new InetSocketAddress(passiveLocalHost, 0));
            }

            // For now, let's just use the data timeout value for waiting for
            // the data connection.  It may be desirable to let this be a
            // separately configurable value.  In any case, we really want
            // to allow preventing the accept from blocking indefinitely.
            if (dataTimeoutMillis >= 0) {
                socket.setSoTimeout(dataTimeoutMillis);
            }

            socket.connect(new InetSocketAddress(passiveHost, passivePort), connectTimeout);
            if ((restartOffset > 0) && !restart(restartOffset))
            {
                socket.close();
                return null;
            }

            if (!FTPReply.isPositivePreliminary(sendCommand(command, arg)))
            {
                socket.close();
                return null;
            }
        }

        if (remoteVerificationEnabled && !verifyRemote(socket))
        {
            // Grab the host before we close the socket to avoid NET-663
            final InetAddress socketHost = socket.getInetAddress();

            socket.close();

            throw new IOException(
                    ""Host attempting data connection "" + socketHost.getHostAddress() +
                    "" is not same as server "" + getRemoteAddress().getHostAddress());
        }

        return socket;
    }"
org.apache.commons.net.ftp.FTPClient,void _parseExtendedPassiveModeReply(String reply),,"protected void _parseExtendedPassiveModeReply(String reply) throws MalformedServerReplyException {
        reply = reply.substring(reply.indexOf('(') + 1, reply.indexOf(')')).trim();

        final char delim1 = reply.charAt(0);
        final char delim2 = reply.charAt(1);
        final char delim3 = reply.charAt(2);
        final char delim4 = reply.charAt(reply.length() - 1);

        if ((delim1 != delim2) || (delim2 != delim3) || (delim3 != delim4)) {
            throw new MalformedServerReplyException(
                ""Could not parse extended passive host information.\nServer Reply: "" + reply);
        }

        final int port;
        try {
            port = Integer.parseInt(reply.substring(3, reply.length() - 1));
        } catch (final NumberFormatException e) {
            throw new MalformedServerReplyException(
                ""Could not parse extended passive host information.\nServer Reply: "" + reply);
        }

        // in EPSV mode, the passive host address is implicit
        this.passiveHost = getRemoteAddress().getHostAddress();
        this.passivePort = port;
    }"
