classname,method,docstring,method_definition
spark.Spark,void ipAddress(String ipAddress),"/**
     * Set the IP address that Spark should listen on. If not called the default
     * address is '0.0.0.0'. This has to be called before any route mapping is
     * done.
     *
     * @param ipAddress The ipAddress
     */","public static void ipAddress(String ipAddress) {
        getInstance().ipAddress(ipAddress);
    }"
spark.Spark,void defaultResponseTransformer(ResponseTransformer transformer),"/**
     * Set the default response transformer. All requests not using a custom transformer will use this one
     *
     * @param transformer
     */","public static void defaultResponseTransformer(ResponseTransformer transformer) {
        getInstance().defaultResponseTransformer(transformer);
    }"
spark.Spark,void setPort(int port),"/**
     * Set the port that Spark should listen on. If not called the default port
     * is 4567. This has to be called before any route mapping is done.
     * If provided port = 0 then the an arbitrary available port will be used.
     *
     * @param port The port number
     * @deprecated replaced by {@link #port(int)}
     */","public static void setPort(int port) {
        getInstance().port(port);
    }"
spark.Spark,void port(int port),"/**
     * Set the port that Spark should listen on. If not called the default port
     * is 4567. This has to be called before any route mapping is done.
     * If provided port = 0 then the an arbitrary available port will be used.
     *
     * @param port The port number
     */","public static void port(int port) {
        getInstance().port(port);
    }"
spark.Spark,port(),"/**
     * Retrieves the port that Spark is listening on.
     *
     * @return The port Spark server is listening on.
     * @throws IllegalStateException when the server is not started
     */","public static int port() {
        return getInstance().port();
    }"
spark.Spark,"void setSecure(String keystoreFile,
                                 String keystorePassword,
                                 String truststoreFile,
                                 String truststorePassword)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param truststorePassword the trust store password
     * @deprecated replaced by {@link #secure(String, String, String, String)}
     */","public static void setSecure(String keystoreFile,
                                 String keystorePassword,
                                 String truststoreFile,
                                 String truststorePassword) {
        getInstance().secure(keystoreFile, keystorePassword, truststoreFile, truststorePassword);
    }"
spark.Spark,"void secure(String keystoreFile,
                              String keystorePassword,
                              String truststoreFile,
                              String truststorePassword)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param truststorePassword the trust store password
     */","public static void secure(String keystoreFile,
                              String keystorePassword,
                              String truststoreFile,
                              String truststorePassword) {
        getInstance().secure(keystoreFile, keystorePassword, truststoreFile, truststorePassword);
    }"
spark.Spark,"void secure(String keystoreFile,
                              String keystorePassword,
                              String certAlias,
                              String truststoreFile,
                              String truststorePassword)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param certAlias          the default certificate Alias
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param truststorePassword the trust store password
     */","public static void secure(String keystoreFile,
                              String keystorePassword,
                              String certAlias,
                              String truststoreFile,
                              String truststorePassword) {
        getInstance().secure(keystoreFile, keystorePassword, certAlias, truststoreFile, truststorePassword);
    }"
spark.Spark,void initExceptionHandler(Consumer<Exception> initExceptionHandler),"/**
     * Overrides default exception handler during initialization phase
     *
     * @param initExceptionHandler The custom init exception handler
     */","public static void initExceptionHandler(Consumer<Exception> initExceptionHandler) {
        getInstance().initExceptionHandler(initExceptionHandler);
    }"
spark.Spark,"void secure(String keystoreFile,
                              String keystorePassword,
                              String truststoreFile,
                              String truststorePassword,
                              boolean needsClientCert)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param needsClientCert    Whether to require client certificate to be supplied in
     *                           request
     * @param truststorePassword the trust store password
     */","public static void secure(String keystoreFile,
                              String keystorePassword,
                              String truststoreFile,
                              String truststorePassword,
                              boolean needsClientCert) {
        getInstance().secure(keystoreFile, keystorePassword, truststoreFile, truststorePassword, needsClientCert);
    }"
spark.Spark,"void secure(String keystoreFile,
                              String keystorePassword,
                              String certAlias,
                              String truststoreFile,
                              String truststorePassword,
                              boolean needsClientCert)","/**
     * Set the connection to be secure, using the specified keystore and
     * truststore. This has to be called before any route mapping is done. You
     * have to supply a keystore file, truststore file is optional (keystore
     * will be reused).
     * This method is only relevant when using embedded Jetty servers. It should
     * not be used if you are using Servlets, where you will need to secure the
     * connection in the servlet container
     *
     * @param keystoreFile       The keystore file location as string
     * @param keystorePassword   the password for the keystore
     * @param certAlias          the default certificate Alias
     * @param truststoreFile     the truststore file location as string, leave null to reuse
     *                           keystore
     * @param needsClientCert    Whether to require client certificate to be supplied in
     *                           request
     * @param truststorePassword the trust store password
     */","public static void secure(String keystoreFile,
                              String keystorePassword,
                              String certAlias,
                              String truststoreFile,
                              String truststorePassword,
                              boolean needsClientCert) {
        getInstance().secure(keystoreFile, keystorePassword, certAlias, truststoreFile, truststorePassword, needsClientCert);
    }"
spark.Spark,void threadPool(int maxThreads),"/**
     * Configures the embedded web server's thread pool.
     *
     * @param maxThreads max nbr of threads.
     */","public static void threadPool(int maxThreads) {
        getInstance().threadPool(maxThreads);
    }"
spark.Spark,"void threadPool(int maxThreads, int minThreads, int idleTimeoutMillis)","/**
     * Configures the embedded web server's thread pool.
     *
     * @param maxThreads        max nbr of threads.
     * @param minThreads        min nbr of threads.
     * @param idleTimeoutMillis thread idle timeout (ms).
     */","public static void threadPool(int maxThreads, int minThreads, int idleTimeoutMillis) {
        getInstance().threadPool(maxThreads, minThreads, idleTimeoutMillis);
    }"
spark.Spark,void staticFileLocation(String folder),"/**
     * Sets the folder in classpath serving static files. Observe: this method
     * must be called before all other methods.
     * -
     * Note: contemplate changing tonew static files paradigm {@link spark.Service.StaticFiles}
     *
     * @param folder the folder in classpath.
     */","public static void staticFileLocation(String folder) {
        getInstance().staticFileLocation(folder);
    }"
spark.Spark,void externalStaticFileLocation(String externalFolder),"/**
     * Sets the external folder serving static files. <b>Observe: this method
     * must be called before all other methods.</b>
     * -
     * Note: contemplate use of new static files paradigm {@link spark.Service.StaticFiles}
     *
     * @param externalFolder the external folder serving static files.
     */","public static void externalStaticFileLocation(String externalFolder) {
        getInstance().externalStaticFileLocation(externalFolder);
    }"
spark.Spark,void awaitInitialization(),"/**
     * Waits for the spark server to be initialized.
     * If it's already initialized will return immediately
     */","public static void awaitInitialization() {
        getInstance().awaitInitialization();
    }"
spark.Spark,void stop(),"/**
     * Stops the Spark server and clears all routes
     */","public static void stop() {
        getInstance().stop();
    }"
spark.Spark,void awaitStop(),"/**
     * Waits for the Spark server to be stopped.
     * If it's already stopped, will return immediately.
     */","public static void awaitStop() {
    	getInstance().awaitStop();
    }"
spark.Spark,"void webSocket(String path, Class<?> handler)","/**
     * Maps the given path to the given WebSocket handler.
     * <p>
     * This is currently only available in the embedded server mode.
     *
     * @param path    the WebSocket path.
     * @param handler the handler class that will manage the WebSocket connection to the given path.
     */","public static void webSocket(String path, Class<?> handler) {
        getInstance().webSocket(path, handler);
    }"
spark.Spark,"void webSocket(String path, Object handler)",,"public static void webSocket(String path, Object handler) {
        getInstance().webSocket(path, handler);
    }"
spark.Spark,void webSocketIdleTimeoutMillis(int timeoutMillis),"/**
     * Sets the max idle timeout in milliseconds for WebSocket connections.
     *
     * @param timeoutMillis The max idle timeout in milliseconds.
     */","public static void webSocketIdleTimeoutMillis(int timeoutMillis) {
        getInstance().webSocketIdleTimeoutMillis(timeoutMillis);
    }"
spark.Spark,void notFound(String page),"/**
     * Maps 404 Not Found errors to the provided custom page
     */","public static void notFound(String page) {
        getInstance().notFound(page);
    }"
spark.Spark,void internalServerError(String page),"/**
     * Maps 500 internal server errors to the provided custom page
     */","public static void internalServerError(String page) {
        getInstance().internalServerError(page);
    }"
spark.Spark,void notFound(Route route),"/**
     * Maps 404 Not Found errors to the provided route.
     */","public static void notFound(Route route) {
        getInstance().notFound(route);
    }"
spark.Spark,void internalServerError(Route route),"/**
     * Maps 500 internal server errors to the provided route.
     */","public static void internalServerError(Route route) {
        getInstance().internalServerError(route);
    }"
spark.Spark,void init(),"/**
     * Initializes the Spark server. SHOULD just be used when using the Websockets functionality.
     */","public static void init() {
        getInstance().init();
    }"
spark.Spark,"modelAndView(Object model, String viewName)","/**
     * Constructs a ModelAndView with the provided model and view name
     *
     * @param model    the model
     * @param viewName the view name
     * @return the model and view
     */","public static ModelAndView modelAndView(Object model, String viewName) {
        return new ModelAndView(model, viewName);
    }"
spark.Spark,routes(),"/**
     * @return All routes available
     */","public static List<RouteMatch> routes() {
        return getInstance().routes();
    }"
spark.Spark,activeThreadCount(),"/**
     * @return The approximate number of currently active threads in the embedded Jetty server
     */","public static int activeThreadCount() {
        return getInstance().activeThreadCount();
    }"
spark.QueryParamsMap,"void loadQueryString(Map<String, String[]> params)","/**
     * loads query string
     *
     * @param params the parameters
     */","protected final void loadQueryString(Map<String, String[]> params) {
        for (Map.Entry<String, String[]> param : params.entrySet()) {
            loadKeys(param.getKey(), param.getValue());
        }
    }"
spark.QueryParamsMap,"void loadKeys(String key, String[] value)","/**
     * loads keys
     *
     * @param key   the key
     * @param value the values
     */","protected final void loadKeys(String key, String[] value) {
        String[] parsed = parseKey(key);

        if (parsed == null) {
            return;
        }

        if (!queryMap.containsKey(parsed[0])) {
            queryMap.put(parsed[0], new QueryParamsMap());
        }
        if (!parsed[1].isEmpty()) {
            queryMap.get(parsed[0]).loadKeys(parsed[1], value);
        } else {
            queryMap.get(parsed[0]).values = value.clone();
        }
    }"
spark.QueryParamsMap,parseKey(String key),,"protected final String[] parseKey(String key) {
        Matcher m = KEY_PATTERN.matcher(key);

        if (m.find()) {
            return new String[] {cleanKey(m.group()), key.substring(m.end())};
        } else {
            return null; // NOSONAR
        }
    }"
spark.QueryParamsMap,cleanKey(String group),,"protected static final String cleanKey(String group) {
        if (group.startsWith(""["")) {
            return group.substring(1, group.length() - 1);
        } else {
            return group;
        }
    }"
spark.QueryParamsMap,get(String... keys),"/**
     * Returns an element from the specified key. <br>
     * For querystring: <br>
     * <br>
     * user[name]=fede
     * <br>
     * <br>
     * get(""user"").get(""name"").value() #  fede
     * <br>
     * or
     * <br>
     * get(""user"",""name"").value() #  fede
     *
     * @param keys The parameter nested key(s)
     * @return the query params map
     */","public QueryParamsMap get(String... keys) {
        QueryParamsMap ret = this;
        for (String key : keys) {
            if (ret.queryMap.containsKey(key)) {
                ret = ret.queryMap.get(key);
            } else {
                ret = NULL;
            }
        }
        return ret;
    }"
spark.QueryParamsMap,value(),"/**
     * Returns the value for this key. <br>
     * If this key has nested elements and does not have a value returns null.
     *
     * @return the value
     */","public String value() {
        if (hasValue()) {
            return values[0];
        } else {
            return null;
        }
    }"
spark.QueryParamsMap,value(String... keys),"/**
     * Returns the value for that key. <br>
     * It is a shortcut for: <br>
     * <br>
     * <code>
     * get(""user"").get(""name"").value()
     * get(""user"").value(""name"")
     * </code>
     *
     * @param keys the key(s)
     * @return the value
     */","public String value(String... keys) {
        return get(keys).value();
    }"
spark.QueryParamsMap,hasKeys(),"/**
     * @return has keys
     */","public boolean hasKeys() {
        return !this.queryMap.isEmpty();
    }"
spark.QueryParamsMap,hasKey(String key),"/**
     * @return true if the map contains the given key
     */","public boolean hasKey(String key) {
    	return this.queryMap.containsKey( key );
    }"
spark.QueryParamsMap,hasValue(),"/**
     * @return has values
     */","public boolean hasValue() {
        return this.values != null && this.values.length > 0;
    }"
spark.QueryParamsMap,booleanValue(),"/**
     * @return the boolean value
     */","public Boolean booleanValue() {
        return hasValue() ? Boolean.valueOf(value()) : null;
    }"
spark.QueryParamsMap,integerValue(),"/**
     * @return the integer value
     */","public Integer integerValue() {
        return hasValue() ? Integer.valueOf(value()) : null;
    }"
spark.QueryParamsMap,longValue(),"/**
     * @return the long value
     */","public Long longValue() {
        return hasValue() ? Long.valueOf(value()) : null;
    }"
spark.QueryParamsMap,floatValue(),"/**
     * @return the float value
     */","public Float floatValue() {
        return hasValue() ? Float.valueOf(value()) : null;
    }"
spark.QueryParamsMap,doubleValue(),"/**
     * @return the double value
     */","public Double doubleValue() {
        return hasValue() ? Double.valueOf(value()) : null;
    }"
spark.QueryParamsMap,values(),"/**
     * @return the values
     */","public String[] values() {
        return this.values.clone();
    }"
spark.QueryParamsMap,getQueryMap(),"/**
     * @return the queryMap
     */","Map<String, QueryParamsMap> getQueryMap() {
        return queryMap;
    }"
spark.QueryParamsMap,getValues(),"/**
     * @return the values
     */","String[] getValues() {
        return values;
    }"
spark.QueryParamsMap,toMap(),"/**
     * @return Map representation
     */","public Map<String, String[]> toMap() {
        Map<String, String[]> map = new HashMap<>();

        for (Entry<String, QueryParamsMap> key : this.queryMap.entrySet()) {
            map.put(key.getKey(), key.getValue().values);
        }

        return map;
    }"
spark.ResponseTransformer,render(Object model),"/**
     * Method called for rendering the output.
     *
     * @param model object used to render output.
     * @return message that it is sent to client.
     * @throws java.lang.Exception when render fails
     */",String render(Object model) throws Exception;
spark.CustomErrorPages,existsFor(int status),"/**
     * Verifies that a custom error page exists for the given status code
     * @param status
     * @return true if error page exists
     */","public static boolean existsFor(int status) {
        return CustomErrorPages.getInstance().customPages.containsKey(status);
    }"
spark.CustomErrorPages,"getFor(int status, Request request, Response response)","/**
     * Gets the custom error page for a given status code.  If the custom
     * error page is a route, the output of its handle method is returned.
     * If the custom error page is a String, it is returned as an Object.  
     * @param status
     * @param request
     * @param response
     * @return Object representing the custom error page
     */","public static Object getFor(int status, Request request, Response response) {

        Object customRenderer = CustomErrorPages.getInstance().customPages.get(status);
        Object customPage = CustomErrorPages.getInstance().getDefaultFor(status);

        if (customRenderer instanceof String) {
            customPage = customRenderer;
        } else if (customRenderer instanceof Route) {
            try {
                customPage = ((Route) customRenderer).handle(request, response);
            } catch (Exception e) {
             // The custom page renderer is causing an internal server error.  Log exception as a warning and use default page instead
                LOG.warn(""Custom error page handler for status code {} has thrown an exception: {}. Using default page instead."", status, e.getMessage());
            }
        }

        return customPage;
    }"
spark.CustomErrorPages,getDefaultFor(int status),"/**
     * Returns the default error page for a given status code.
     * Guaranteed to never be null.
     * @param status
     * @return String representation of the default error page.
     */","public String getDefaultFor(int status){
        String defaultPage = defaultPages.get(status);
        return (defaultPage != null) ? defaultPage : ""<html><body><h2>HTTP Status "" + status + ""</h2></body></html>"";
    }"
spark.CustomErrorPages,"void add(int status, String page)","/**
     * Add a custom error page as a String
     * @param status
     * @param page
     */","static void add(int status, String page) {
        CustomErrorPages.getInstance().customPages.put(status, page);
    }"
spark.CustomErrorPages,"void add(int status, Route route)","/**
     * Add a custom error page as a Route handler
     * @param status
     * @param route
     */","static void add(int status, Route route) {
        CustomErrorPages.getInstance().customPages.put(status, route);
    }"
spark.CustomErrorPages,getInstance(),,"private static CustomErrorPages getInstance() {
        return SingletonHolder.INSTANCE;
    }"
spark.Redirect.Status,intValue(),,"public int intValue() {
            return intValue;
        }"
spark.Redirect,create(Routable http),"/**
     * Creates a `Redirect` instance
     */","static Redirect create(Routable http) {
        return new Redirect(http);
    }"
spark.Redirect,"void any(String fromPath, String toPath)","/**
     * Redirects any HTTP request of type GET, POST, PUT, DELETE on 'fromPath' to 'toPath'
     *
     * @param fromPath from path
     * @param toPath   to path
     */","public void any(String fromPath, String toPath) {
        any(fromPath, toPath, null);
    }"
spark.Redirect,"void get(String fromPath, String toPath)","/**
     * Redirects any HTTP request of type GET on 'fromPath' to 'toPath'
     *
     * @param fromPath from path
     * @param toPath   to path
     */","public void get(String fromPath, String toPath) {
        get(fromPath, toPath, null);
    }"
spark.Redirect,"void post(String fromPath, String toPath)","/**
     * Redirects any HTTP request of type POST on 'fromPath' to 'toPath'
     *
     * @param fromPath from path
     * @param toPath   to path
     */","public void post(String fromPath, String toPath) {
        post(fromPath, toPath, null);
    }"
spark.Redirect,"void put(String fromPath, String toPath)","/**
     * Redirects any HTTP request of type PUT on 'fromPath' to 'toPath'
     *
     * @param fromPath from path
     * @param toPath   to path
     */","public void put(String fromPath, String toPath) {
        put(fromPath, toPath, null);
    }"
spark.Redirect,"void delete(String fromPath, String toPath)","/**
     * Redirects any HTTP request of type DELETE on 'fromPath' to 'toPath'
     *
     * @param fromPath from path
     * @param toPath   to path
     */","public void delete(String fromPath, String toPath) {
        delete(fromPath, toPath, null);
    }"
spark.Redirect,"void any(String fromPath, String toPath, Status status)","/**
     * Redirects any HTTP request of type GET, POST, PUT, DELETE on 'fromPath' to 'toPath' with the provided redirect
     * 'status' code.
     *
     * @param fromPath from path
     * @param toPath   to path
     * @param status   status code
     */","public void any(String fromPath, String toPath, Status status) {
        get(fromPath, toPath, status);
        post(fromPath, toPath, status);
        put(fromPath, toPath, status);
        delete(fromPath, toPath, status);
    }"
spark.Redirect,"void get(String fromPath, String toPath, Status status)","/**
     * Redirects any HTTP request of type GET on 'fromPath' to 'toPath' with the provided redirect 'status' code.
     *
     * @param fromPath from path
     * @param toPath   to path
     * @param status   status code
     */","public void get(String fromPath, String toPath, Status status) {
        http.get(fromPath, redirectRoute(toPath, status));
    }"
spark.Redirect,"void post(String fromPath, String toPath, Status status)","/**
     * Redirects any HTTP request of type POST on 'fromPath' to 'toPath' with the provided redirect 'status' code.
     *
     * @param fromPath from path
     * @param toPath   to path
     * @param status   status code
     */","public void post(String fromPath, String toPath, Status status) {
        http.post(fromPath, redirectRoute(toPath, status));
    }"
spark.Redirect,"void put(String fromPath, String toPath, Status status)","/**
     * Redirects any HTTP request of type PUT on 'fromPath' to 'toPath' with the provided redirect 'status' code.
     *
     * @param fromPath from path
     * @param toPath   to path
     * @param status   status code
     */","public void put(String fromPath, String toPath, Status status) {
        http.put(fromPath, redirectRoute(toPath, status));
    }"
spark.Redirect,"void delete(String fromPath, String toPath, Status status)","/**
     * Redirects any HTTP request of type DELETE on 'fromPath' to 'toPath' with the provided redirect 'status' code.
     *
     * @param fromPath from path
     * @param toPath   to path
     * @param status   status code
     */","public void delete(String fromPath, String toPath, Status status) {
        http.delete(fromPath, redirectRoute(toPath, status));
    }"
spark.Redirect,"redirectRoute(String toPath, Status status)",,"private static Route redirectRoute(String toPath, Status status) {
        return (req, res) -> {
            if (status != null) {
                res.redirect(toPath, status.intValue());
            } else {
                res.redirect(toPath);
            }
            return null;
        };
    }"
spark.TemplateEngine,render(Object object),"/**
     * Renders the object
     *
     * @param object the object
     * @return the rendered model and view
     */","public String render(Object object) {
        ModelAndView modelAndView = (ModelAndView) object;
        return render(modelAndView);
    }"
spark.TemplateEngine,"modelAndView(Object model, String viewName)","/**
     * Creates a new ModelAndView object with given arguments.
     *
     * @param model    object.
     * @param viewName to be rendered.
     * @return object with model and view set.
     */","public ModelAndView modelAndView(Object model, String viewName) {
        return new ModelAndView(model, viewName);
    }"
spark.TemplateEngine,render(ModelAndView modelAndView),"/**
     * Method called to render the output that is sent to client.
     *
     * @param modelAndView object where object (mostly a POJO) and the name of the view to render are set.
     * @return message that it is sent to client.
     */",public abstract String render(ModelAndView modelAndView);
spark.ExceptionHandler,"void handle(T exception, Request request, Response response)","/**
     * Invoked when an exception that is mapped to this handler occurs during routing
     *
     * @param exception The exception that was thrown during routing
     * @param request   The request object providing information about the HTTP request
     * @param response  The response object providing functionality for modifying the response
     */","void handle(T exception, Request request, Response response);"
spark.Route,"handle(Request request, Response response)","/**
     * Invoked when a request is made on this route's corresponding path e.g. '/hello'
     *
     * @param request  The request object providing information about the HTTP request
     * @param response The response object providing functionality for modifying the response
     * @return The content to be set in the response
     * @throws java.lang.Exception implementation can choose to throw exception
     */","Object handle(Request request, Response response) throws Exception;"
spark.ResponseTransformerRouteImpl,"create(String path, Route route, ResponseTransformer transformer)",,"public static ResponseTransformerRouteImpl create(String path, Route route, ResponseTransformer transformer) {
        return create(path, Service.DEFAULT_ACCEPT_TYPE, route, transformer);
    }"
spark.ResponseTransformerRouteImpl,"create(String path,
                                                      String acceptType,
                                                      Route route,
                                                      ResponseTransformer transformer)",,"public static ResponseTransformerRouteImpl create(String path,
                                                      String acceptType,
                                                      Route route,
                                                      ResponseTransformer transformer) {
        return new ResponseTransformerRouteImpl(path, acceptType, route) {
            @Override
            public Object render(Object model) throws Exception {
                return transformer.render(model);
            }

            @Override
            public Object handle(Request request, Response response) throws Exception {
                return route.handle(request, response);
            }
        };
    }"
spark.ResponseTransformerRouteImpl,render(Object model),,"@Override
            public Object render(Object model) throws Exception {
                return transformer.render(model);
            }"
spark.ResponseTransformerRouteImpl,"handle(Request request, Response response)",,"@Override
            public Object handle(Request request, Response response) throws Exception {
                return route.handle(request, response);
            }"
spark.ResponseTransformerRouteImpl,render(Object model),"/**
     * Method called for rendering the output.
     *
     * @param model object used to render output.
     * @return message that it is sent to client.
     */",public abstract Object render(Object model) throws Exception;
spark.TemplateViewRoute,"handle(Request request, Response response)","/**
     * Invoked when a request is made on this route's corresponding path e.g. '/hello'
     *
     * @param request  The request object providing information about the HTTP request
     * @param response The response object providing functionality for modifying the response
     * @return The content to be set in the response
     * @throws java.lang.Exception when handle fails
     */","ModelAndView handle(Request request, Response response) throws Exception;"
spark.RequestResponseFactory,create(HttpServletRequest request),"/**
     * Used to create a request and no RouteMatch is available.
     */","public static Request create(HttpServletRequest request) {
        return new Request(request);
    }"
spark.RequestResponseFactory,"create(RouteMatch match, HttpServletRequest request)",,"public static Request create(RouteMatch match, HttpServletRequest request) {
        return new Request(match, request);
    }"
spark.RequestResponseFactory,create(HttpServletResponse response),,"public static Response create(HttpServletResponse response) {
        return new Response(response);
    }"
spark.ExceptionHandlerImpl,exceptionClass(),"/**
     * Returns type of exception that this filter will handle
     *
     * @return Type of exception
     */","public Class<? extends T> exceptionClass() {
        return this.exceptionClass;
    }"
spark.ExceptionHandlerImpl,void exceptionClass(Class<? extends T> exceptionClass),"/**
     * Sets the type of exception that this filter will handle
     *
     * @param exceptionClass Type of exception
     */","public void exceptionClass(Class<? extends T> exceptionClass) {
        this.exceptionClass = exceptionClass;
    }"
spark.ExceptionHandlerImpl,"void handle(T exception, Request request, Response response)","/**
     * Invoked when an exception that is mapped to this handler occurs during routing
     *
     * @param exception The exception that was thrown during routing
     * @param request   The request object providing information about the HTTP request
     * @param response  The response object providing functionality for modifying the response
     */","public abstract void handle(T exception, Request request, Response response);"
spark.Routable,"void addRoute(HttpMethod httpMethod, RouteImpl route)","/**
     * Adds a route
     *
     * @param httpMethod the HTTP method
     * @param route      the route implementation
     */","protected abstract void addRoute(HttpMethod httpMethod, RouteImpl route);"
spark.Routable,"void addRoute(String httpMethod, RouteImpl route)",,"@Deprecated
    protected abstract void addRoute(String httpMethod, RouteImpl route);"
spark.Routable,"void addFilter(HttpMethod httpMethod, FilterImpl filter)","/**
     * Adds a filter
     *
     * @param httpMethod the HTTP method
     * @param filter     the route implementation
     */","protected abstract void addFilter(HttpMethod httpMethod, FilterImpl filter);"
spark.Routable,"void addFilter(String httpMethod, FilterImpl filter)",,"@Deprecated
    protected abstract void addFilter(String httpMethod, FilterImpl filter);"
spark.Routable,"void get(String path, Route route)","/**
     * Map the route for HTTP GET requests
     *
     * @param path  the path
     * @param route The route
     */","public void get(String path, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, route));
    }"
spark.Routable,"void post(String path, Route route)","/**
     * Map the route for HTTP POST requests
     *
     * @param path  the path
     * @param route The route
     */","public void post(String path, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, route));
    }"
spark.Routable,"void put(String path, Route route)","/**
     * Map the route for HTTP PUT requests
     *
     * @param path  the path
     * @param route The route
     */","public void put(String path, Route route) {
        addRoute(HttpMethod.put, createRouteImpl(path, route));
    }"
spark.Routable,"void patch(String path, Route route)","/**
     * Map the route for HTTP PATCH requests
     *
     * @param path  the path
     * @param route The route
     */","public void patch(String path, Route route) {
        addRoute(HttpMethod.patch, createRouteImpl(path, route));
    }"
spark.Routable,"void delete(String path, Route route)","/**
     * Map the route for HTTP DELETE requests
     *
     * @param path  the path
     * @param route The route
     */","public void delete(String path, Route route) {
        addRoute(HttpMethod.delete, createRouteImpl(path, route));
    }"
spark.Routable,"void head(String path, Route route)","/**
     * Map the route for HTTP HEAD requests
     *
     * @param path  the path
     * @param route The route
     */","public void head(String path, Route route) {
        addRoute(HttpMethod.head, createRouteImpl(path, route));
    }"
spark.Routable,"void trace(String path, Route route)","/**
     * Map the route for HTTP TRACE requests
     *
     * @param path  the path
     * @param route The route
     */","public void trace(String path, Route route) {
        addRoute(HttpMethod.trace, createRouteImpl(path, route));
    }"
spark.Routable,"void connect(String path, Route route)","/**
     * Map the route for HTTP CONNECT requests
     *
     * @param path  the path
     * @param route The route
     */","public void connect(String path, Route route) {
        addRoute(HttpMethod.connect, createRouteImpl(path, route));
    }"
spark.Routable,"void options(String path, Route route)","/**
     * Map the route for HTTP OPTIONS requests
     *
     * @param path  the path
     * @param route The route
     */","public void options(String path, Route route) {
        addRoute(HttpMethod.options, createRouteImpl(path, route));
    }"
spark.Routable,"void before(String path, Filter filter)","/**
     * Maps a filter to be executed before any matching routes
     *
     * @param path   the path
     * @param filter The filter
     */","public void before(String path, Filter filter) {
        addFilter(HttpMethod.before, FilterImpl.create(path, filter));
    }"
spark.Routable,"void after(String path, Filter filter)","/**
     * Maps a filter to be executed after any matching routes
     *
     * @param path   the path
     * @param filter The filter
     */","public void after(String path, Filter filter) {
        addFilter(HttpMethod.after, FilterImpl.create(path, filter));
    }"
spark.Routable,"void get(String path, String acceptType, Route route)","/**
     * Map the route for HTTP GET requests
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      The route
     */","public void get(String path, String acceptType, Route route) {
        addRoute(HttpMethod.get, createRouteImpl(path, acceptType, route));
    }"
spark.Routable,"void post(String path, String acceptType, Route route)","/**
     * Map the route for HTTP POST requests
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      The route
     */","public void post(String path, String acceptType, Route route) {
        addRoute(HttpMethod.post, createRouteImpl(path, acceptType, route));
    }"
spark.Routable,"void put(String path, String acceptType, Route route)","/**
     * Map the route for HTTP PUT requests
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      The route
     */","public void put(String path, String acceptType, Route route) {
        addRoute(HttpMethod.put, createRouteImpl(path, acceptType, route));
    }"
spark.Routable,"void patch(String path, String acceptType, Route route)","/**
     * Map the route for HTTP PATCH requests
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      The route
     */","public void patch(String path, String acceptType, Route route) {
        addRoute(HttpMethod.patch, createRouteImpl(path, acceptType, route));
    }"
spark.Routable,"void delete(String path, String acceptType, Route route)","/**
     * Map the route for HTTP DELETE requests
     *
     * @param path       the path
     * @param acceptType the accept type
     * @param route      The route
     */","public void delete(String path, String acceptType, Route route) {
        addRoute(HttpMethod.delete, createRouteImpl(path, acceptType, route));
    }"
