classname,method,docstring,annotations,method_definition
org.apache.bcel.CounterVisitorTestCase,void testEnclosingMethodCount(),,,"public void testEnclosingMethodCount()
    {
        assertEquals(""enclosingMethodCount"", 0, getVisitor().enclosingMethodCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testExceptionTableCount(),,,"public void testExceptionTableCount()
    {
        assertEquals(""exceptionTableCount"", 0, getVisitor().exceptionTableCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testFieldCount(),,,"public void testFieldCount()
    {
        assertEquals(""fieldCount"", 0, getVisitor().fieldCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testInnerClassCount(),,,"public void testInnerClassCount()
    {
        assertEquals(""innerClassCount"", 0, getVisitor().innerClassCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testInnerClassesCount(),,,"public void testInnerClassesCount()
    {
        assertEquals(""innerClassesCount"", 0, getVisitor().innerClassesCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testJavaClassCount(),,,"public void testJavaClassCount()
    {
        assertEquals(""javaClassCount"", 1, getVisitor().javaClassCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testLineNumberCount(),,,"public void testLineNumberCount()
    {
        assertEquals(""lineNumberCount"", 1, getVisitor().lineNumberCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testLineNumberTableCount(),,,"public void testLineNumberTableCount()
    {
        assertEquals(""lineNumberTableCount"", 1, getVisitor().lineNumberTableCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testLocalVariableCount(),,,"public void testLocalVariableCount()
    {
        assertEquals(""localVariableCount"", 1, getVisitor().localVariableCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testLocalVariableTableCount(),,,"public void testLocalVariableTableCount()
    {
        assertEquals(""localVariableTableCount"", 1, getVisitor().localVariableTableCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testLocalVariableTypeTableCount(),,,"public void testLocalVariableTypeTableCount()
    {
        assertEquals(""localVariableTypeTableCount"", 0, getVisitor().localVariableTypeTableCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testMethodCount(),,,"public void testMethodCount()
    {
        assertEquals(""methodCount"", 1, getVisitor().methodCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testParameterAnnotationCount(),,,"public void testParameterAnnotationCount()
    {
        assertEquals(""parameterAnnotationCount"", 0, getVisitor().parameterAnnotationCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testSignatureCount(),,,"public void testSignatureCount()
    {
        assertEquals(""signatureAnnotationCount"", 0, getVisitor().signatureAnnotationCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testSourceFileCount(),,,"public void testSourceFileCount()
    {
        assertEquals(""sourceFileCount"", 1, getVisitor().sourceFileCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testStackMapCount(),,,"public void testStackMapCount()
    {
        assertEquals(""stackMapCount"", 0, getVisitor().stackMapCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testStackMapEntryCount(),,,"public void testStackMapEntryCount()
    {
        assertEquals(""stackMapEntryCount"", 0, getVisitor().stackMapEntryCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testSyntheticCount(),,,"public void testSyntheticCount()
    {
        assertEquals(""syntheticCount"", 0, getVisitor().syntheticCount);
    }"
org.apache.bcel.CounterVisitorTestCase,void testUnknownCount(),,,"public void testUnknownCount()
    {
        assertEquals(""unknownCount"", 0, getVisitor().unknownCount);
    }"
org.apache.bcel.AnnotationAccessFlagTestCase,void testAnnotationClassSaysItIs(),"/**
     * If you write an annotation and compile it, the class file generated
     * should be marked as an annotation type - which is detectable through
     * BCEL.
     */",,"public void testAnnotationClassSaysItIs() throws ClassNotFoundException
    {
        JavaClass clazz = getTestClass(PACKAGE_BASE_NAME+"".data.SimpleAnnotation"");
        assertTrue(
                ""Expected SimpleAnnotation class to say it was an annotation - but it didn't !"",
                clazz.isAnnotation());
        clazz = getTestClass(PACKAGE_BASE_NAME+"".data.SimpleClass"");
        assertTrue(
                ""Expected SimpleClass class to say it was not an annotation - but it didn't !"",
                !clazz.isAnnotation());
    }"
org.apache.bcel.PerformanceTest,read(final InputStream is),,,"private static byte[] read(final InputStream is) throws IOException {
        if (is == null) {
            throw new IOException(""Class not found"");
        }
        byte[] b = new byte[is.available()];
        int len = 0;
        while (true) {
            final int n = is.read(b, len, b.length - len);
            if (n == -1) {
                if (len < b.length) {
                    final byte[] c = new byte[len];
                    System.arraycopy(b, 0, c, 0, len);
                    b = c;
                }
                return b;
            }
            len += n;
            if (len == b.length) {
                final byte[] c = new byte[b.length + 1000];
                System.arraycopy(b, 0, c, 0, len);
                b = c;
            }
        }
    }"
org.apache.bcel.PerformanceTest,void test(final File lib),,,"private static void test(final File lib) throws IOException {
        final NanoTimer total = new NanoTimer();
        final NanoTimer parseTime = new NanoTimer();
        final NanoTimer cgenTime = new NanoTimer();
        final NanoTimer mgenTime = new NanoTimer();
        final NanoTimer mserTime = new NanoTimer();
        final NanoTimer serTime = new NanoTimer();

        System.out.println(""parsing "" + lib);

        total.start();
        try (JarFile jar = new JarFile(lib)) {
            final Enumeration<?> en = jar.entries();

            while (en.hasMoreElements()) {
                final JarEntry e = (JarEntry) en.nextElement();
                if (e.getName().endsWith("".class"")) {
                    byte[] bytes;
                    try (InputStream in = jar.getInputStream(e)) {
                        bytes = read(in);
                    }

                    parseTime.start();
                    final JavaClass clazz = new ClassParser(new ByteArrayInputStream(bytes), e.getName()).parse();
                    parseTime.stop();

                    cgenTime.start();
                    final ClassGen cg = new ClassGen(clazz);
                    cgenTime.stop();

                    final Method[] methods = cg.getMethods();
                    for (final Method m : methods) {
                        mgenTime.start();
                        final MethodGen mg = new MethodGen(m, cg.getClassName(), cg.getConstantPool());
                        final InstructionList il = mg.getInstructionList();
                        mgenTime.stop();

                        mserTime.start();
                        if (il != null) {
                            mg.getInstructionList().setPositions();
                            mg.setMaxLocals();
                            mg.setMaxStack();
                        }
                        cg.replaceMethod(m, mg.getMethod());
                        mserTime.stop();
                    }

                    serTime.start();
                    cg.getJavaClass().getBytes();
                    serTime.stop();
                }
            }
        }
        total.stop();
        if (REPORT) {
            System.out.println(""ClassParser.parse: "" + parseTime);
            System.out.println(""ClassGen.init: "" + cgenTime);
            System.out.println(""MethodGen.init: "" + mgenTime);
            System.out.println(""MethodGen.getMethod: "" + mserTime);
            System.out.println(""ClassGen.getJavaClass.getBytes: "" + serTime);
            System.out.println(""Total: "" + total);
            System.out.println();
        }
    }"
org.apache.bcel.PerformanceTest,void testPerformance(),,,"public void testPerformance() {
        final File javaLib = new File(System.getProperty(""java.home""), ""lib"");
        javaLib.listFiles((FileFilter) file -> {
            if(file.getName().endsWith("".jar"")) {
                try {
                    test(file);
                } catch (final IOException e) {
                    Assert.fail(e.getMessage());
                }
            }
            return false;
        });
    }"
org.apache.bcel.InstructionFinderTestCase,void testSearchAll(),,,"public void testSearchAll() throws Exception
    {
        final JavaClass clazz = getTestClass(PACKAGE_BASE_NAME+"".util.InstructionFinder"");
        final Method[] methods = clazz.getMethods();
        Method searchM = null;
        for (final Method m : methods)
        {
            if (m.getName().equals(""search"") && (m.getArgumentTypes().length == 3))
            {
                searchM = m;
                break;
            }
        }

        if (searchM == null) {
            throw new Exception(""search method not found"");
        }

        final byte[] bytes = searchM.getCode().getCode();
        final InstructionList il = new InstructionList(bytes);
        final InstructionFinder finder = new InstructionFinder(il);
        final Iterator<?> it = finder.search("".*"", il.getStart(), null);

        final InstructionHandle[] ihs = (InstructionHandle[])it.next();
        int size = 0;
        for (final InstructionHandle ih : ihs)
        {
            size += ih.getInstruction().getLength();
        }
        assertEquals(bytes.length, size);

    }"
org.apache.bcel.generic.TypeTestCase,void testBCEL243(),,,"public void testBCEL243() {
        // expectedValue = ""Ljava/util/Map<TX;Ljava/util/List<TY;>;>;"";
        // The line commented out above is the correct expected value; however,
        // the constructor for ObjectType is yet another place where BCEL does
        // not understand generics so we need to substitute the modified value below.
        final String expectedValue = ""Ljava/util/Map<X, java/util/List<Y>>;"";
        final String actualValue = (Type.getType(""Ljava/util/Map<TX;Ljava/util/List<TY;>;>;"")).getSignature();
        assertEquals(""Type.getType"", expectedValue, actualValue);
    }"
org.apache.bcel.generic.InstructionHandleTestCase,void testsetInstructionNull(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testsetInstructionNull() {
        final InstructionHandle ih = InstructionHandle.getInstructionHandle(new NOP());// have to start with a valid non BI
        Assert.assertNotNull(ih);
        ih.setInstruction(null);
        Assert.assertNotNull(ih);
    }"
org.apache.bcel.generic.InstructionHandleTestCase,void testsetInstructionI(),,,"@Test
    public void testsetInstructionI() {
        final InstructionHandle ih = InstructionHandle.getInstructionHandle(new NOP());// have to start with a valid non BI
        Assert.assertNotNull(ih);
        ih.setInstruction(new NOP());
        Assert.assertNotNull(ih);
    }"
org.apache.bcel.generic.InstructionHandleTestCase,void testsetInstructionnotI(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testsetInstructionnotI() {
        final InstructionHandle ih = InstructionHandle.getInstructionHandle(new NOP());// have to start with a valid non BI
        Assert.assertNotNull(ih);
        ih.setInstruction(new GOTO(null));
        Assert.assertNotNull(ih);
    }"
org.apache.bcel.generic.InstructionHandleTestCase,void testGetIHnull(),,@Test(expected=ClassGenException.class),"@Test(expected=ClassGenException.class)
    public void testGetIHnull() {
        InstructionHandle.getInstructionHandle(null);
    }"
org.apache.bcel.generic.InstructionHandleTestCase,void testBCEL195(),,,"@Test
    public void testBCEL195() {
        final InstructionList il = new InstructionList();
        final InstructionHandle ih = il.append(InstructionConst.NOP);
        new TABLESWITCH(new int[0], new InstructionHandle[0], ih);
        new TABLESWITCH(new int[0], new InstructionHandle[0], ih);
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testGenerateClassLevelAnnotations(),"/**
     * Steps in the test:
     * <ol>
     * <li>Programmatically construct the HelloWorld program</li>
     * <li>Add two simple annotations at the class level</li>
     * <li>Save the class to disk</li>
     * <li>Reload the class using the 'static' variant of the BCEL classes</li>
     * <li>Check the attributes are OK</li>
     * </ol>
     */",,"public void testGenerateClassLevelAnnotations()
            throws ClassNotFoundException
    {
        // Create HelloWorld
        final ClassGen cg = createClassGen(""HelloWorld"");
        cg.setMajor(49);
        cg.setMinor(0);
        final ConstantPoolGen cp = cg.getConstantPool();
        final InstructionList il = new InstructionList();
        cg.addAnnotationEntry(createSimpleVisibleAnnotation(cp));
        cg.addAnnotationEntry(createSimpleInvisibleAnnotation(cp));
        buildClassContents(cg, cp, il);
        //System.out.println(cg.getJavaClass().toString());
        dumpClass(cg, ""HelloWorld.class"");
        final JavaClass jc = getClassFrom(""."", ""HelloWorld"");
        final AnnotationEntry[] as = jc.getAnnotationEntries();
        assertTrue(""Should be two AnnotationEntries but found "" + as.length,
                as.length == 2);
        // TODO L??;
        assertTrue(
                ""Name of annotation 1 should be LSimpleAnnotation; but it is ""
                        + as[0].getAnnotationType(), as[0].getAnnotationType()
                        .equals(""LSimpleAnnotation;""));
        assertTrue(
                ""Name of annotation 2 should be LSimpleAnnotation; but it is ""
                        + as[1].getAnnotationType(), as[1].getAnnotationType()
                        .equals(""LSimpleAnnotation;""));
        final ElementValuePair[] vals = as[0].getElementValuePairs();
        final ElementValuePair nvp = vals[0];
        assertTrue(
                ""Name of element in SimpleAnnotation should be 'id' but it is ""
                        + nvp.getNameString(), nvp.getNameString().equals(""id""));
        final ElementValue ev = nvp.getValue();
        assertTrue(""Type of element value should be int but it is ""
                + ev.getElementValueType(),
                ev.getElementValueType() == ElementValue.PRIMITIVE_INT);
        assertTrue(""Value of element should be 4 but it is ""
                + ev.stringifyValue(), ev.stringifyValue().equals(""4""));
        assertTrue(createTestdataFile(""HelloWorld.class"").delete());
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testGenerateMethodLevelAnnotations1(),"/**
     * Just check that we can dump a class that has a method annotation on it
     * and it is still there when we read it back in
     */",,"public void testGenerateMethodLevelAnnotations1()
            throws ClassNotFoundException
    {
        // Create HelloWorld
        final ClassGen cg = createClassGen(""HelloWorld"");
        final ConstantPoolGen cp = cg.getConstantPool();
        final InstructionList il = new InstructionList();
        buildClassContentsWithAnnotatedMethods(cg, cp, il);
        // Check annotation is OK
        int i = cg.getMethods()[0].getAnnotationEntries().length;
        assertTrue(
                ""Prior to dumping, main method should have 1 annotation but has ""
                        + i, i == 1);
        dumpClass(cg, ""temp1"" + File.separator + ""HelloWorld.class"");
        final JavaClass jc2 = getClassFrom(""temp1"", ""HelloWorld"");
        // Check annotation is OK
        i = jc2.getMethods()[0].getAnnotationEntries().length;
        assertTrue(""JavaClass should say 1 annotation on main method but says ""
                + i, i == 1);
        final ClassGen cg2 = new ClassGen(jc2);
        // Check it now it is a ClassGen
        final Method[] m = cg2.getMethods();
        i = m[0].getAnnotationEntries().length;
        assertTrue(""The main 'Method' should have one annotation but has "" + i,
                i == 1);
        final MethodGen mg = new MethodGen(m[0], cg2.getClassName(), cg2
                .getConstantPool());
        // Check it finally when the Method is changed to a MethodGen
        i = mg.getAnnotationEntries().length;
        assertTrue(""The main 'MethodGen' should have one annotation but has ""
                + i, i == 1);

        assertTrue(wipe(""temp1"", ""HelloWorld.class""));
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testGenerateMethodLevelAnnotations2(),"/**
     * Going further than the last test - when we reload the method back in,
     * let's change it (adding a new annotation) and then store that, read it
     * back in and verify both annotations are there !
     */",,"public void testGenerateMethodLevelAnnotations2()
            throws ClassNotFoundException
    {
        // Create HelloWorld
        final ClassGen cg = createClassGen(""HelloWorld"");
        final ConstantPoolGen cp = cg.getConstantPool();
        final InstructionList il = new InstructionList();
        buildClassContentsWithAnnotatedMethods(cg, cp, il);
        dumpClass(cg, ""temp2"", ""HelloWorld.class"");
        final JavaClass jc2 = getClassFrom(""temp2"", ""HelloWorld"");
        final ClassGen cg2 = new ClassGen(jc2);
        // Main method after reading the class back in
        final Method mainMethod1 = jc2.getMethods()[0];
        assertTrue(""The 'Method' should have one annotations but has ""
                + mainMethod1.getAnnotationEntries().length, mainMethod1
                .getAnnotationEntries().length == 1);
        final MethodGen mainMethod2 = new MethodGen(mainMethod1, cg2.getClassName(),
                cg2.getConstantPool());
        assertTrue(""The 'MethodGen' should have one annotations but has ""
                + mainMethod2.getAnnotationEntries().length, mainMethod2
                .getAnnotationEntries().length == 1);
        mainMethod2.addAnnotationEntry(createFruitAnnotation(cg2
                .getConstantPool(), ""Pear""));
        cg2.removeMethod(mainMethod1);
        cg2.addMethod(mainMethod2.getMethod());
        dumpClass(cg2, ""temp3"", ""HelloWorld.class"");
        final JavaClass jc3 = getClassFrom(""temp3"", ""HelloWorld"");
        final ClassGen cg3 = new ClassGen(jc3);
        final Method mainMethod3 = cg3.getMethods()[1];
        final int i = mainMethod3.getAnnotationEntries().length;
        assertTrue(""The 'Method' should now have two annotations but has "" + i,
                i == 2);
        assertTrue(wipe(""temp2"", ""HelloWorld.class""));
        assertTrue(wipe(""temp3"", ""HelloWorld.class""));
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testTransformClassToClassGen_SimpleTypes(),"/**
     * Transform simple class from an immutable to a mutable object.
     */",,"public void testTransformClassToClassGen_SimpleTypes()
            throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.SimpleAnnotatedClass"");
        final ClassGen cgen = new ClassGen(jc);
        // Check annotations are correctly preserved
        final AnnotationEntryGen[] annotations = cgen.getAnnotationEntries();
        assertTrue(""Expected one annotation but found "" + annotations.length,
                annotations.length == 1);
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testTransformClassToClassGen_EnumType(),"/**
     * Transform simple class from an immutable to a mutable object. The class
     * is annotated with an annotation that uses an enum.
     */",,"public void testTransformClassToClassGen_EnumType()
            throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.AnnotatedWithEnumClass"");
        final ClassGen cgen = new ClassGen(jc);
        // Check annotations are correctly preserved
        final AnnotationEntryGen[] annotations = cgen.getAnnotationEntries();
        assertTrue(""Expected one annotation but found "" + annotations.length,
                annotations.length == 1);
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testTransformClassToClassGen_ArrayAndAnnotationTypes(),"/**
     * Transform simple class from an immutable to a mutable object. The class
     * is annotated with an annotation that uses an array of SimpleAnnotations.
     */",,"public void testTransformClassToClassGen_ArrayAndAnnotationTypes()
            throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.AnnotatedWithCombinedAnnotation"");
        final ClassGen cgen = new ClassGen(jc);
        // Check annotations are correctly preserved
        final AnnotationEntryGen[] annotations = cgen.getAnnotationEntries();
        assertTrue(""Expected one annotation but found "" + annotations.length,
                annotations.length == 1);
        final AnnotationEntryGen a = annotations[0];
        assertTrue(""That annotation should only have one value but has ""
                + a.getValues().size(), a.getValues().size() == 1);
        final ElementValuePairGen nvp = a.getValues().get(0);
        final ElementValueGen value = nvp.getValue();
        assertTrue(""Value should be ArrayElementValueGen but is "" + value,
                value instanceof ArrayElementValueGen);
        final ArrayElementValueGen arrayValue = (ArrayElementValueGen) value;
        assertTrue(""Array value should be size one but is ""
                + arrayValue.getElementValuesSize(), arrayValue
                .getElementValuesSize() == 1);
        final ElementValueGen innerValue = arrayValue.getElementValues().get(0);
        assertTrue(
                ""Value in the array should be AnnotationElementValueGen but is ""
                        + innerValue,
                innerValue instanceof AnnotationElementValueGen);
        final AnnotationElementValueGen innerAnnotationValue = (AnnotationElementValueGen) innerValue;
        assertTrue(""Should be called L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation; but is called: ""
                + innerAnnotationValue.getAnnotation().getTypeName(),
                innerAnnotationValue.getAnnotation().getTypeSignature().equals(
                        ""L""+PACKAGE_BASE_SIG+""/data/SimpleAnnotation;""));

        // check the three methods
        final Method[] methods = cgen.getMethods();
        assertEquals(3, methods.length);
        for (final Method method : methods)
        {
            final String methodName= method.getName();
            if(methodName.equals(""<init>""))
            {
                assertMethodAnnotations(method, 0, 1);
                assertParameterAnnotations(method, 0, 1);
            }
            else if(methodName.equals(""methodWithArrayOfZeroAnnotations""))
            {
                assertMethodAnnotations(method, 1, 0);
            }
            else if(methodName.equals(""methodWithArrayOfTwoAnnotations""))
            {
                assertMethodAnnotations(method, 1, 2);
            }
            else
            {
                fail(""unexpected method ""+method.getName());
            }
        }
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,"void assertMethodAnnotations(final Method method, final int expectedNumberAnnotations, final int nExpectedArrayValues)",,,"private void assertMethodAnnotations(final Method method, final int expectedNumberAnnotations, final int nExpectedArrayValues)
    {
        final String methodName= method.getName();
        final AnnotationEntry[] annos= method.getAnnotationEntries();
        assertEquals(""For ""+methodName, expectedNumberAnnotations, annos.length);
        if(expectedNumberAnnotations!=0)
        {
            assertArrayElementValue(nExpectedArrayValues, annos[0]);
        }
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,"void assertArrayElementValue(final int nExpectedArrayValues, final AnnotationEntry anno)",,,"private void assertArrayElementValue(final int nExpectedArrayValues, final AnnotationEntry anno)
    {
        final ElementValuePair elementValuePair = anno.getElementValuePairs()[0];
        assertEquals(""value"", elementValuePair.getNameString());
        final ArrayElementValue ev = (ArrayElementValue) elementValuePair.getValue();
        final ElementValue[] eva = ev.getElementValuesArray();
        assertEquals(nExpectedArrayValues, eva.length);
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,"void assertParameterAnnotations(final Method method, final int... expectedNumberOfParmeterAnnotations)",,,"private void assertParameterAnnotations(final Method method, final int... expectedNumberOfParmeterAnnotations)
    {
        final String methodName= ""For ""+method.getName();
        final ParameterAnnotationEntry[] parameterAnnotations= method.getParameterAnnotationEntries();
        assertEquals(methodName, expectedNumberOfParmeterAnnotations.length, parameterAnnotations.length);

        int i= 0;
        for (final ParameterAnnotationEntry parameterAnnotation : parameterAnnotations)
        {
            final AnnotationEntry[] annos= parameterAnnotation.getAnnotationEntries();
            final int expectedLength = expectedNumberOfParmeterAnnotations[i++];
            assertEquals(methodName+"" parameter ""+i, expectedLength, annos.length);
            if(expectedLength!=0)
            {
                assertSimpleElementValue(annos[0]);
            }
        }
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void assertSimpleElementValue(final AnnotationEntry anno),,,"private void assertSimpleElementValue(final AnnotationEntry anno)
    {
        final ElementValuePair elementValuePair = anno.getElementValuePairs()[0];
        assertEquals(""id"", elementValuePair.getNameString());
        final SimpleElementValue ev = (SimpleElementValue)elementValuePair.getValue();
        assertEquals(42, ev.getValueInt());
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testTransformComplexClassToClassGen(),"/**
     * Transform complex class from an immutable to a mutable object.
     */",,"public void testTransformComplexClassToClassGen()
            throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.ComplexAnnotatedClass"");
        final ClassGen cgen = new ClassGen(jc);
        // Check annotations are correctly preserved
        final AnnotationEntryGen[] annotations = cgen.getAnnotationEntries();
        assertTrue(""Expected one annotation but found "" + annotations.length,
                annotations.length == 1);
        final List<?> l = annotations[0].getValues();
        boolean found = false;
        for (final Object name : l) {
            final ElementValuePairGen element = (ElementValuePairGen) name;
            if (element.getNameString().equals(""dval""))
            {
                if (((SimpleElementValueGen) element.getValue())
                        .stringifyValue().equals(""33.4"")) {
                    found = true;
                }
            }
        }
        assertTrue(""Did not find double annotation value with value 33.4"",
                found);
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testModifyingClasses1(),"/**
     * Load a class in and modify it with a new attribute - A SimpleAnnotation
     * annotation
     */",,"public void testModifyingClasses1() throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.SimpleAnnotatedClass"");
        final ClassGen cgen = new ClassGen(jc);
        final ConstantPoolGen cp = cgen.getConstantPool();
        cgen.addAnnotationEntry(createFruitAnnotation(cp, ""Pineapple""));
        assertTrue(""Should now have two annotations but has ""
                + cgen.getAnnotationEntries().length, cgen
                .getAnnotationEntries().length == 2);
        dumpClass(cgen, ""SimpleAnnotatedClass.class"");
        assertTrue(wipe(""SimpleAnnotatedClass.class""));
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,void testModifyingClasses2(),"/**
     * Load a class in and modify it with a new attribute - A ComplexAnnotation
     * annotation
     */",,"public void testModifyingClasses2() throws ClassNotFoundException
    {
        final JavaClass jc = getTestClass(PACKAGE_BASE_NAME+"".data.SimpleAnnotatedClass"");
        final ClassGen cgen = new ClassGen(jc);
        final ConstantPoolGen cp = cgen.getConstantPool();
        cgen.addAnnotationEntry(createCombinedAnnotation(cp));
        assertTrue(""Should now have two annotations but has ""
                + cgen.getAnnotationEntries().length, cgen
                .getAnnotationEntries().length == 2);
        dumpClass(cgen, ""SimpleAnnotatedClass.class"");
        final JavaClass jc2 = getClassFrom(""."", ""SimpleAnnotatedClass"");
        jc2.getAnnotationEntries();
        assertTrue(wipe(""SimpleAnnotatedClass.class""));
        // System.err.println(jc2.toString());
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,"void dumpClass(final ClassGen cg, final String fname)",,,"private void dumpClass(final ClassGen cg, final String fname)
    {
        try
        {
            final File f = createTestdataFile(fname);
            cg.getJavaClass().dump(f);
        }
        catch (final java.io.IOException e)
        {
            System.err.println(e);
        }
    }"
org.apache.bcel.generic.GeneratingAnnotatedClassesTestCase,"void dumpClass(final ClassGen cg, final String dir, final String fname)",,,"private void dumpClass(final ClassGen cg, final String dir, final String fname)
    {
        dumpClass(cg, dir + File.separator + fname);
    }"
