classname,method,docstring,method_definition
org.apache.bcel.generic.InstructionFactory,createArrayLoad( final Type type ),"/**
     * @param type type of elements of array, i.e., array.getElementType()
     */","public static ArrayInstruction createArrayLoad( final Type type ) {
        switch (type.getType()) {
            case Const.T_BOOLEAN:
            case Const.T_BYTE:
                return InstructionConst.BALOAD;
            case Const.T_CHAR:
                return InstructionConst.CALOAD;
            case Const.T_SHORT:
                return InstructionConst.SALOAD;
            case Const.T_INT:
                return InstructionConst.IALOAD;
            case Const.T_FLOAT:
                return InstructionConst.FALOAD;
            case Const.T_DOUBLE:
                return InstructionConst.DALOAD;
            case Const.T_LONG:
                return InstructionConst.LALOAD;
            case Const.T_ARRAY:
            case Const.T_OBJECT:
                return InstructionConst.AALOAD;
            default:
                throw new IllegalArgumentException(""Invalid type "" + type);
        }
    }"
org.apache.bcel.generic.InstructionFactory,createArrayStore( final Type type ),"/**
     * @param type type of elements of array, i.e., array.getElementType()
     */","public static ArrayInstruction createArrayStore( final Type type ) {
        switch (type.getType()) {
            case Const.T_BOOLEAN:
            case Const.T_BYTE:
                return InstructionConst.BASTORE;
            case Const.T_CHAR:
                return InstructionConst.CASTORE;
            case Const.T_SHORT:
                return InstructionConst.SASTORE;
            case Const.T_INT:
                return InstructionConst.IASTORE;
            case Const.T_FLOAT:
                return InstructionConst.FASTORE;
            case Const.T_DOUBLE:
                return InstructionConst.DASTORE;
            case Const.T_LONG:
                return InstructionConst.LASTORE;
            case Const.T_ARRAY:
            case Const.T_OBJECT:
                return InstructionConst.AASTORE;
            default:
                throw new IllegalArgumentException(""Invalid type "" + type);
        }
    }"
org.apache.bcel.generic.InstructionFactory,"createCast( final Type src_type, final Type dest_type )","/** Create conversion operation for two stack operands, this may be an I2C, instruction, e.g.,
     * if the operands are basic types and CHECKCAST if they are reference types.
     */","public Instruction createCast( final Type src_type, final Type dest_type ) {
        if ((src_type instanceof BasicType) && (dest_type instanceof BasicType)) {
            final byte dest = dest_type.getType();
            byte src = src_type.getType();
            if (dest == Const.T_LONG
                    && (src == Const.T_CHAR || src == Const.T_BYTE || src == Const.T_SHORT)) {
                src = Const.T_INT;
            }
            final String name = ""org.apache.bcel.generic."" + short_names[src - Const.T_CHAR] + ""2""
                    + short_names[dest - Const.T_CHAR];
            Instruction i = null;
            try {
                i = (Instruction) java.lang.Class.forName(name).newInstance();
            } catch (final Exception e) {
                throw new IllegalArgumentException(""Could not find instruction: "" + name, e);
            }
            return i;
        } else if ((src_type instanceof ReferenceType) && (dest_type instanceof ReferenceType)) {
            if (dest_type instanceof ArrayType) {
                return new CHECKCAST(cp.addArrayClass((ArrayType) dest_type));
            }
            return new CHECKCAST(cp.addClass(((ObjectType) dest_type).getClassName()));
        } else {
            throw new IllegalArgumentException(""Cannot cast "" + src_type + "" to "" + dest_type);
        }
    }"
org.apache.bcel.generic.InstructionFactory,"createGetField( final String class_name, final String name, final Type t )",,"public GETFIELD createGetField( final String class_name, final String name, final Type t ) {
        return new GETFIELD(cp.addFieldref(class_name, name, t.getSignature()));
    }"
org.apache.bcel.generic.InstructionFactory,"createGetStatic( final String class_name, final String name, final Type t )",,"public GETSTATIC createGetStatic( final String class_name, final String name, final Type t ) {
        return new GETSTATIC(cp.addFieldref(class_name, name, t.getSignature()));
    }"
org.apache.bcel.generic.InstructionFactory,"createPutField( final String class_name, final String name, final Type t )",,"public PUTFIELD createPutField( final String class_name, final String name, final Type t ) {
        return new PUTFIELD(cp.addFieldref(class_name, name, t.getSignature()));
    }"
org.apache.bcel.generic.InstructionFactory,"createPutStatic( final String class_name, final String name, final Type t )",,"public PUTSTATIC createPutStatic( final String class_name, final String name, final Type t ) {
        return new PUTSTATIC(cp.addFieldref(class_name, name, t.getSignature()));
    }"
org.apache.bcel.generic.InstructionFactory,createCheckCast( final ReferenceType t ),,"public CHECKCAST createCheckCast( final ReferenceType t ) {
        if (t instanceof ArrayType) {
            return new CHECKCAST(cp.addArrayClass((ArrayType) t));
        }
        return new CHECKCAST(cp.addClass((ObjectType) t));
    }"
org.apache.bcel.generic.InstructionFactory,createInstanceOf( final ReferenceType t ),,"public INSTANCEOF createInstanceOf( final ReferenceType t ) {
        if (t instanceof ArrayType) {
            return new INSTANCEOF(cp.addArrayClass((ArrayType) t));
        }
        return new INSTANCEOF(cp.addClass((ObjectType) t));
    }"
org.apache.bcel.generic.InstructionFactory,createNew( final ObjectType t ),,"public NEW createNew( final ObjectType t ) {
        return new NEW(cp.addClass(t));
    }"
org.apache.bcel.generic.InstructionFactory,createNew( final String s ),,"public NEW createNew( final String s ) {
        return createNew(ObjectType.getInstance(s));
    }"
org.apache.bcel.generic.InstructionFactory,"createNewArray( final Type t, final short dim )","/** Create new array of given size and type.
     * @return an instruction that creates the corresponding array at runtime, i.e. is an AllocationInstruction
     */","public Instruction createNewArray( final Type t, final short dim ) {
        if (dim == 1) {
            if (t instanceof ObjectType) {
                return new ANEWARRAY(cp.addClass((ObjectType) t));
            } else if (t instanceof ArrayType) {
                return new ANEWARRAY(cp.addArrayClass((ArrayType) t));
            } else {
                return new NEWARRAY(t.getType());
            }
        }
        ArrayType at;
        if (t instanceof ArrayType) {
            at = (ArrayType) t;
        } else {
            at = new ArrayType(t, dim);
        }
        return new MULTIANEWARRAY(cp.addArrayClass(at), dim);
    }"
org.apache.bcel.generic.InstructionFactory,createNull( final Type type ),"/** Create ""null"" value for reference types, 0 for basic types like int
     */","public static Instruction createNull( final Type type ) {
        switch (type.getType()) {
            case Const.T_ARRAY:
            case Const.T_OBJECT:
                return InstructionConst.ACONST_NULL;
            case Const.T_INT:
            case Const.T_SHORT:
            case Const.T_BOOLEAN:
            case Const.T_CHAR:
            case Const.T_BYTE:
                return InstructionConst.ICONST_0;
            case Const.T_FLOAT:
                return InstructionConst.FCONST_0;
            case Const.T_DOUBLE:
                return InstructionConst.DCONST_0;
            case Const.T_LONG:
                return InstructionConst.LCONST_0;
            case Const.T_VOID:
                return InstructionConst.NOP;
            default:
                throw new IllegalArgumentException(""Invalid type: "" + type);
        }
    }"
org.apache.bcel.generic.InstructionFactory,"createBranchInstruction( final short opcode, final InstructionHandle target )","/** Create branch instruction by given opcode, except LOOKUPSWITCH and TABLESWITCH.
     * For those you should use the SWITCH compound instruction.
     */","public static BranchInstruction createBranchInstruction( final short opcode, final InstructionHandle target ) {
        switch (opcode) {
            case Const.IFEQ:
                return new IFEQ(target);
            case Const.IFNE:
                return new IFNE(target);
            case Const.IFLT:
                return new IFLT(target);
            case Const.IFGE:
                return new IFGE(target);
            case Const.IFGT:
                return new IFGT(target);
            case Const.IFLE:
                return new IFLE(target);
            case Const.IF_ICMPEQ:
                return new IF_ICMPEQ(target);
            case Const.IF_ICMPNE:
                return new IF_ICMPNE(target);
            case Const.IF_ICMPLT:
                return new IF_ICMPLT(target);
            case Const.IF_ICMPGE:
                return new IF_ICMPGE(target);
            case Const.IF_ICMPGT:
                return new IF_ICMPGT(target);
            case Const.IF_ICMPLE:
                return new IF_ICMPLE(target);
            case Const.IF_ACMPEQ:
                return new IF_ACMPEQ(target);
            case Const.IF_ACMPNE:
                return new IF_ACMPNE(target);
            case Const.GOTO:
                return new GOTO(target);
            case Const.JSR:
                return new JSR(target);
            case Const.IFNULL:
                return new IFNULL(target);
            case Const.IFNONNULL:
                return new IFNONNULL(target);
            case Const.GOTO_W:
                return new GOTO_W(target);
            case Const.JSR_W:
                return new JSR_W(target);
            default:
                throw new IllegalArgumentException(""Invalid opcode: "" + opcode);
        }
    }"
org.apache.bcel.generic.InstructionFactory,void setClassGen( final ClassGen c ),,"public void setClassGen( final ClassGen c ) {
        cg = c;
    }"
org.apache.bcel.generic.InstructionFactory,getClassGen(),,"public ClassGen getClassGen() {
        return cg;
    }"
org.apache.bcel.generic.InstructionFactory,void setConstantPool( final ConstantPoolGen c ),,"public void setConstantPool( final ConstantPoolGen c ) {
        cp = c;
    }"
org.apache.bcel.generic.InstructionFactory,getConstantPool(),,"public ConstantPoolGen getConstantPool() {
        return cp;
    }"
org.apache.bcel.generic.FieldInstruction,toString( final ConstantPool cp ),"/**
     * @return mnemonic for instruction with symbolic references resolved
     */","@Override
    public String toString( final ConstantPool cp ) {
        return org.apache.bcel.Const.getOpcodeName(super.getOpcode()) + "" ""
                + cp.constantToString(super.getIndex(), org.apache.bcel.Const.CONSTANT_Fieldref);
    }"
org.apache.bcel.generic.FieldInstruction,getFieldSize( final ConstantPoolGen cpg ),"/** @return size of field (1 or 2)
     */","protected int getFieldSize( final ConstantPoolGen cpg ) {
        return Type.size(Type.getTypeSize(getSignature(cpg)));
    }"
org.apache.bcel.generic.FieldInstruction,getType( final ConstantPoolGen cpg ),"/** @return return type of referenced field
     */","@Override
    public Type getType( final ConstantPoolGen cpg ) {
        return getFieldType(cpg);
    }"
org.apache.bcel.generic.FieldInstruction,getFieldType( final ConstantPoolGen cpg ),"/** @return type of field
     */","public Type getFieldType( final ConstantPoolGen cpg ) {
        return Type.getType(getSignature(cpg));
    }"
org.apache.bcel.generic.FieldInstruction,getFieldName( final ConstantPoolGen cpg ),"/** @return name of referenced field.
     */","public String getFieldName( final ConstantPoolGen cpg ) {
        return getName(cpg);
    }"
org.apache.bcel.generic.ArrayElementValueGen,getElementValue(),"/**
     * Return immutable variant of this ArrayElementValueGen
     */","@Override
    public ElementValue getElementValue()
    {
        final ElementValue[] immutableData = new ElementValue[evalues.size()];
        int i = 0;
        for (final ElementValueGen element : evalues) {
            immutableData[i++] = element.getElementValue();
        }
        return new ArrayElementValue(super.getElementValueType(),
                immutableData,
                getConstantPool().getConstantPool());
    }"
org.apache.bcel.generic.ArrayElementValueGen,void dump(final DataOutputStream dos),,"@Override
    public void dump(final DataOutputStream dos) throws IOException
    {
        dos.writeByte(super.getElementValueType()); // u1 type of value (ARRAY == '[')
        dos.writeShort(evalues.size());
        for (final ElementValueGen element : evalues) {
            element.dump(dos);
        }
    }"
org.apache.bcel.generic.ArrayElementValueGen,stringifyValue(),,"@Override
    public String stringifyValue()
    {
        final StringBuilder sb = new StringBuilder();
        sb.append(""["");
        String comma = """";
        for (final ElementValueGen element : evalues) {
            sb.append(comma);
            comma = "","";
            sb.append(element.stringifyValue());
        }
        sb.append(""]"");
        return sb.toString();
    }"
org.apache.bcel.generic.ArrayElementValueGen,getElementValues(),,"public List<ElementValueGen> getElementValues()
    {
        return evalues;
    }"
org.apache.bcel.generic.ArrayElementValueGen,getElementValuesSize(),,"public int getElementValuesSize()
    {
        return evalues.size();
    }"
org.apache.bcel.generic.ArrayElementValueGen,void addElement(final ElementValueGen gen),,"public void addElement(final ElementValueGen gen)
    {
        evalues.add(gen);
    }"
org.apache.bcel.generic.ANEWARRAY,getExceptions(),,"@Override
    public Class<?>[] getExceptions() {
        return ExceptionConst.createExceptions(ExceptionConst.EXCS.EXCS_CLASS_AND_INTERFACE_RESOLUTION,
            ExceptionConst.NEGATIVE_ARRAY_SIZE_EXCEPTION);
    }"
org.apache.bcel.generic.ANEWARRAY,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitLoadClass(this);
        v.visitAllocationInstruction(this);
        v.visitExceptionThrower(this);
        v.visitStackProducer(this);
        v.visitTypedInstruction(this);
        v.visitCPInstruction(this);
        v.visitANEWARRAY(this);
    }"
org.apache.bcel.generic.ANEWARRAY,getLoadClassType( final ConstantPoolGen cpg ),,"@Override
    public ObjectType getLoadClassType( final ConstantPoolGen cpg ) {
        Type t = getType(cpg);
        if (t instanceof ArrayType) {
            t = ((ArrayType) t).getBasicType();
        }
        return (t instanceof ObjectType) ? (ObjectType) t : null;
    }"
org.apache.bcel.generic.ISTORE,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        super.accept(v);
        v.visitISTORE(this);
    }"
org.apache.bcel.generic.IUSHR,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitTypedInstruction(this);
        v.visitStackProducer(this);
        v.visitStackConsumer(this);
        v.visitArithmeticInstruction(this);
        v.visitIUSHR(this);
    }"
org.apache.bcel.generic.JsrInstruction,getType( final ConstantPoolGen cp ),"/** @return return address type
     */","@Override
    public Type getType( final ConstantPoolGen cp ) {
        return new ReturnaddressType(physicalSuccessor());
    }"
org.apache.bcel.generic.JsrInstruction,physicalSuccessor(),"/**
     * Returns an InstructionHandle to the physical successor
     * of this JsrInstruction. <B>For this method to work,
     * this JsrInstruction object must not be shared between
     * multiple InstructionHandle objects!</B>
     * Formally, there must not be InstructionHandle objects
     * i, j where i != j and i.getInstruction() == this ==
     * j.getInstruction().
     * @return an InstructionHandle to the ""next"" instruction that
     * will be executed when RETurned from a subroutine.
     */","public InstructionHandle physicalSuccessor() {
        InstructionHandle ih = super.getTarget();
        // Rewind!
        while (ih.getPrev() != null) {
            ih = ih.getPrev();
        }
        // Find the handle for ""this"" JsrInstruction object.
        while (ih.getInstruction() != this) {
            ih = ih.getNext();
        }
        final InstructionHandle toThis = ih;
        while (ih != null) {
            ih = ih.getNext();
            if ((ih != null) && (ih.getInstruction() == this)) {
                throw new IllegalStateException(""physicalSuccessor() called on a shared JsrInstruction."");
            }
        }
        // Return the physical successor
        return toThis.getNext();
    }"
org.apache.bcel.generic.DUP2,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitStackProducer(this);
        v.visitPushInstruction(this);
        v.visitStackInstruction(this);
        v.visitDUP2(this);
    }"
org.apache.bcel.generic.FRETURN,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitExceptionThrower(this);
        v.visitTypedInstruction(this);
        v.visitStackConsumer(this);
        v.visitReturnInstruction(this);
        v.visitFRETURN(this);
    }"
org.apache.bcel.generic.LUSHR,void accept( final Visitor v ),"/**
     * Call corresponding visitor method(s). The order is:
     * Call visitor methods of implemented interfaces first, then
     * call methods according to the class hierarchy in descending order,
     * i.e., the most specific visitXXX() call comes last.
     *
     * @param v Visitor object
     */","@Override
    public void accept( final Visitor v ) {
        v.visitTypedInstruction(this);
        v.visitStackProducer(this);
        v.visitStackConsumer(this);
        v.visitArithmeticInstruction(this);
        v.visitLUSHR(this);
    }"
org.apache.bcel.generic.InstructionList,isEmpty(),"/**
     * Test for empty list.
     */","public boolean isEmpty() {
        return start == null;
    }"
org.apache.bcel.generic.InstructionList,"findHandle(final InstructionHandle[] ihs, final int[] pos, final int count, final int target)","/**
     * Find the target instruction (handle) that corresponds to the given target position (byte code offset).
     *
     * @param ihs
     *            array of instruction handles, i.e. il.getInstructionHandles()
     * @param pos
     *            array of positions corresponding to ihs, i.e. il.getInstructionPositions()
     * @param count
     *            length of arrays
     * @param target
     *            target position to search for
     * @return target position's instruction handle if available
     */","public static InstructionHandle findHandle(final InstructionHandle[] ihs, final int[] pos, final int count, final int target) {
        int l = 0;
        int r = count - 1;
        /*
         * Do a binary search since the pos array is orderd.
         */
        do {
            final int i = (l + r) >>> 1;
            final int j = pos[i];
            if (j == target) {
                return ihs[i];
            } else if (target < j) {
                r = i - 1;
            } else {
                l = i + 1;
            }
        } while (l <= r);
        return null;
    }"
org.apache.bcel.generic.InstructionList,findHandle(final int pos),"/**
     * Get instruction handle for instruction at byte code position pos. This only works properly, if the list is freshly initialized from a byte array or
     * setPositions() has been called before this method.
     *
     * @param pos
     *            byte code position to search for
     * @return target position's instruction handle if available
     */","public InstructionHandle findHandle(final int pos) {
        final int[] positions = bytePositions;
        InstructionHandle ih = start;
        for (int i = 0; i < length; i++) {
            if (positions[i] == pos) {
                return ih;
            }
            ih = ih.getNext();
        }
        return null;
    }"
org.apache.bcel.generic.InstructionList,"append(final InstructionHandle ih, final InstructionList il)","/**
     * Append another list after instruction (handle) ih contained in this list. Consumes argument list, i.e., it becomes empty.
     *
     * @param ih
     *            where to append the instruction list
     * @param il
     *            Instruction list to append to this one
     * @return instruction handle pointing to the <B>first</B> appended instruction
     */","public InstructionHandle append(final InstructionHandle ih, final InstructionList il) {
        if (il == null) {
            throw new ClassGenException(""Appending null InstructionList"");
        }
        if (il.isEmpty()) {
            return ih;
        }
        final InstructionHandle next = ih.getNext();
        final InstructionHandle ret = il.start;
        ih.setNext(il.start);
        il.start.setPrev(ih);
        il.end.setNext(next);
        if (next != null) {
            next.setPrev(il.end);
        } else {
            end = il.end; // Update end ...
        }
        length += il.length; // Update length
        il.clear();
        return ret;
    }"
org.apache.bcel.generic.InstructionList,"append(final Instruction i, final InstructionList il)","/**
     * Append another list after instruction i contained in this list. Consumes argument list, i.e., it becomes empty.
     *
     * @param i
     *            where to append the instruction list
     * @param il
     *            Instruction list to append to this one
     * @return instruction handle pointing to the <B>first</B> appended instruction
     */","public InstructionHandle append(final Instruction i, final InstructionList il) {
        InstructionHandle ih;
        if ((ih = findInstruction2(i)) == null) {
            throw new ClassGenException(""Instruction "" + i + "" is not contained in this list."");
        }
        return append(ih, il);
    }"
org.apache.bcel.generic.InstructionList,append(final InstructionList il),"/**
     * Append another list to this one. Consumes argument list, i.e., it becomes empty.
     *
     * @param il
     *            list to append to end of this list
     * @return instruction handle of the <B>first</B> appended instruction
     */","public InstructionHandle append(final InstructionList il) {
        if (il == null) {
            throw new ClassGenException(""Appending null InstructionList"");
        }
        if (il.isEmpty()) {
            return null;
        }
        if (isEmpty()) {
            start = il.start;
            end = il.end;
            length = il.length;
            il.clear();
            return start;
        }
        return append(end, il); // was end.instruction
    }"
org.apache.bcel.generic.InstructionList,void append(final InstructionHandle ih),"/**
     * Append an instruction to the end of this list.
     *
     * @param ih
     *            instruction to append
     */","private void append(final InstructionHandle ih) {
        if (isEmpty()) {
            start = end = ih;
            ih.setNext(ih.setPrev(null));
        } else {
            end.setNext(ih);
            ih.setPrev(end);
            ih.setNext(null);
            end = ih;
        }
        length++; // Update length
    }"
org.apache.bcel.generic.InstructionList,append(final Instruction i),"/**
     * Append an instruction to the end of this list.
     *
     * @param i
     *            instruction to append
     * @return instruction handle of the appended instruction
     */","public InstructionHandle append(final Instruction i) {
        final InstructionHandle ih = InstructionHandle.getInstructionHandle(i);
        append(ih);
        return ih;
    }"
org.apache.bcel.generic.InstructionList,append(final BranchInstruction i),"/**
     * Append a branch instruction to the end of this list.
     *
     * @param i
     *            branch instruction to append
     * @return branch instruction handle of the appended instruction
     */","public BranchHandle append(final BranchInstruction i) {
        final BranchHandle ih = BranchHandle.getBranchHandle(i);
        append(ih);
        return ih;
    }"
org.apache.bcel.generic.InstructionList,"append(final Instruction i, final Instruction j)","/**
     * Append a single instruction j after another instruction i, which must be in this list of course!
     *
     * @param i
     *            Instruction in list
     * @param j
     *            Instruction to append after i in list
     * @return instruction handle of the first appended instruction
     */","public InstructionHandle append(final Instruction i, final Instruction j) {
        return append(i, new InstructionList(j));
    }"
org.apache.bcel.generic.InstructionList,"append(final Instruction i, final CompoundInstruction c)","/**
     * Append a compound instruction, after instruction i.
     *
     * @param i
     *            Instruction in list
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first appended instruction
     */","public InstructionHandle append(final Instruction i, final CompoundInstruction c) {
        return append(i, c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,append(final CompoundInstruction c),"/**
     * Append a compound instruction.
     *
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first appended instruction
     */","public InstructionHandle append(final CompoundInstruction c) {
        return append(c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,"append(final InstructionHandle ih, final CompoundInstruction c)","/**
     * Append a compound instruction.
     *
     * @param ih
     *            where to append the instruction list
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first appended instruction
     */","public InstructionHandle append(final InstructionHandle ih, final CompoundInstruction c) {
        return append(ih, c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,"append(final InstructionHandle ih, final Instruction i)","/**
     * Append an instruction after instruction (handle) ih contained in this list.
     *
     * @param ih
     *            where to append the instruction list
     * @param i
     *            Instruction to append
     * @return instruction handle pointing to the <B>first</B> appended instruction
     */","public InstructionHandle append(final InstructionHandle ih, final Instruction i) {
        return append(ih, new InstructionList(i));
    }"
org.apache.bcel.generic.InstructionList,"append(final InstructionHandle ih, final BranchInstruction i)","/**
     * Append an instruction after instruction (handle) ih contained in this list.
     *
     * @param ih
     *            where to append the instruction list
     * @param i
     *            Instruction to append
     * @return instruction handle pointing to the <B>first</B> appended instruction
     */","public BranchHandle append(final InstructionHandle ih, final BranchInstruction i) {
        final BranchHandle bh = BranchHandle.getBranchHandle(i);
        final InstructionList il = new InstructionList();
        il.append(bh);
        append(ih, il);
        return bh;
    }"
org.apache.bcel.generic.InstructionList,"insert(final InstructionHandle ih, final InstructionList il)","/**
     * Insert another list before Instruction handle ih contained in this list. Consumes argument list, i.e., it becomes empty.
     *
     * @param ih
     *            where to append the instruction list
     * @param il
     *            Instruction list to insert
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final InstructionHandle ih, final InstructionList il) {
        if (il == null) {
            throw new ClassGenException(""Inserting null InstructionList"");
        }
        if (il.isEmpty()) {
            return ih;
        }
        final InstructionHandle prev = ih.getPrev();
        final InstructionHandle ret = il.start;
        ih.setPrev(il.end);
        il.end.setNext(ih);
        il.start.setPrev(prev);
        if (prev != null) {
            prev.setNext(il.start);
        } else {
            start = il.start; // Update start ...
        }
        length += il.length; // Update length
        il.clear();
        return ret;
    }"
org.apache.bcel.generic.InstructionList,insert(final InstructionList il),"/**
     * Insert another list.
     *
     * @param il
     *            list to insert before start of this list
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final InstructionList il) {
        if (isEmpty()) {
            append(il); // Code is identical for this case
            return start;
        }
        return insert(start, il);
    }"
org.apache.bcel.generic.InstructionList,void insert(final InstructionHandle ih),"/**
     * Insert an instruction at start of this list.
     *
     * @param ih
     *            instruction to insert
     */","private void insert(final InstructionHandle ih) {
        if (isEmpty()) {
            start = end = ih;
            ih.setNext(ih.setPrev(null));
        } else {
            start.setPrev(ih);
            ih.setNext(start);
            ih.setPrev(null);
            start = ih;
        }
        length++;
    }"
org.apache.bcel.generic.InstructionList,"insert(final Instruction i, final InstructionList il)","/**
     * Insert another list before Instruction i contained in this list. Consumes argument list, i.e., it becomes empty.
     *
     * @param i
     *            where to append the instruction list
     * @param il
     *            Instruction list to insert
     * @return instruction handle pointing to the first inserted instruction, i.e., il.getStart()
     */","public InstructionHandle insert(final Instruction i, final InstructionList il) {
        InstructionHandle ih;
        if ((ih = findInstruction1(i)) == null) {
            throw new ClassGenException(""Instruction "" + i + "" is not contained in this list."");
        }
        return insert(ih, il);
    }"
org.apache.bcel.generic.InstructionList,insert(final Instruction i),"/**
     * Insert an instruction at start of this list.
     *
     * @param i
     *            instruction to insert
     * @return instruction handle of the inserted instruction
     */","public InstructionHandle insert(final Instruction i) {
        final InstructionHandle ih = InstructionHandle.getInstructionHandle(i);
        insert(ih);
        return ih;
    }"
org.apache.bcel.generic.InstructionList,insert(final BranchInstruction i),"/**
     * Insert a branch instruction at start of this list.
     *
     * @param i
     *            branch instruction to insert
     * @return branch instruction handle of the appended instruction
     */","public BranchHandle insert(final BranchInstruction i) {
        final BranchHandle ih = BranchHandle.getBranchHandle(i);
        insert(ih);
        return ih;
    }"
org.apache.bcel.generic.InstructionList,"insert(final Instruction i, final Instruction j)","/**
     * Insert a single instruction j before another instruction i, which must be in this list of course!
     *
     * @param i
     *            Instruction in list
     * @param j
     *            Instruction to insert before i in list
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final Instruction i, final Instruction j) {
        return insert(i, new InstructionList(j));
    }"
org.apache.bcel.generic.InstructionList,"insert(final Instruction i, final CompoundInstruction c)","/**
     * Insert a compound instruction before instruction i.
     *
     * @param i
     *            Instruction in list
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final Instruction i, final CompoundInstruction c) {
        return insert(i, c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,insert(final CompoundInstruction c),"/**
     * Insert a compound instruction.
     *
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final CompoundInstruction c) {
        return insert(c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,"insert(final InstructionHandle ih, final Instruction i)","/**
     * Insert an instruction before instruction (handle) ih contained in this list.
     *
     * @param ih
     *            where to insert to the instruction list
     * @param i
     *            Instruction to insert
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final InstructionHandle ih, final Instruction i) {
        return insert(ih, new InstructionList(i));
    }"
org.apache.bcel.generic.InstructionList,"insert(final InstructionHandle ih, final CompoundInstruction c)","/**
     * Insert a compound instruction.
     *
     * @param ih
     *            where to insert the instruction list
     * @param c
     *            The composite instruction (containing an InstructionList)
     * @return instruction handle of the first inserted instruction
     */","public InstructionHandle insert(final InstructionHandle ih, final CompoundInstruction c) {
        return insert(ih, c.getInstructionList());
    }"
org.apache.bcel.generic.InstructionList,"insert(final InstructionHandle ih, final BranchInstruction i)","/**
     * Insert an instruction before instruction (handle) ih contained in this list.
     *
     * @param ih
     *            where to insert to the instruction list
     * @param i
     *            Instruction to insert
     * @return instruction handle of the first inserted instruction
     */","public BranchHandle insert(final InstructionHandle ih, final BranchInstruction i) {
        final BranchHandle bh = BranchHandle.getBranchHandle(i);
        final InstructionList il = new InstructionList();
        il.append(bh);
        insert(ih, il);
        return bh;
    }"
