id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition,focal_method,docstring
dbut_52_3,"    public void testGetCharacterStream_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getCharacterStream(""column""));
    }
",SqlNullCheckedResultSetTest::testGetCharacterStream_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getCharacterStream(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getCharacterStream(int)
     */","protected final Reader getCharacterStream(int columnIndex) throws SQLException {
        return rs.getCharacterStream(columnIndex);
    }","protected final Reader getCharacterStream(int columnIndex) throws SQLException {
        return rs.getCharacterStream(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getCharacterStream(int)
     */"
dbut_52_4,"    public void testGetCharacterStream_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetCharacterStream_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_53_1,"    public void testGetClob_1_oe() throws SQLException {

        assertNull(rs.getClob(1));
    }
",SqlNullCheckedResultSetTest::testGetClob_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getClob(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getClob(int)
     */","protected final Clob getClob(int columnIndex) throws SQLException {
        return rs.getClob(columnIndex);
    }","protected final Clob getClob(int columnIndex) throws SQLException {
        return rs.getClob(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getClob(int)
     */"
dbut_53_2,"    public void testGetClob_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetClob_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_53_3,"    public void testGetClob_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getClob(""column""));
    }
",SqlNullCheckedResultSetTest::testGetClob_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getClob(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getClob(int)
     */","protected final Clob getClob(int columnIndex) throws SQLException {
        return rs.getClob(columnIndex);
    }","protected final Clob getClob(int columnIndex) throws SQLException {
        return rs.getClob(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getClob(int)
     */"
dbut_53_4,"    public void testGetClob_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetClob_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_54_1,"    public void testGetDate_1_oe() throws SQLException {

        assertNull(rs.getDate(1));
    }
",SqlNullCheckedResultSetTest::testGetDate_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getDate(int columnIndex, Calendar cal)","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */"
dbut_54_2,"    public void testGetDate_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDate_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_54_3,"    public void testGetDate_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getDate(""column""));
    }
",SqlNullCheckedResultSetTest::testGetDate_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getDate(int columnIndex, Calendar cal)","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */"
dbut_54_4,"    public void testGetDate_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDate_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_54_5,"    public void testGetDate_5_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertNull(rs.getDate(1, Calendar.getInstance()));
    }
",SqlNullCheckedResultSetTest::testGetDate_5_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getDate(int columnIndex, Calendar cal)","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }",,
dbut_54_6,"    public void testGetDate_6_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDate_6_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_54_7,"    public void testGetDate_7_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertNull(rs.getDate(""column"", Calendar.getInstance()));
    }
",SqlNullCheckedResultSetTest::testGetDate_7_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getDate(int columnIndex, Calendar cal)","/**
     * @param columnIndex
     * @param cal
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDate(int, java.util.Calendar)
     */","protected final Date getDate(int columnIndex, Calendar cal) throws SQLException {
        return rs.getDate(columnIndex, cal);
    }",,
dbut_54_8,"    public void testGetDate_8_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDate_8_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_55_1,"    public void testGetDouble_1_oe() throws SQLException {

        assertEquals(0.0, rs.getDouble(1), 0.0);
    }
",SqlNullCheckedResultSetTest::testGetDouble_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getDouble(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDouble(int)
     */","protected final double getDouble(int columnIndex) throws SQLException {
        return rs.getDouble(columnIndex);
    }","protected final double getDouble(int columnIndex) throws SQLException {
        return rs.getDouble(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDouble(int)
     */"
dbut_55_2,"    public void testGetDouble_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDouble_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_55_3,"    public void testGetDouble_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertEquals(0.0, rs.getDouble(""column""), 0.0);
    }
",SqlNullCheckedResultSetTest::testGetDouble_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getDouble(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDouble(int)
     */","protected final double getDouble(int columnIndex) throws SQLException {
        return rs.getDouble(columnIndex);
    }","protected final double getDouble(int columnIndex) throws SQLException {
        return rs.getDouble(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getDouble(int)
     */"
dbut_55_4,"    public void testGetDouble_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetDouble_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_56_1,"    public void testGetFloat_1_oe() throws SQLException {
        assertEquals(0, rs.getFloat(1), 0.0);
    }
",SqlNullCheckedResultSetTest::testGetFloat_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getFloat(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getFloat(int)
     */","protected final float getFloat(int columnIndex) throws SQLException {
        return rs.getFloat(columnIndex);
    }","protected final float getFloat(int columnIndex) throws SQLException {
        return rs.getFloat(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getFloat(int)
     */"
dbut_56_2,"    public void testGetFloat_2_oe() throws SQLException {
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetFloat_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_56_3,"    public void testGetFloat_3_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        assertEquals(0, rs.getFloat(""column""), 0.0);
    }
",SqlNullCheckedResultSetTest::testGetFloat_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getFloat(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getFloat(int)
     */","protected final float getFloat(int columnIndex) throws SQLException {
        return rs.getFloat(columnIndex);
    }","protected final float getFloat(int columnIndex) throws SQLException {
        return rs.getFloat(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getFloat(int)
     */"
dbut_56_4,"    public void testGetFloat_4_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetFloat_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_57_1,"    public void testGetInt_1_oe() throws SQLException {
        assertEquals(0, rs.getInt(1));
    }
",SqlNullCheckedResultSetTest::testGetInt_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getInt(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getInt(int)
     */","protected final int getInt(int columnIndex) throws SQLException {
        return rs.getInt(columnIndex);
    }","protected final int getInt(int columnIndex) throws SQLException {
        return rs.getInt(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getInt(int)
     */"
dbut_57_2,"    public void testGetInt_2_oe() throws SQLException {
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetInt_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_57_3,"    public void testGetInt_3_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        assertEquals(0, rs.getInt(""column""));
    }
",SqlNullCheckedResultSetTest::testGetInt_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getInt(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getInt(int)
     */","protected final int getInt(int columnIndex) throws SQLException {
        return rs.getInt(columnIndex);
    }","protected final int getInt(int columnIndex) throws SQLException {
        return rs.getInt(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getInt(int)
     */"
dbut_57_4,"    public void testGetInt_4_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetInt_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_58_1,"    public void testGetLong_1_oe() throws SQLException {
        assertEquals(0, rs.getLong(1));
    }
",SqlNullCheckedResultSetTest::testGetLong_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getLong(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getLong(int)
     */","protected final long getLong(int columnIndex) throws SQLException {
        return rs.getLong(columnIndex);
    }","protected final long getLong(int columnIndex) throws SQLException {
        return rs.getLong(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getLong(int)
     */"
dbut_58_2,"    public void testGetLong_2_oe() throws SQLException {
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetLong_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_58_3,"    public void testGetLong_3_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        assertEquals(0, rs.getLong(""column""));
    }
",SqlNullCheckedResultSetTest::testGetLong_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getLong(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getLong(int)
     */","protected final long getLong(int columnIndex) throws SQLException {
        return rs.getLong(columnIndex);
    }","protected final long getLong(int columnIndex) throws SQLException {
        return rs.getLong(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getLong(int)
     */"
dbut_58_4,"    public void testGetLong_4_oe() throws SQLException {
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetLong_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_59_1,"    public void testGetObject_1_oe() throws SQLException {

        assertNull(rs.getObject(1));
    }
",SqlNullCheckedResultSetTest::testGetObject_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getObject(int columnIndex, Map<String, Class<?>> map)","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */"
dbut_59_2,"    public void testGetObject_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetObject_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_59_3,"    public void testGetObject_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getObject(""column""));
    }
",SqlNullCheckedResultSetTest::testGetObject_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getObject(int columnIndex, Map<String, Class<?>> map)","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */"
dbut_59_4,"    public void testGetObject_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetObject_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_59_5,"    public void testGetObject_5_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertNull(rs.getObject(1, (Map<String, Class<?>>) null));
    }
",SqlNullCheckedResultSetTest::testGetObject_5_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getObject(int columnIndex, Map<String, Class<?>> map)","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */"
dbut_59_6,"    public void testGetObject_6_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetObject_6_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_59_7,"    public void testGetObject_7_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertNull(rs.getObject(""column"", (Map<String, Class<?>>) null));
    }
",SqlNullCheckedResultSetTest::testGetObject_7_oe,org.apache.commons.dbutils.BaseResultSetHandler,"getObject(int columnIndex, Map<String, Class<?>> map)","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","protected final Object getObject(int columnIndex, Map<String, Class<?>> map) throws SQLException {
        return rs.getObject(columnIndex, map);
    }","/**
     * @param columnIndex
     * @param map
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getObject(int, java.util.Map)
     */"
dbut_59_8,"    public void testGetObject_8_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetObject_8_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_60_1,"    public void testGetRef_1_oe() throws SQLException {

        assertNull(rs.getRef(1));
    }
",SqlNullCheckedResultSetTest::testGetRef_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getRef(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getRef(int)
     */","protected final Ref getRef(int columnIndex) throws SQLException {
        return rs.getRef(columnIndex);
    }","protected final Ref getRef(int columnIndex) throws SQLException {
        return rs.getRef(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getRef(int)
     */"
dbut_60_2,"    public void testGetRef_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetRef_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_60_3,"    public void testGetRef_3_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        assertNull(rs.getRef(""column""));
    }
",SqlNullCheckedResultSetTest::testGetRef_3_oe,org.apache.commons.dbutils.BaseResultSetHandler,getRef(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getRef(int)
     */","protected final Ref getRef(int columnIndex) throws SQLException {
        return rs.getRef(columnIndex);
    }","protected final Ref getRef(int columnIndex) throws SQLException {
        return rs.getRef(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getRef(int)
     */"
dbut_60_4,"    public void testGetRef_4_oe() throws SQLException {

        // removed other assertion
        // removed other assertion
        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetRef_4_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
dbut_61_1,"    public void testGetShort_1_oe() throws SQLException {

        assertEquals((short) 0, rs.getShort(1));
    }
",SqlNullCheckedResultSetTest::testGetShort_1_oe,org.apache.commons.dbutils.BaseResultSetHandler,getShort(int columnIndex),"/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getShort(int)
     */","protected final short getShort(int columnIndex) throws SQLException {
        return rs.getShort(columnIndex);
    }","protected final short getShort(int columnIndex) throws SQLException {
        return rs.getShort(columnIndex);
    }","/**
     * @param columnIndex
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#getShort(int)
     */"
dbut_61_2,"    public void testGetShort_2_oe() throws SQLException {

        // removed other assertion
        assertTrue(rs.wasNull());
    }
",SqlNullCheckedResultSetTest::testGetShort_2_oe,org.apache.commons.dbutils.BaseResultSetHandler,wasNull(),"/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","protected final boolean wasNull() throws SQLException {
        return rs.wasNull();
    }","/**
     * @return
     * @throws SQLException
     * @see java.sql.ResultSet#wasNull()
     */"
