classname,method,docstring,method_definition
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenAsync(String code),,"public Future<OAuth2AccessToken> getAccessTokenAsync(String code) {
        return getAccessToken(AccessTokenRequestParams.create(code), null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenAsync(AccessTokenRequestParams params),,"public Future<OAuth2AccessToken> getAccessTokenAsync(AccessTokenRequestParams params) {
        return getAccessToken(params, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessToken(String code),,"public OAuth2AccessToken getAccessToken(String code) throws IOException, InterruptedException, ExecutionException {
        return getAccessToken(AccessTokenRequestParams.create(code));
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessToken(AccessTokenRequestParams params),,"public OAuth2AccessToken getAccessToken(AccessTokenRequestParams params)
            throws IOException, InterruptedException, ExecutionException {
        return sendAccessTokenRequestSync(createAccessTokenRequest(params));
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessToken(AccessTokenRequestParams params,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)","/**
     * Start the request to retrieve the access token. The optionally provided callback will be called with the Token
     * when it is available.
     *
     * @param params params
     * @param callback optional callback
     * @return Future
     */","public Future<OAuth2AccessToken> getAccessToken(AccessTokenRequestParams params,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        return sendAccessTokenRequestAsync(createAccessTokenRequest(params), callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessToken(String code,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> getAccessToken(String code,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        return getAccessToken(AccessTokenRequestParams.create(code), callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"createRefreshTokenRequest(String refreshToken, String scope)",,"protected OAuthRequest createRefreshTokenRequest(String refreshToken, String scope) {
        if (refreshToken == null || refreshToken.isEmpty()) {
            throw new IllegalArgumentException(""The refreshToken cannot be null or empty"");
        }
        final OAuthRequest request = new OAuthRequest(api.getAccessTokenVerb(), api.getRefreshTokenEndpoint());

        api.getClientAuthentication().addClientAuthentication(request, getApiKey(), getApiSecret());

        if (scope != null) {
            request.addParameter(OAuthConstants.SCOPE, scope);
        } else if (defaultScope != null) {
            request.addParameter(OAuthConstants.SCOPE, defaultScope);
        }

        request.addParameter(OAuthConstants.REFRESH_TOKEN, refreshToken);
        request.addParameter(OAuthConstants.GRANT_TYPE, OAuthConstants.REFRESH_TOKEN);

        logRequestWithParams(""refresh token"", request);

        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,refreshAccessTokenAsync(String refreshToken),,"public Future<OAuth2AccessToken> refreshAccessTokenAsync(String refreshToken) {
        return refreshAccessToken(refreshToken, (OAuthAsyncRequestCallback<OAuth2AccessToken>) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"refreshAccessTokenAsync(String refreshToken, String scope)",,"public Future<OAuth2AccessToken> refreshAccessTokenAsync(String refreshToken, String scope) {
        return refreshAccessToken(refreshToken, scope, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,refreshAccessToken(String refreshToken),,"public OAuth2AccessToken refreshAccessToken(String refreshToken)
            throws IOException, InterruptedException, ExecutionException {
        return refreshAccessToken(refreshToken, (String) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"refreshAccessToken(String refreshToken, String scope)",,"public OAuth2AccessToken refreshAccessToken(String refreshToken, String scope)
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createRefreshTokenRequest(refreshToken, scope);

        return sendAccessTokenRequestSync(request);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"refreshAccessToken(String refreshToken,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> refreshAccessToken(String refreshToken,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createRefreshTokenRequest(refreshToken, null);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"refreshAccessToken(String refreshToken, String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> refreshAccessToken(String refreshToken, String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createRefreshTokenRequest(refreshToken, scope);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"createAccessTokenPasswordGrantRequest(String username, String password, String scope)",,"protected OAuthRequest createAccessTokenPasswordGrantRequest(String username, String password, String scope) {
        final OAuthRequest request = new OAuthRequest(api.getAccessTokenVerb(), api.getAccessTokenEndpoint());
        request.addParameter(OAuthConstants.USERNAME, username);
        request.addParameter(OAuthConstants.PASSWORD, password);

        if (scope != null) {
            request.addParameter(OAuthConstants.SCOPE, scope);
        } else if (defaultScope != null) {
            request.addParameter(OAuthConstants.SCOPE, defaultScope);
        }

        request.addParameter(OAuthConstants.GRANT_TYPE, OAuthConstants.PASSWORD);

        api.getClientAuthentication().addClientAuthentication(request, getApiKey(), getApiSecret());

        logRequestWithParams(""access token password grant"", request);

        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrant(String username, String password)",,"public OAuth2AccessToken getAccessTokenPasswordGrant(String username, String password)
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createAccessTokenPasswordGrantRequest(username, password, null);

        return sendAccessTokenRequestSync(request);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrant(String username, String password, String scope)",,"public OAuth2AccessToken getAccessTokenPasswordGrant(String username, String password, String scope)
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createAccessTokenPasswordGrantRequest(username, password, scope);

        return sendAccessTokenRequestSync(request);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrantAsync(String username, String password)",,"public Future<OAuth2AccessToken> getAccessTokenPasswordGrantAsync(String username, String password) {
        return getAccessTokenPasswordGrantAsync(username, password,
                (OAuthAsyncRequestCallback<OAuth2AccessToken>) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrantAsync(String username, String password, String scope)",,"public Future<OAuth2AccessToken> getAccessTokenPasswordGrantAsync(String username, String password, String scope) {
        return getAccessTokenPasswordGrantAsync(username, password, scope, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrantAsync(String username, String password,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)","/**
     * Request Access Token Password Grant async version
     *
     * @param username User name
     * @param password User password
     * @param callback Optional callback
     * @return Future
     */","public Future<OAuth2AccessToken> getAccessTokenPasswordGrantAsync(String username, String password,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createAccessTokenPasswordGrantRequest(username, password, null);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenPasswordGrantAsync(String username, String password, String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> getAccessTokenPasswordGrantAsync(String username, String password, String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createAccessTokenPasswordGrantRequest(username, password, scope);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,createAccessTokenClientCredentialsGrantRequest(String scope),,"protected OAuthRequest createAccessTokenClientCredentialsGrantRequest(String scope) {
        final OAuthRequest request = new OAuthRequest(api.getAccessTokenVerb(), api.getAccessTokenEndpoint());

        api.getClientAuthentication().addClientAuthentication(request, getApiKey(), getApiSecret());

        if (scope != null) {
            request.addParameter(OAuthConstants.SCOPE, scope);
        } else if (defaultScope != null) {
            request.addParameter(OAuthConstants.SCOPE, defaultScope);
        }
        request.addParameter(OAuthConstants.GRANT_TYPE, OAuthConstants.CLIENT_CREDENTIALS);

        logRequestWithParams(""access token client credentials grant"", request);

        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenClientCredentialsGrantAsync(),,"public Future<OAuth2AccessToken> getAccessTokenClientCredentialsGrantAsync() {
        return getAccessTokenClientCredentialsGrant((OAuthAsyncRequestCallback<OAuth2AccessToken>) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenClientCredentialsGrantAsync(String scope),,"public Future<OAuth2AccessToken> getAccessTokenClientCredentialsGrantAsync(String scope) {
        return getAccessTokenClientCredentialsGrant(scope, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenClientCredentialsGrant(),,"public OAuth2AccessToken getAccessTokenClientCredentialsGrant()
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createAccessTokenClientCredentialsGrantRequest(null);

        return sendAccessTokenRequestSync(request);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenClientCredentialsGrant(String scope),,"public OAuth2AccessToken getAccessTokenClientCredentialsGrant(String scope)
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createAccessTokenClientCredentialsGrantRequest(scope);

        return sendAccessTokenRequestSync(request);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenClientCredentialsGrant(
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)","/**
     * Start the request to retrieve the access token using client-credentials grant. The optionally provided callback
     * will be called with the Token when it is available.
     *
     * @param callback optional callback
     * @return Future
     */","public Future<OAuth2AccessToken> getAccessTokenClientCredentialsGrant(
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createAccessTokenClientCredentialsGrantRequest(null);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenClientCredentialsGrant(String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> getAccessTokenClientCredentialsGrant(String scope,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createAccessTokenClientCredentialsGrantRequest(scope);

        return sendAccessTokenRequestAsync(request, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"createRevokeTokenRequest(String tokenToRevoke, TokenTypeHint tokenTypeHint)",,"protected OAuthRequest createRevokeTokenRequest(String tokenToRevoke, TokenTypeHint tokenTypeHint) {
        final OAuthRequest request = new OAuthRequest(Verb.POST, api.getRevokeTokenEndpoint());

        api.getClientAuthentication().addClientAuthentication(request, getApiKey(), getApiSecret());

        request.addParameter(""token"", tokenToRevoke);
        if (tokenTypeHint != null) {
            request.addParameter(""token_type_hint"", tokenTypeHint.getValue());
        }

        logRequestWithParams(""revoke token"", request);

        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,revokeTokenAsync(String tokenToRevoke),,"public Future<Void> revokeTokenAsync(String tokenToRevoke) {
        return revokeTokenAsync(tokenToRevoke, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"revokeTokenAsync(String tokenToRevoke, TokenTypeHint tokenTypeHint)",,"public Future<Void> revokeTokenAsync(String tokenToRevoke, TokenTypeHint tokenTypeHint) {
        return revokeToken(tokenToRevoke, null, tokenTypeHint);
    }"
com.github.scribejava.core.oauth.OAuth20Service,void revokeToken(String tokenToRevoke),,"public void revokeToken(String tokenToRevoke) throws IOException, InterruptedException, ExecutionException {
        revokeToken(tokenToRevoke, (TokenTypeHint) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"void revokeToken(String tokenToRevoke, TokenTypeHint tokenTypeHint)",,"public void revokeToken(String tokenToRevoke, TokenTypeHint tokenTypeHint)
            throws IOException, InterruptedException, ExecutionException {
        final OAuthRequest request = createRevokeTokenRequest(tokenToRevoke, tokenTypeHint);

        try (Response response = execute(request)) {
            checkForErrorRevokeToken(response);
        }
    }"
com.github.scribejava.core.oauth.OAuth20Service,"revokeToken(String tokenToRevoke, OAuthAsyncRequestCallback<Void> callback)",,"public Future<Void> revokeToken(String tokenToRevoke, OAuthAsyncRequestCallback<Void> callback) {
        return revokeToken(tokenToRevoke, callback, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"revokeToken(String tokenToRevoke, OAuthAsyncRequestCallback<Void> callback,
            TokenTypeHint tokenTypeHint)",,"public Future<Void> revokeToken(String tokenToRevoke, OAuthAsyncRequestCallback<Void> callback,
            TokenTypeHint tokenTypeHint) {
        final OAuthRequest request = createRevokeTokenRequest(tokenToRevoke, tokenTypeHint);

        return execute(request, callback, new OAuthRequest.ResponseConverter<Void>() {
            @Override
            public Void convert(Response response) throws IOException {
                checkForErrorRevokeToken(response);
                response.close();
                return null;
            }
        });
    }"
com.github.scribejava.core.oauth.OAuth20Service,convert(Response response),,"@Override
            public Void convert(Response response) throws IOException {
                checkForErrorRevokeToken(response);
                response.close();
                return null;
            }"
com.github.scribejava.core.oauth.OAuth20Service,void checkForErrorRevokeToken(Response response),,"private void checkForErrorRevokeToken(Response response) throws IOException {
        if (response.getCode() != 200) {
            OAuth2AccessTokenJsonExtractor.instance().generateError(response);
        }
    }"
com.github.scribejava.core.oauth.OAuth20Service,createDeviceAuthorizationCodesRequest(String scope),,"protected OAuthRequest createDeviceAuthorizationCodesRequest(String scope) {
        final OAuthRequest request = new OAuthRequest(Verb.POST, api.getDeviceAuthorizationEndpoint());
        request.addParameter(OAuthConstants.CLIENT_ID, getApiKey());
        if (scope != null) {
            request.addParameter(OAuthConstants.SCOPE, scope);
        } else if (defaultScope != null) {
            request.addParameter(OAuthConstants.SCOPE, defaultScope);
        }

        logRequestWithParams(""Device Authorization Codes"", request);

        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,getDeviceAuthorizationCodes(),"/**
     * Requests a set of verification codes from the authorization server with the default scope
     *
     * @see <a href=""https://tools.ietf.org/html/rfc8628#section-3.1"">RFC 8628</a>
     *
     * @return DeviceAuthorization
     * @throws InterruptedException InterruptedException
     * @throws ExecutionException ExecutionException
     * @throws IOException IOException
     */","public DeviceAuthorization getDeviceAuthorizationCodes()
            throws InterruptedException, ExecutionException, IOException {
        return getDeviceAuthorizationCodes((String) null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getDeviceAuthorizationCodes(String scope),"/**
     * Requests a set of verification codes from the authorization server
     *
     * @see <a href=""https://tools.ietf.org/html/rfc8628#section-3.1"">RFC 8628</a>
     *
     * @param scope scope
     * @return DeviceAuthorization
     * @throws InterruptedException InterruptedException
     * @throws ExecutionException ExecutionException
     * @throws IOException IOException
     */","public DeviceAuthorization getDeviceAuthorizationCodes(String scope)
            throws InterruptedException, ExecutionException, IOException {
        final OAuthRequest request = createDeviceAuthorizationCodesRequest(scope);

        try (Response response = execute(request)) {
            if (isDebug()) {
                log(""got DeviceAuthorizationCodes response"");
                log(""response status code: %s"", response.getCode());
                log(""response body: %s"", response.getBody());
            }
            return api.getDeviceAuthorizationExtractor().extract(response);
        }
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getDeviceAuthorizationCodes(
            OAuthAsyncRequestCallback<DeviceAuthorization> callback)",,"public Future<DeviceAuthorization> getDeviceAuthorizationCodes(
            OAuthAsyncRequestCallback<DeviceAuthorization> callback) {
        return getDeviceAuthorizationCodes(null, callback);
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getDeviceAuthorizationCodes(String scope,
            OAuthAsyncRequestCallback<DeviceAuthorization> callback)",,"public Future<DeviceAuthorization> getDeviceAuthorizationCodes(String scope,
            OAuthAsyncRequestCallback<DeviceAuthorization> callback) {
        final OAuthRequest request = createDeviceAuthorizationCodesRequest(scope);

        return execute(request, callback, new OAuthRequest.ResponseConverter<DeviceAuthorization>() {
            @Override
            public DeviceAuthorization convert(Response response) throws IOException {
                final DeviceAuthorization deviceAuthorization = api.getDeviceAuthorizationExtractor().extract(response);
                response.close();
                return deviceAuthorization;
            }
        });
    }"
com.github.scribejava.core.oauth.OAuth20Service,convert(Response response),,"@Override
            public DeviceAuthorization convert(Response response) throws IOException {
                final DeviceAuthorization deviceAuthorization = api.getDeviceAuthorizationExtractor().extract(response);
                response.close();
                return deviceAuthorization;
            }"
com.github.scribejava.core.oauth.OAuth20Service,getDeviceAuthorizationCodesAsync(),,"public Future<DeviceAuthorization> getDeviceAuthorizationCodesAsync() {
        return getDeviceAuthorizationCodesAsync(null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,getDeviceAuthorizationCodesAsync(String scope),,"public Future<DeviceAuthorization> getDeviceAuthorizationCodesAsync(String scope) {
        return getDeviceAuthorizationCodes(scope, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,createAccessTokenDeviceAuthorizationGrantRequest(DeviceAuthorization deviceAuthorization),,"protected OAuthRequest createAccessTokenDeviceAuthorizationGrantRequest(DeviceAuthorization deviceAuthorization) {
        final OAuthRequest request = new OAuthRequest(api.getAccessTokenVerb(), api.getAccessTokenEndpoint());
        request.addParameter(OAuthConstants.GRANT_TYPE, ""urn:ietf:params:oauth:grant-type:device_code"");
        request.addParameter(""device_code"", deviceAuthorization.getDeviceCode());
        api.getClientAuthentication().addClientAuthentication(request, getApiKey(), getApiSecret());
        return request;
    }"
com.github.scribejava.core.oauth.OAuth20Service,getAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization),"/**
     * Attempts to get a token from a server.
     *
     * Function {@link #pollAccessTokenDeviceAuthorizationGrant(com.github.scribejava.core.model.DeviceAuthorization)}
     * is usually used instead of this.
     *
     * @param deviceAuthorization deviceAuthorization
     * @return token
     *
     * @throws java.lang.InterruptedException InterruptedException
     * @throws java.util.concurrent.ExecutionException ExecutionException
     * @throws java.io.IOException IOException
     * @throws OAuth2AccessTokenErrorResponse If {@link OAuth2AccessTokenErrorResponse#getError()} is
     * {@link com.github.scribejava.core.oauth2.OAuth2Error#AUTHORIZATION_PENDING} or
     * {@link com.github.scribejava.core.oauth2.OAuth2Error#SLOW_DOWN}, another attempt should be made after a while.
     *
     * @see #getDeviceAuthorizationCodes()
     */","public OAuth2AccessToken getAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization)
            throws InterruptedException, ExecutionException, IOException {
        final OAuthRequest request = createAccessTokenDeviceAuthorizationGrantRequest(deviceAuthorization);

        try (Response response = execute(request)) {
            if (isDebug()) {
                log(""got AccessTokenDeviceAuthorizationGrant response"");
                log(""response status code: %s"", response.getCode());
                log(""response body: %s"", response.getBody());
            }
            return api.getAccessTokenExtractor().extract(response);
        }
    }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback)",,"public Future<OAuth2AccessToken> getAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization,
            OAuthAsyncRequestCallback<OAuth2AccessToken> callback) {
        final OAuthRequest request = createAccessTokenDeviceAuthorizationGrantRequest(deviceAuthorization);

        return execute(request, callback, new OAuthRequest.ResponseConverter<OAuth2AccessToken>() {
            @Override
            public OAuth2AccessToken convert(Response response) throws IOException {
                final OAuth2AccessToken accessToken = api.getAccessTokenExtractor().extract(response);
                response.close();
                return accessToken;
            }
        });
    }"
com.github.scribejava.core.oauth.OAuth20Service,convert(Response response),,"@Override
            public OAuth2AccessToken convert(Response response) throws IOException {
                final OAuth2AccessToken accessToken = api.getAccessTokenExtractor().extract(response);
                response.close();
                return accessToken;
            }"
com.github.scribejava.core.oauth.OAuth20Service,"getAccessTokenDeviceAuthorizationGrantAsync(
            DeviceAuthorization deviceAuthorization)",,"public Future<OAuth2AccessToken> getAccessTokenDeviceAuthorizationGrantAsync(
            DeviceAuthorization deviceAuthorization) {
        return getAccessTokenDeviceAuthorizationGrant(deviceAuthorization, null);
    }"
com.github.scribejava.core.oauth.OAuth20Service,pollAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization),"/**
     * Periodically tries to get a token from a server (waiting for the user to give consent). Sync only version. No
     * Async variants yet, one should implement async scenarios themselves.
     *
     * @param deviceAuthorization deviceAuthorization
     * @return token
     * @throws java.lang.InterruptedException InterruptedException
     * @throws java.util.concurrent.ExecutionException ExecutionException
     * @throws java.io.IOException IOException
     * @throws OAuth2AccessTokenErrorResponse Indicates OAuth error.
     *
     * @see #getDeviceAuthorizationCodes()
     */","public OAuth2AccessToken pollAccessTokenDeviceAuthorizationGrant(DeviceAuthorization deviceAuthorization)
            throws InterruptedException, ExecutionException, IOException {
        long intervalMillis = deviceAuthorization.getIntervalSeconds() * 1000;
        while (true) {
            try {
                return getAccessTokenDeviceAuthorizationGrant(deviceAuthorization);
            } catch (OAuth2AccessTokenErrorResponse e) {
                if (e.getError() != OAuth2Error.AUTHORIZATION_PENDING) {
                    if (e.getError() == OAuth2Error.SLOW_DOWN) {
                        intervalMillis += 5000;
                    } else {
                        throw e;
                    }
                }
            }
            Thread.sleep(intervalMillis);
        }
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,create(String code),,"public static AccessTokenRequestParams create(String code) {
        return new AccessTokenRequestParams(code);
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,pkceCodeVerifier(String pkceCodeVerifier),,"public AccessTokenRequestParams pkceCodeVerifier(String pkceCodeVerifier) {
        this.pkceCodeVerifier = pkceCodeVerifier;
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,scope(String scope),,"public AccessTokenRequestParams scope(String scope) {
        this.scope = scope;
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,scope(ScopeBuilder scope),,"public AccessTokenRequestParams scope(ScopeBuilder scope) {
        this.scope = scope.build();
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,"addExtraParameters(Map<String, String> extraParameters)",,"public AccessTokenRequestParams addExtraParameters(Map<String, String> extraParameters) {
        if (extraParameters == null || extraParameters.isEmpty()) {
            return this;
        }
        if (this.extraParameters == null) {
            extraParameters = new HashMap<>();
        }
        this.extraParameters.putAll(extraParameters);
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,"addExtraParameter(String name, String value)",,"public AccessTokenRequestParams addExtraParameter(String name, String value) {
        if (this.extraParameters == null) {
            extraParameters = new HashMap<>();
        }
        this.extraParameters.put(name, value);
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,"setExtraParameters(Map<String, String> extraParameters)",,"public AccessTokenRequestParams setExtraParameters(Map<String, String> extraParameters) {
        this.extraParameters = extraParameters;
        return this;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,getExtraParameters(),,"public Map<String, String> getExtraParameters() {
        return extraParameters;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,getCode(),,"public String getCode() {
        return code;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,getPkceCodeVerifier(),,"public String getPkceCodeVerifier() {
        return pkceCodeVerifier;
    }"
com.github.scribejava.core.oauth.AccessTokenRequestParams,getScope(),,"public String getScope() {
        return scope;
    }"
com.github.scribejava.core.oauth2.OAuth2Error,parseFrom(String errorString),,"public static OAuth2Error parseFrom(String errorString) {
        for (OAuth2Error error : VALUES) {
            if (error.errorString.equals(errorString)) {
                return error;
            }
        }
        throw new IllegalArgumentException(""there is no knowlege about '"" + errorString + ""' Error"");
    }"
com.github.scribejava.core.oauth2.OAuth2Error,getErrorString(),,"public String getErrorString() {
        return errorString;
    }"
com.github.scribejava.core.model.DeviceAuthorization,void setVerificationUriComplete(String verificationUriComplete),,"public void setVerificationUriComplete(String verificationUriComplete) {
        this.verificationUriComplete = verificationUriComplete;
    }"
com.github.scribejava.core.model.DeviceAuthorization,void setIntervalSeconds(int intervalSeconds),,"public void setIntervalSeconds(int intervalSeconds) {
        this.intervalSeconds = intervalSeconds;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getDeviceCode(),,"public String getDeviceCode() {
        return deviceCode;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getUserCode(),,"public String getUserCode() {
        return userCode;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getVerificationUri(),,"public String getVerificationUri() {
        return verificationUri;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getVerificationUriComplete(),,"public String getVerificationUriComplete() {
        return verificationUriComplete;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getExpiresInSeconds(),,"public long getExpiresInSeconds() {
        return expiresInSeconds;
    }"
com.github.scribejava.core.model.DeviceAuthorization,getIntervalSeconds(),,"public int getIntervalSeconds() {
        return intervalSeconds;
    }"
com.github.scribejava.core.model.DeviceAuthorization,toString(),,"@Override
    public String toString() {
        return ""DeviceAuthorization{""
                + ""'deviceCode'='"" + deviceCode
                + ""', 'userCode'='"" + userCode
                + ""', 'verificationUri'='"" + verificationUri
                + ""', 'verificationUriComplete'='"" + verificationUriComplete
                + ""', 'expiresInSeconds'='"" + expiresInSeconds
                + ""', 'intervalSeconds'='"" + intervalSeconds + ""'}"";
    }"
com.github.scribejava.core.model.OAuthAsyncRequestCallback,void onCompleted(T response),"/**
     * Implementations of this method should close provided response in case it implements {@link java.io.Closeable}
     *
     * @param response response
     */",void onCompleted(T response);
com.github.scribejava.core.model.OAuthAsyncRequestCallback,void onThrowable(Throwable t),,void onThrowable(Throwable t);
com.github.scribejava.core.model.OAuth1Token,getToken(),,"public String getToken() {
        return token;
    }"
com.github.scribejava.core.model.OAuth1Token,getTokenSecret(),,"public String getTokenSecret() {
        return tokenSecret;
    }"
com.github.scribejava.core.model.OAuth1Token,isEmpty(),"/**
     * @return true if the token is empty (oauth_token = """", oauth_token_secret = """")
     */","public boolean isEmpty() {
        return """".equals(token) && """".equals(tokenSecret);
    }"
com.github.scribejava.core.model.Verb,isRequiresBody(),,"public boolean isRequiresBody() {
        return requiresBody;
    }"
com.github.scribejava.core.model.Verb,isPermitBody(),,"public boolean isPermitBody() {
        return permitBody;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,getAccessToken(),,"public String getAccessToken() {
        return accessToken;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,getTokenType(),,"public String getTokenType() {
        return tokenType;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,getExpiresIn(),,"public Integer getExpiresIn() {
        return expiresIn;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,getRefreshToken(),,"public String getRefreshToken() {
        return refreshToken;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,getScope(),,"public String getScope() {
        return scope;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,hashCode(),,"@Override
    public int hashCode() {
        int hash = 7;
        hash = 41 * hash + Objects.hashCode(accessToken);
        hash = 41 * hash + Objects.hashCode(tokenType);
        hash = 41 * hash + Objects.hashCode(expiresIn);
        hash = 41 * hash + Objects.hashCode(refreshToken);
        hash = 41 * hash + Objects.hashCode(scope);
        return hash;
    }"
com.github.scribejava.core.model.OAuth2AccessToken,equals(Object obj),,"@Override
    public boolean equals(Object obj) {
        if (this == obj) {
            return true;
        }
        if (obj == null) {
            return false;
        }
        if (getClass() != obj.getClass()) {
            return false;
        }
        final OAuth2AccessToken other = (OAuth2AccessToken) obj;
        if (!Objects.equals(accessToken, other.getAccessToken())) {
            return false;
        }
        if (!Objects.equals(tokenType, other.getTokenType())) {
            return false;
        }
        if (!Objects.equals(refreshToken, other.getRefreshToken())) {
            return false;
        }
        if (!Objects.equals(scope, other.getScope())) {
            return false;
        }
        return Objects.equals(expiresIn, other.getExpiresIn());
    }"
com.github.scribejava.core.model.Token,getRawResponse(),,"public String getRawResponse() {
        if (rawResponse == null) {
            throw new IllegalStateException(
                    ""This token object was not constructed by ScribeJava and does not have a rawResponse"");
        }
        return rawResponse;
    }"
