classname,method,docstring,annotations,method_definition
org.apache.commons.imaging.common.ImageBuilderTest,void testConstructorBounds(),"/**
     * Test of bad dimensions in constructor
     */",,"@Test
    public void testConstructorBounds() {
        executeBadConstructor(0, 10);
        executeBadConstructor(10, 0);
    }"
org.apache.commons.imaging.common.ImageBuilderTest,void testBoundsCheck(),"/**
     * Test of bad bounds in sub-image
     */",,"@Test
    public void testBoundsCheck() {

        final ImageBuilder imageBuilder = new ImageBuilder(100, 100, false );

        executeBadBounds(imageBuilder, -1,  0, 50, 50);
        executeBadBounds(imageBuilder,  0, -1, 50, 50);
        executeBadBounds(imageBuilder,  0,  0,  0, 50);
        executeBadBounds(imageBuilder,  0,  0, 50, 0);
        executeBadBounds(imageBuilder, 90,  0, 50, 50);
        executeBadBounds(imageBuilder,  0, 90, 50, 50);
    }"
org.apache.commons.imaging.common.ImageBuilderTest,void testSubimageAccess(),"/**
     * Test whether sub-image is consistent with source
     */",,"@Test
    public void testSubimageAccess() {
        final ImageBuilder imageBuilder = new ImageBuilder(100, 100, false );
        populate(imageBuilder);
        final BufferedImage bImage = imageBuilder.getSubimage(25, 25, 25, 25);
        final int w = bImage.getWidth();
        final int h = bImage.getHeight();
        assertEquals(w, 25, ""Width of subimage does not match"");
        assertEquals(h, 25, ""Height of subimage does not match"");

        for(int x=25; x<50; x++){
            for(int y=25; y<50; y++){
                final int k = bImage.getRGB(x-25, y-25);
                final int rgb = imageBuilder.getRGB(x, y);
                assertEquals(k, rgb, ""Invalid buffered image subpixel at ""+x+"", ""+y);
            }
        }

        final ImageBuilder testBuilder = imageBuilder.getSubset(25, 25, 25, 25);
        for(int x=25; x<50; x++){
            for(int y=25; y<50; y++){
                final int k = testBuilder.getRGB(x-25, y-25);
                final int rgb = imageBuilder.getRGB(x, y);
                assertEquals(k, rgb, ""Invalid image builder subpixel at ""+x+"", ""+y);
            }
        }
    }"
org.apache.commons.imaging.common.ImageBuilderTest,void testImageColorModel(),"/**
     * Test whether color model is properly applied to buffered images
     */",,"@Test
    void testImageColorModel() {
        ImageBuilder  imageBuilder;
        BufferedImage bImage;
        ColorModel    model;
        imageBuilder = new ImageBuilder(100, 100, false );
        bImage = imageBuilder.getBufferedImage();
        model = bImage.getColorModel();
        assertFalse(model.hasAlpha(), ""Output image has alpha where not specified"");

        imageBuilder = new ImageBuilder(100, 100, true, false);
        bImage = imageBuilder.getBufferedImage();
        model = bImage.getColorModel();
        assertTrue(model.hasAlpha(), ""Output image does not have alpha where specified"");
        assertFalse(model.isAlphaPremultiplied(), ""Output image has alpha pre-multiplied where not specified"");

        imageBuilder = new ImageBuilder(100, 100, true, true);
        bImage = imageBuilder.getBufferedImage();
        model = bImage.getColorModel();
        assertTrue(model.hasAlpha(), ""Output image does not have alpha where specified"");
        assertTrue(model.isAlphaPremultiplied(), ""Output image does not have alpha pre-multiplied where specified"");
    }"
org.apache.commons.imaging.common.ImageBuilderTest,"void executeBadBounds(final ImageBuilder imageBuilder, final int x, final int y, final int w, final int h)",,,"void executeBadBounds(final ImageBuilder imageBuilder, final int x, final int y, final int w, final int h){
        try{
            final ImageBuilder sub = imageBuilder.getSubset(x, y, w, h);
            fail(""Failed to detect bad bounds ""+x+"", ""+y+"", ""+w+"", ""+h);
        }catch(final RasterFormatException rfe){
            // success, no action required
        }
    }"
org.apache.commons.imaging.common.ImageBuilderTest,"void executeBadConstructor(final int w, final int h)",,,"void executeBadConstructor(final int w, final int h){
        try{
            final ImageBuilder iBuilder = new ImageBuilder(w, h, true);
            fail(""Failed to detect bad constructor ""+w+"", ""+h);
        }catch(final RasterFormatException rfe){
            // success, no action required
        }
    }"
org.apache.commons.imaging.common.ImageBuilderTest,void populate(final ImageBuilder imageBuilder),,,"void populate(final ImageBuilder imageBuilder){
        for(int x=0; x<100; x++){
            for(int y=0; y<100; y++){
                final int k = y*100+x;
                final int rgb = 0xff000000|k;
                imageBuilder.setRGB(x, y, rgb);
            }
        }
    }"
org.apache.commons.imaging.palette.PaletteQuantizationTest,void testPaletteQuantization(),,,"@Test
    public void testPaletteQuantization() throws ImageWriteException {
        final BufferedImage whiteImage = new BufferedImage(10, 10, BufferedImage.TYPE_INT_RGB);
        for (int y = 0; y < whiteImage.getHeight(); y++) {
            for (int x = 0; x < whiteImage.getWidth(); x++) {
                whiteImage.setRGB(x, y, 0xFFFFFF);
            }
        }
        checkPaletteDetails(whiteImage, 10, 1);

        final BufferedImage whiteAndBlackImage = new BufferedImage(10, 10, BufferedImage.TYPE_INT_RGB);
        for (int y = 0; y < whiteImage.getHeight(); y++) {
            for (int x = 0; x < 5; x++) {
                whiteAndBlackImage.setRGB(x, y, 0xFFFFFF);
            }
            for (int x = 5; x < 10; x++) {
                whiteAndBlackImage.setRGB(x, y, 0x000000);
            }
        }
        checkPaletteDetails(whiteAndBlackImage, 10, 2);

        final BufferedImage rainbowImage = new BufferedImage(9, 10, BufferedImage.TYPE_INT_RGB);
        for (int y = 0; y < whiteImage.getHeight(); y++) {
            for (int x = 0; x < 3; x++) {
                rainbowImage.setRGB(x, y, 0xFF0000);
            }
            for (int x = 3; x < 6; x++) {
                rainbowImage.setRGB(x, y, 0x00FF00);
            }
            for (int x = 6; x < 9; x++) {
                rainbowImage.setRGB(x, y, 0x0000FF);
            }
        }
        checkPaletteDetails(rainbowImage, 10, 3);
        checkPaletteDetails(rainbowImage, 2, 2);
    }"
org.apache.commons.imaging.palette.PaletteQuantizationTest,"void checkPaletteDetails(final BufferedImage image, final int limit, final int expectedSize)",,,"private void checkPaletteDetails(final BufferedImage image, final int limit, final int expectedSize) throws ImageWriteException {
        final PaletteFactory paletteFactory = new PaletteFactory();
        Palette palette;

        palette = paletteFactory.makeExactRgbPaletteSimple(image, limit);
        // too small palettes are null
        boolean exact = false;
        if (palette != null) {
            assertEquals(expectedSize, palette.length());
            //checkUniqueColors(image, palette);
            exact = true;
        }
        if (exact) {
            //checkDithering(image, palette);
        }

        palette = paletteFactory.makeQuantizedRgbaPalette(image, false, limit);
        assertEquals(expectedSize, palette.length());
        checkUniqueColors(image, palette);
        if (exact) {
            checkPixelsAreIdentical(image, palette);
        }

        palette = paletteFactory.makeQuantizedRgbPalette(image, limit);
        assertEquals(expectedSize, palette.length());
        //checkUniqueColors(image, palette);
        if (exact) {
            //checkDithering(image, palette);
        }

        final MedianCutQuantizer medianCutQuantizer = new MedianCutQuantizer(true);
        palette = medianCutQuantizer.process(
                image, limit, new MostPopulatedBoxesMedianCut());
        assertEquals(expectedSize, palette.length());
        checkUniqueColors(image, palette);
        if (exact) {
            checkPixelsAreIdentical(image, palette);
        }
    }"
org.apache.commons.imaging.palette.PaletteQuantizationTest,"void checkUniqueColors(final BufferedImage src, final Palette palette)",,,"private void checkUniqueColors(final BufferedImage src, final Palette palette) throws ImageWriteException {
        final BufferedImage dst = new BufferedImage(src.getWidth(), src.getHeight(), BufferedImage.TYPE_INT_RGB);
        dst.getGraphics().drawImage(src, 0, 0, src.getWidth(), src.getHeight(), null);
        Dithering.applyFloydSteinbergDithering(dst, palette);
        final Palette ditheredPalette = new PaletteFactory().makeExactRgbPaletteSimple(dst, palette.length() * 2);
        assertEquals(palette.length(), ditheredPalette.length());
    }"
org.apache.commons.imaging.palette.PaletteQuantizationTest,"void checkPixelsAreIdentical(final BufferedImage src, final Palette palette)",,,"private void checkPixelsAreIdentical(final BufferedImage src, final Palette palette) throws ImageWriteException {
        final BufferedImage dst = new BufferedImage(src.getWidth(), src.getHeight(), BufferedImage.TYPE_INT_RGB);
        dst.getGraphics().drawImage(src, 0, 0, src.getWidth(), src.getHeight(), null);
        Dithering.applyFloydSteinbergDithering(dst, palette);
        for (int y = 0; y < src.getHeight(); y++) {
            for (int x = 0; x < src.getWidth(); x++) {
                assertEquals(src.getRGB(x, y), dst.getRGB(x, y));
            }
        }
    }"
org.apache.commons.imaging.palette.SimplePaletteTest,void testGetPaletteIndexReturningNegative(),,,"@Test
    public void testGetPaletteIndexReturningNegative() {

        final int[] intArray = new int[1];
        final SimplePalette simplePalette = new SimplePalette(intArray);

        assertEquals( -1, simplePalette.getPaletteIndex((-1)));
        assertEquals(1, simplePalette.length() );

    }"
org.apache.commons.imaging.palette.DitheringTest,void testApplyFloydSteinbergDitheringWithNonNullOne(),,,"@Test
  public void testApplyFloydSteinbergDitheringWithNonNullOne() throws ImageWriteException {
      final BufferedImage bufferedImage = new BufferedImage(8, 8, 8);
      bufferedImage.setRGB(2, 2, 2);
      final List<ColorSpaceSubset> linkedList = new LinkedList<>();
      final ColorSpaceSubset colorSpaceSubset = new ColorSpaceSubset((-234), (-352));
      colorSpaceSubset.rgb = 8;
      linkedList.add(colorSpaceSubset);
      final QuantizedPalette quantizedPalette = new QuantizedPalette(linkedList, 8);
      Dithering.applyFloydSteinbergDithering(bufferedImage, quantizedPalette);

      assertEquals(-16777208, bufferedImage.getRGB(0,0) );
      assertEquals(-16777208, bufferedImage.getRGB(1,1) );
      assertEquals(-16777208, bufferedImage.getRGB(2,1) );
      assertEquals(-16777208, bufferedImage.getRGB(2,2) );
  }"
org.apache.commons.imaging.palette.DitheringTest,void testApplyFloydSteinbergDitheringWithNonNullTwo(),,,"@Test
  public void testApplyFloydSteinbergDitheringWithNonNullTwo() throws ImageWriteException {
      final BufferedImage bufferedImage = new BufferedImage(3, 3, 3);
      bufferedImage.setRGB(1, 2, 4);
      final List<ColorSpaceSubset> linkedList = new LinkedList<>();
      final ColorSpaceSubset colorSpaceSubset = new ColorSpaceSubset((-234), (-352));
      linkedList.add(colorSpaceSubset);
      final QuantizedPalette quantizedPalette = new QuantizedPalette(linkedList, 3);
      Dithering.applyFloydSteinbergDithering(bufferedImage, quantizedPalette);

      assertEquals(-1, bufferedImage.getRGB(0,0) );
      assertEquals(-1, bufferedImage.getRGB(1,1) );
      assertEquals(-1, bufferedImage.getRGB(2,1) );
      assertEquals(-1, bufferedImage.getRGB(2,2) );
  }"
org.apache.commons.imaging.examples.tiff.ReadAndRenderFloatingPoint,void main(final String[] args),"/**
     * Reads the content of a TIFF file containing floating-point data and
     * renders it using a gray-scale palette.
     *
     * @param args the command line arguments giving the path to an input TIFF
     * file and an output JPEG.
     * @throws org.apache.commons.imaging.ImageReadException in the event of an
     * internal data format or version compatibility error reading the image.
     * @throws java.io.IOException in the event of an I/O error.
     */",,"public static void main(final String[] args) throws ImageReadException, IOException {
        if (args.length == 0) {
            // Print usage and exit
            for (final String s : USAGE) {
                System.err.println(s);
            }
            System.exit(0);
        }

        final File target = new File(args[0]);
        String outputPath = null;
        if (args.length == 2) {
            outputPath = args[1];
        }
        final boolean optionalImageWritingEnabled
            = outputPath != null && !outputPath.isEmpty();

        final ByteSourceFile byteSource = new ByteSourceFile(target);

        // Establish a TiffReader. This is just a simple constructor that
        // does not actually access the file.  So the application cannot
        // obtain the byteOrder, or other details, until the contents has
        // been read.  Then read the directories associated with the
        // file by passing in the byte source and options.
        final TiffReader tiffReader = new TiffReader(true);

        // Read the directories in the TIFF file.  Directories are the
        // main data element of a TIFF file. They usually include an image
        // element, but sometimes just carry metadata. This example
        // reads all the directories in the file, but if we were interested
        // in just the first element, Commons Imaging provides alternate API's
        // that would be more efficient.
        final TiffContents contents = tiffReader.readDirectories(
            byteSource,
            true, // indicates that application should read image data, if present
            FormatCompliance.getDefault());


        // Render the first directory in the file.  A practical implementation
        // could use any of the directories in the file. This demo uses the
        // first one just for simplicity.
        final TiffDirectory directory = contents.directories.get(0);
        // Render the first directory in the file
        if (!directory.hasTiffImageData()) {
            System.err.println(""First directory in file does not have image"");
            System.exit(-1);
        }

        // Obtain metadata about what kind of data is in the product.
        // Because this demo is designed for floating-point data,
        // it will expect the sample format to include only one element
        // of type floating point.   Beyond that, the TIFF specification
        // allows a large number of variations in format (16, 24, or 32 byte
        // floats; tiles versus strips; etc.).  Unfortunately the test data
        // for the less common variations was not available when Commons Imaging
        // was implemented and so the API will not be able to handle all
        // of them.  This test will simply allow the API to throw an exception
        // if an unsupported format is encountered.
        //    The getFieldValue call allows an application to provide a
        // boolean indicating that the field must be present for processing
        // to continue. If it does not, an exception is thrown.
        final short[] sampleFormat = directory.getFieldValue(TiffTagConstants.TIFF_TAG_SAMPLE_FORMAT, true);
        final short samplesPerPixel = directory.getFieldValue(TiffTagConstants.TIFF_TAG_SAMPLES_PER_PIXEL);
        final short[] bitsPerPixel = directory.getFieldValue(TiffTagConstants.TIFF_TAG_BITS_PER_SAMPLE, true);
        if (sampleFormat[0] != TiffTagConstants.SAMPLE_FORMAT_VALUE_IEEE_FLOATING_POINT) {
            System.err.println(""This example requires a data source with a floating-point format"");
            System.exit(-1);
        }

        System.out.print(""Bits per pixel: "");
        for (int i = 0; i < samplesPerPixel; i++) {
            System.out.format(""%s%d"", i > 0 ? "", "" : """", bitsPerPixel[i]);
        }
        System.out.println("""");

        // Create a TIFF Photometric Interpreter to perform a grayscale
        // rendering.  A Photometric Interpreter is a class that maps a
        // floating-point value to a pixel (RGB) equivalent.
        // Because there is no way to know the range of
        // values in the TIFF before it is read.  So the special-purpose
        // interpreter permits an application to extract the
        // min and maximum bounds of the data as an auxiliary function
        // of interpreting the data. Unfortunately, if we wish for a
        // good interpretation, we need to read the data twice.
        //    For this demo, we store the Photometric Interpreter instance
        // as a option-parameter to be passed into the read-image method.
        final PhotometricInterpreterFloat pi = new PhotometricInterpreterFloat(0.0f, 1.0f);
        TiffImagingParameters params = new TiffImagingParameters();
        params.setCustomPhotometricInterpreter(pi);
        BufferedImage bImage = directory.getTiffImage(params);

        final float maxValue = pi.getMaxFound();
        final float minValue = pi.getMinFound();

        // System.out.format(""Image size %dx%d%n"", bImage.getWidth(), bImage.getHeight());
        // System.out.format(""Range of values in TIFF: %f %f%n"", minValue, maxValue);

        if (optionalImageWritingEnabled) {
            final File output = new File(outputPath);
            // create a new photometric interpreter based on the range
            // of values found above.
            final PhotometricInterpreterFloat grayScale
                = new PhotometricInterpreterFloat(minValue, maxValue);
            params = new TiffImagingParameters();
            params.setCustomPhotometricInterpreter(grayScale);
            bImage = directory.getTiffImage(params);
            ImageIO.write(bImage, ""JPEG"", output);
        }
    }"
org.apache.commons.imaging.examples.tiff.ReadTagsAndImages,void main(final String[] args),"/**
     * Open the specified TIFF file and print its metadata (fields) to standard
     * output. If an output root-name is specified, write images to specified
     * path.
     *
     * @param args the command line arguments
     * @throws org.apache.commons.imaging.ImageReadException in the event of an
     * internal data format or version compatibility error reading the image.
     * @throws java.io.IOException in the event of an I/O error.
     */",,"public static void main(final String[] args)
        throws ImageReadException, IOException {
        if (args.length == 0) {
            // Print usage and exit
            for (final String s : USAGE) {
                System.err.println(s);
            }
            System.exit(0);
        }

        // For brevity, map System.out to a PrintStream reference.
        // In the future, this might also be used for writing to a text file
        // rather than standard output.
        PrintStream ps = System.out;

        final File target = new File(args[0]);
        String rootName = null;
        if (args.length == 2) {
            rootName = args[1];
        }
        final boolean optionalImageReadingEnabled
            = rootName != null && !rootName.isEmpty();

        final ByteSourceFile byteSource = new ByteSourceFile(target);
        final TiffImagingParameters params = new TiffImagingParameters();

        // Establish a TiffReader. This is just a simple constructor that
        // does not actually access the file.  So the application cannot
        // obtain the byteOrder, or other details, until the contents has
        // been read.  Then read the directories associated with the
        // file by passing in the byte source and options.
        final TiffReader tiffReader = new TiffReader(true);
        final TiffContents contents = tiffReader.readDirectories(
            byteSource,
            optionalImageReadingEnabled, // read image data, if present
            FormatCompliance.getDefault());

        // Loop on the directories and fetch the metadata and
        // image (if available, and configured to do so)
        int iDirectory = 0;
        for (final TiffDirectory directory : contents.directories) {
            // Get the metadata (Tags) and write them to standard output
            final boolean hasTiffImageData = directory.hasTiffImageData();
            if (iDirectory > 0) {
                ps.println(""\n-----------------------------------------------------\n"");
            }

            String contentType = """";
            if (directory.hasTiffRasterData()) {
                contentType = ""Numeric raster data"";
            } else if (directory.hasTiffImageData()) {
                contentType = ""Image data"";
            }
            ps.format(""Directory %2d %s, description: %s%n"",
                iDirectory,
                contentType,
                directory.description());
            // Loop on the fields, printing the metadata (fields) ----------
            final List<TiffField> fieldList = directory.getDirectoryEntries();
            for (final TiffField tiffField : fieldList) {
                String s = tiffField.toString();
                if (s.length() > 90) {
                    s = s.substring(0, 90);
                }
                // In the case if the offsets (file positions) for the Strips
                // or Tiles, the string may be way too long for output and
                // will be truncated.  Therefore, indicate the numnber of entries.
                // These fields are indicated by numerical tags 0x144 and 0x145
                if (tiffField.getTag() == 0x144 || tiffField.getTag() == 0x145) {
                    final int i = s.indexOf(')');
                    final int[] a = tiffField.getIntArrayValue();
                    s = s.substring(0, i + 2) + "" ["" + a.length + "" entries]"";
                }
                ps.println("" "" + s);
            }

            summarizeGeoTiffTags(ps, directory);

            if (optionalImageReadingEnabled && hasTiffImageData) {
                final File output = new File(rootName + ""_"" + iDirectory + "".jpg"");
                ps.println(""Writing image to "" + output.getPath());
                final BufferedImage bImage = directory.getTiffImage(params);
                ImageIO.write(bImage, ""JPEG"", output);
            }
            ps.println("""");
            iDirectory++;
        }
    }"
org.apache.commons.imaging.examples.tiff.ReadTagsAndImages,"void summarizeGeoTiffTags(PrintStream ps, TiffDirectory directory)","/**
     * Checks to see if the directory has GeoTIFF tags and, if so, provides a
     * summary of their content.
     *
     * @param ps a valid instance to receive output
     * @param directory a valid directory
     * @throws ImageReadException in the event of a data-format error or
     * unhandled I/O error.
     */",,"private static void summarizeGeoTiffTags(PrintStream ps, TiffDirectory directory)
        throws ImageReadException {

        if (keyMap == null) {
            GeoKey[] values = GeoKey.values();
            int maxNameLength = 0;
            keyMap = new HashMap<>();
            for (GeoKey g : values) {
                String name = g.name();
                if (name.length() > maxNameLength) {
                    maxNameLength = name.length();
                }
                keyMap.put(g.key, g);
            }
            // create a formatting string that will pad all names
            // out with trailing spaces to provide text alignment in code below.
            nameFormat = String.format(""   %%-%ds"", maxNameLength);
        }

        // check to see if the directory has GeoTIFF tags.
        short[] geoKeyDirectory = directory.getFieldValue(
            GeoTiffTagConstants.EXIF_TAG_GEO_KEY_DIRECTORY_TAG, false);
        if (geoKeyDirectory == null || geoKeyDirectory.length < 4) {
            // The TIFF directory does not contain GeoTIFF information
            return;
        }
        ps.println("""");
        ps.println(""Summary of GeoTIFF Elements ----------------------------"");

        short[] bitsPerSample = directory.getFieldValue(
            TiffTagConstants.TIFF_TAG_BITS_PER_SAMPLE, false);
        short[] sampleFormat = directory.getFieldValue(
            TiffTagConstants.TIFF_TAG_SAMPLE_FORMAT, false);
        String contentTypeString = null;
        if (bitsPerSample != null && sampleFormat != null) {
            if (bitsPerSample[0] == 16 && sampleFormat[0] == TiffTagConstants.SAMPLE_FORMAT_VALUE_TWOS_COMPLEMENT_SIGNED_INTEGER) {
                contentTypeString = ""Numeric, Short Integer"";
            } else if ((bitsPerSample[0] == 32 || bitsPerSample[0] == 64)
                && sampleFormat[0] == TiffTagConstants.SAMPLE_FORMAT_VALUE_IEEE_FLOATING_POINT) {
                contentTypeString = ""Numeric, Floating Point ("" + bitsPerSample[0] + ""-bit samples)"";
            }
        }
        if (contentTypeString != null) {
            ps.format(""%nContent Type: %s"", contentTypeString);
            String gdalNoDataString[] = directory.getFieldValue(
                GdalLibraryTagConstants.EXIF_TAG_GDAL_NO_DATA, false);
            if (gdalNoDataString != null && gdalNoDataString.length > 0) {
                ps.format(""    GDAL No-Data value: %s"", gdalNoDataString[0]);
            }
            ps.format(""%n"");
        }

        // all GeoKeyDirectory elements are unsigned shorts (2 bytes).
        // Some of which exceed the value 32767, the maximum value of 
        // a signed short). Because Java does not support an unsigned short type,
        // we need to mask in the low-order 2 bytes and obtain a 4-byte integer 
        // equivalent.
        int[] elements = new int[geoKeyDirectory.length];
        for (int i = 0; i < geoKeyDirectory.length; i++) {
            elements[i] = geoKeyDirectory[i] & 0xffff;
        }

        // Get the double field, Tag ID=34736 (0x87B0).  This field
        // will usually be present. Some TIFF products supply only the
        // European Petroleum Survey Group (EPSG) map projection ID
        // and may omit the floating-point map-projection parameters.
        // That approach is generally discouraged, but not prohibited.
        TiffField doubleParametersField = directory.findField(
            GeoTiffTagConstants.EXIF_TAG_GEO_DOUBLE_PARAMS_TAG);
        double[] doubleParameters = null;
        if (doubleParametersField != null) {
            doubleParameters = doubleParametersField.getDoubleArrayValue();
        }

        // Get the ASCII field, Tag ID=34737 (0x87B1). This field
        // is often, but not always, present.
        TiffField asciiParametersField = directory.findField(
            GeoTiffTagConstants.EXIF_TAG_GEO_ASCII_PARAMS_TAG);
        String asciiParameters = null;
        if (asciiParametersField != null) {
            asciiParameters = asciiParametersField.getStringValue();
        }

        ps.format(""%nGeoKey Table%n"");
        ps.println(""     key     ref     len   value/pos     name"");
        int k = 0;
        int n = elements.length / 4;
        for (int i = 0; i < n; i++) {
            int key = elements[k];
            int ref = elements[k + 1];
            int len = elements[k + 2];
            int vop = elements[k + 3];
            String label = """";
            if (ref == GeoTiffTagConstants.EXIF_TAG_GEO_ASCII_PARAMS_TAG.tag) {
                label = ""(A)"";
            } else if (ref == GeoTiffTagConstants.EXIF_TAG_GEO_DOUBLE_PARAMS_TAG.tag) {
                label = ""(D)"";
            }
            for (int j = 0; j < 4; j++) {
                ps.format(""%8d"", elements[k++]);
            }
            ps.format(""   %-3s"", label);

            // The first four elements in the integer array are not
            // actually a GeoKey, but rather an overall identifier
            GeoKey geoKey;
            String name;
            String interpretation;
            if (i == 0) {
                name = ""~~~"";
                interpretation = ""~~~"";
            } else {
                geoKey = keyMap.get(key);
                if (geoKey == null) {
                    name = ""Unknown GeoKey"";
                    interpretation = ""~~~"";
                } else {
                    name = geoKey.name();
                    interpretation
                        = interpretElements(
                            geoKey, ref, len, vop,
                            doubleParameters, asciiParameters);
                }
            }

            ps.format(nameFormat, name);
            ps.format(""%s"", interpretation);
            ps.format(""%n"");
        }

        // Note:  The y coordinate of the model pixel scale is backwards.
        //        GeoTIFF images are stored  from upper-left corner downward
        //        (following the conventional graphics standards). In cases
        //        where the rows in the image or rster run from north to south,
        //        one might expect that the delta-Y between rows would be
        //        a negative number.  But by the GeoTIFF standard, 
        //        the verical spacing is given as a postive   number.
        TiffField pixelScaleField = directory.findField(
            GeoTiffTagConstants.EXIF_TAG_MODEL_PIXEL_SCALE_TAG);
        double[] pixelScale;
        if (pixelScaleField == null) {
            ps.format(""%nModelPixelScale is not supplied%n"");
        } else {
            pixelScale = pixelScaleField.getDoubleArrayValue();
            ps.format(""%nModelPixelScale%n"");
            for (int i = 0; i < pixelScale.length; i++) {
                ps.format(""   %15.10e"", pixelScale[i]);
            }
            ps.format(""%n"");
        }

        TiffField modelTiepointField = directory.findField(
            GeoTiffTagConstants.EXIF_TAG_MODEL_TIEPOINT_TAG);
        if (modelTiepointField != null) {
            ps.format(""%nModelTiepointTag%n"");
            ps.println(""           Pixel                           Model"");

            double[] tiePoints = modelTiepointField.getDoubleArrayValue();
            n = tiePoints.length / 6;
            for (int i = 0; i < n; i++) {
                ps.format(""   "");
                for (int j = 0; j < 3; j++) {
                    ps.format(""%6.1f"", tiePoints[i * 6 + j]);
                }
                ps.format(""     "");
                for (int j = 3; j < 6; j++) {
                    ps.format(""%13.3f"", tiePoints[i * 6 + j]);
                }
                ps.format(""%n"");
            }
        }

        TiffField modelTransformField = directory.findField(
            GeoTiffTagConstants.EXIF_TAG_MODEL_TRANSFORMATION_TAG);
        if (modelTransformField != null) {
            ps.format(""%nModelTransformationTag%n"");
            double[] mtf = modelTiepointField.getDoubleArrayValue();
            if (mtf.length >= 16) {
                for (int i = 0; i < 4; i++) {
                    ps.format(""   "");
                    for (int j = 0; j < 4; j++) {
                        ps.format(""%13.3f"", mtf[i * 4 + j]);
                    }
                    ps.format(""%n"");
                }
            }
        }
    }"
org.apache.commons.imaging.examples.tiff.ReadTagsAndImages.CoordinateTransformationCode,getValueForKey(int key),"/**
         * Gets the enumeration value associated with the specified
         * key if any.
         * @param key a positive integer
         * @return if the key is matched, a value enumeration value;
         * otherwise, a null.
         */",,"static CoordinateTransformationCode getValueForKey(int key){
            for(CoordinateTransformationCode v: values()){
                if(v.key==key){
                    return v;
                }
            }
            return null;
        }"
org.apache.commons.imaging.examples.tiff.ReadTagsAndImages,"interpretElements(
        GeoKey geoKey, int ref, int len, int valueOrPosition,
        double[] doubleParameters, String asciiParameters)","/**
     * Interprets elements from one row of the GeoKey table, returning a
     * descriptive string where possible. The GeoTIFF specification is
     * extensive, and only a subset of the possible descriptions are supported
     * here.
     *
     * @param geoKey a valid GeoKey enumeration
     * @param ref the reference (not used at this time)
     * @param len the length of the associated string or floating-point value
     * array (if used)
     * @param valueOrPosition a single integer value or the position within the
     * associated floating point array
     * @param doubleParameters an array of doubles
     * @param asciiParameters a String consisting of ASCII characters.
     * @return a valid string, potentially a note to see the specification if a
     * more useful description is not available.
     */",,"private static String interpretElements(
        GeoKey geoKey, int ref, int len, int valueOrPosition,
        double[] doubleParameters, String asciiParameters) {
        switch (geoKey) {
            case GTModelTypeGeoKey:
                switch (valueOrPosition) {
                    case 1:
                        return ""Projected Coordinate System"";
                    case 2:
                        return ""Geographic Coordinate System"";
                    case 3:
                        // the Geocentric coordinate system is seldom used
                        return ""Geocentric Coordinate System"";
                    default:
                        break;
                }
            case GTRasterTypeGeoKey:
                switch (valueOrPosition) {
                    case 1:
                        return ""RasterPixelIsArea"";
                    case 2:
                        return ""RasterPixelIsPoint"";
                    default:
                        return ""User Defined"";
                }
            case GeographicTypeGeoKey:
                switch (valueOrPosition) {
                    case 4269:
                        return ""North American Datum 1983"";
                    case 4030:
                        return ""World Geodetic Survey 1984"";
                    case 4326:
                        return ""EPSG 4326, Geographic 2D WGS 84"";
                    default:
                        break;
                }
            case GTCitationGeoKey:
                return extractAscii(asciiParameters, valueOrPosition, len);
            case GeogCitationGeoKey:
                return extractAscii(asciiParameters, valueOrPosition, len);
            case GeogAngularUnitsGeoKey:
                switch (valueOrPosition) {
                    case 9101:
                        return ""Radians"";
                    case 9102:
                        return ""Degrees"";
                    default:
                        break;
                }
            case GeogSemiMajorAxisGeoKey:
                return extractDouble(doubleParameters, valueOrPosition, len);
            case GeogInvFlatteningGeoKey:
                return extractDouble(doubleParameters, valueOrPosition, len);
            case To_WGS84_GeoKey:
                return extractDouble(doubleParameters, valueOrPosition, len);
            case ProjectedCRSGeoKey:
                // in original spec was ""ProjectedCSTypeGeoKey""
                if (0 <= valueOrPosition && valueOrPosition <= 1023) {
                    return ""Reserved"";
                } else if (1024 <= valueOrPosition && valueOrPosition <= 32766) {
                    return ""EPSG Code #"" + valueOrPosition;
                } else if (valueOrPosition == 32767) {
                    return ""User-Defined Projection"";
                }
                break;
            case ProjectionGeoKey:
                if(valueOrPosition==32767){
                    return ""User-Defined"";
                }
                break;
            case ProjCoordTransGeoKey:
                CoordinateTransformationCode code = 
                    CoordinateTransformationCode.getValueForKey(valueOrPosition);
                if(code!=null){
                    return code.name();
                }
                break;
            case ProjLinearUnitsGeoKey:
                switch (valueOrPosition) {
                    case 9001:
                        return ""Meter"";
                    case 9002:
                        return ""Foot"";
                    case 9003:
                        return ""Survey Foot""; // used in U.S.
                    default:
                        break;
                }
                break;
            case ProjStdParallel1GeoKey:
            case ProjStdParallel2GeoKey:
            case ProjNatOriginLongGeoKey:
            case ProjFalseEastingGeoKey:
            case ProjFalseNorthingGeoKey:
            case ProjFalseOriginLongGeoKey:
            case ProjFalseOriginLatGeoKey:
            case ProjFalseOriginEastingGeoKey:
            case ProjFalseOriginNorthingGeoKey:
            case ProjCenterLongGeoKey:
            case ProjCenterLatGeoKey:
                return String.format(""%13.4f"", doubleParameters[valueOrPosition]);
                
            default:
                break;
        }
        return ""See GeoTIFF specification"";
    }"
