id,test_prefix,test_name,mut_class,method_under_test,mut_docstring,mut_method_definition,focal_method,docstring
springside4_75_3,"	@Test
	public void matchPath_3_oe() {
		// removed other assertion

		// removed other assertion
		assertThat(WildcardMatcher.matchPath(""/a/b/c/dd"", ""/a/**/dd"")).isTrue();
	}
",WildcardMatcherTest::matchPath_3_oe,org.springside.modules.utils.text.WildcardMatcher,"matchPath(String path, String pattern)","/**
	 * Matches path against pattern using *, ? and ** wildcards. Both path and the pattern are tokenized on path
	 * separators (both \ and /). '**' represents deep tree wildcard, as in Ant.
	 */","public static boolean matchPath(String path, String pattern) {
		String[] pathElements = StringUtils.split(path, Platforms.FILE_PATH_SEPARATOR_CHAR);
		String[] patternElements = StringUtils.split(pattern, Platforms.FILE_PATH_SEPARATOR_CHAR);
		return matchTokens(pathElements, patternElements);
	}","public static boolean matchPath(String path, String pattern) {
		String[] pathElements = StringUtils.split(path, Platforms.FILE_PATH_SEPARATOR_CHAR);
		String[] patternElements = StringUtils.split(pattern, Platforms.FILE_PATH_SEPARATOR_CHAR);
		return matchTokens(pathElements, patternElements);
	}","/**
	 * Matches path against pattern using *, ? and ** wildcards. Both path and the pattern are tokenized on path
	 * separators (both \ and /). '**' represents deep tree wildcard, as in Ant.
	 */"
springside4_76_1,"	@Test
	public void isMobileSimple_1_oe() {
		assertThat(TextValidator.isMobileSimple(null)).isFalse();
	}
",TextValidatorTest::isMobileSimple_1_oe,org.springside.modules.utils.text.TextValidator,isMobileSimple(@Nullable CharSequence input),"/**
	 * 验证手机号（简单）
	 */","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","/**
	 * 验证手机号（简单）
	 */"
springside4_76_2,"	@Test
	public void isMobileSimple_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isMobileSimple("""")).isFalse();
	}
",TextValidatorTest::isMobileSimple_2_oe,org.springside.modules.utils.text.TextValidator,isMobileSimple(@Nullable CharSequence input),"/**
	 * 验证手机号（简单）
	 */","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","/**
	 * 验证手机号（简单）
	 */"
springside4_76_3,"	@Test
	public void isMobileSimple_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isMobileSimple(""1234a"")).isFalse();
	}
",TextValidatorTest::isMobileSimple_3_oe,org.springside.modules.utils.text.TextValidator,isMobileSimple(@Nullable CharSequence input),"/**
	 * 验证手机号（简单）
	 */","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","/**
	 * 验证手机号（简单）
	 */"
springside4_76_4,"	@Test
	public void isMobileSimple_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isMobileSimple(""1234561"")).isFalse();
	}
",TextValidatorTest::isMobileSimple_4_oe,org.springside.modules.utils.text.TextValidator,isMobileSimple(@Nullable CharSequence input),"/**
	 * 验证手机号（简单）
	 */","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","/**
	 * 验证手机号（简单）
	 */"
springside4_76_5,"	@Test
	public void isMobileSimple_5_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isMobileSimple(""11170998762"")).isTrue();
	}
",TextValidatorTest::isMobileSimple_5_oe,org.springside.modules.utils.text.TextValidator,isMobileSimple(@Nullable CharSequence input),"/**
	 * 验证手机号（简单）
	 */","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","public static boolean isMobileSimple(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_SIMPLE, input);
	}","/**
	 * 验证手机号（简单）
	 */"
springside4_77_1,"	@Test
	public void isMobileExact_1_oe() {
		assertThat(TextValidator.isMobileExact(""1234a"")).isFalse();
	}
",TextValidatorTest::isMobileExact_1_oe,org.springside.modules.utils.text.TextValidator,isMobileExact(@Nullable CharSequence input),"/**
	 * 验证手机号（精确）
	 */","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","/**
	 * 验证手机号（精确）
	 */"
springside4_77_2,"	@Test
	public void isMobileExact_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isMobileExact(""11170998762"")).isFalse();
	}
",TextValidatorTest::isMobileExact_2_oe,org.springside.modules.utils.text.TextValidator,isMobileExact(@Nullable CharSequence input),"/**
	 * 验证手机号（精确）
	 */","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","/**
	 * 验证手机号（精确）
	 */"
springside4_77_3,"	@Test
	public void isMobileExact_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isMobileExact(""13970998762"")).isTrue();
	}
",TextValidatorTest::isMobileExact_3_oe,org.springside.modules.utils.text.TextValidator,isMobileExact(@Nullable CharSequence input),"/**
	 * 验证手机号（精确）
	 */","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","public static boolean isMobileExact(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_MOBILE_EXACT, input);
	}","/**
	 * 验证手机号（精确）
	 */"
springside4_78_1,"	@Test
	public void isTel_1_oe() {
		// 含字母
		assertThat(TextValidator.isTel(""8802973a"")).isFalse();
	}
",TextValidatorTest::isTel_1_oe,org.springside.modules.utils.text.TextValidator,isTel(@Nullable CharSequence input),"/**
	 * 验证固定电话号码
	 */","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","/**
	 * 验证固定电话号码
	 */"
springside4_78_2,"	@Test
	public void isTel_2_oe() {
		// 含字母
		// removed other assertion
		// 太长
		assertThat(TextValidator.isTel(""8908222222"")).isFalse();
	}
",TextValidatorTest::isTel_2_oe,org.springside.modules.utils.text.TextValidator,isTel(@Nullable CharSequence input),"/**
	 * 验证固定电话号码
	 */","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","/**
	 * 验证固定电话号码
	 */"
springside4_78_3,"	@Test
	public void isTel_3_oe() {
		// 含字母
		// removed other assertion
		// 太长
		// removed other assertion
		// 太短
		assertThat(TextValidator.isTel(""89081"")).isFalse();
	}
",TextValidatorTest::isTel_3_oe,org.springside.modules.utils.text.TextValidator,isTel(@Nullable CharSequence input),"/**
	 * 验证固定电话号码
	 */","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","/**
	 * 验证固定电话号码
	 */"
springside4_78_4,"	@Test
	public void isTel_4_oe() {
		// 含字母
		// removed other assertion
		// 太长
		// removed other assertion
		// 太短
		// removed other assertion

		assertThat(TextValidator.isTel(""89019739"")).isTrue();
	}
",TextValidatorTest::isTel_4_oe,org.springside.modules.utils.text.TextValidator,isTel(@Nullable CharSequence input),"/**
	 * 验证固定电话号码
	 */","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","/**
	 * 验证固定电话号码
	 */"
springside4_78_5,"	@Test
	public void isTel_5_oe() {
		// 含字母
		// removed other assertion
		// 太长
		// removed other assertion
		// 太短
		// removed other assertion

		// removed other assertion
		assertThat(TextValidator.isTel(""020-89019739"")).isTrue();
	}
",TextValidatorTest::isTel_5_oe,org.springside.modules.utils.text.TextValidator,isTel(@Nullable CharSequence input),"/**
	 * 验证固定电话号码
	 */","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","public static boolean isTel(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_TEL, input);
	}","/**
	 * 验证固定电话号码
	 */"
springside4_79_1,"	@Test
	public void isIdCard_1_oe() {
		// 含字母
		assertThat(TextValidator.isIdCard(""440101198987754ab"")).isFalse();
	}
",TextValidatorTest::isIdCard_1_oe,org.springside.modules.utils.text.TextValidator,isIdCard(@Nullable CharSequence input),"/**
	 * 验证15或18位身份证号码
	 */","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","/**
	 * 验证15或18位身份证号码
	 */"
springside4_79_2,"	@Test
	public void isIdCard_2_oe() {
		// 含字母
		// removed other assertion
		// 月份不对
		assertThat(TextValidator.isIdCard(""440101198987754122"")).isFalse();
	}
",TextValidatorTest::isIdCard_2_oe,org.springside.modules.utils.text.TextValidator,isIdCard(@Nullable CharSequence input),"/**
	 * 验证15或18位身份证号码
	 */","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","/**
	 * 验证15或18位身份证号码
	 */"
springside4_79_3,"	@Test
	public void isIdCard_3_oe() {
		// 含字母
		// removed other assertion
		// 月份不对
		// removed other assertion
		// 日期不对
		assertThat(TextValidator.isIdCard(""440101891232451"")).isFalse();
	}
",TextValidatorTest::isIdCard_3_oe,org.springside.modules.utils.text.TextValidator,isIdCard(@Nullable CharSequence input),"/**
	 * 验证15或18位身份证号码
	 */","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","/**
	 * 验证15或18位身份证号码
	 */"
springside4_79_4,"	@Test
	public void isIdCard_4_oe() {
		// 含字母
		// removed other assertion
		// 月份不对
		// removed other assertion
		// 日期不对
		// removed other assertion

		// 18位正确
		assertThat(TextValidator.isIdCard(""440101198909204518"")).isTrue();
	}
",TextValidatorTest::isIdCard_4_oe,org.springside.modules.utils.text.TextValidator,isIdCard(@Nullable CharSequence input),"/**
	 * 验证15或18位身份证号码
	 */","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","/**
	 * 验证15或18位身份证号码
	 */"
springside4_79_5,"	@Test
	public void isIdCard_5_oe() {
		// 含字母
		// removed other assertion
		// 月份不对
		// removed other assertion
		// 日期不对
		// removed other assertion

		// 18位正确
		// removed other assertion
		// 15位正确
		assertThat(TextValidator.isIdCard(""440101891231451"")).isTrue();
	}
",TextValidatorTest::isIdCard_5_oe,org.springside.modules.utils.text.TextValidator,isIdCard(@Nullable CharSequence input),"/**
	 * 验证15或18位身份证号码
	 */","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","public static boolean isIdCard(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_ID_CARD15, input) || isMatch(PATTERN_REGEX_ID_CARD18, input);
	}","/**
	 * 验证15或18位身份证号码
	 */"
springside4_80_1,"	@Test
	public void isEmail_1_oe() {
		assertThat(TextValidator.isEmail(""abc"")).isFalse();
	}
",TextValidatorTest::isEmail_1_oe,org.springside.modules.utils.text.TextValidator,isEmail(@Nullable CharSequence input),"/**
	 * 验证邮箱
	 */","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","/**
	 * 验证邮箱
	 */"
springside4_80_2,"	@Test
	public void isEmail_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isEmail(""abc@a"")).isFalse();
	}
",TextValidatorTest::isEmail_2_oe,org.springside.modules.utils.text.TextValidator,isEmail(@Nullable CharSequence input),"/**
	 * 验证邮箱
	 */","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","/**
	 * 验证邮箱
	 */"
springside4_80_3,"	@Test
	public void isEmail_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isEmail(""中文@a.com"")).isFalse();
	}
",TextValidatorTest::isEmail_3_oe,org.springside.modules.utils.text.TextValidator,isEmail(@Nullable CharSequence input),"/**
	 * 验证邮箱
	 */","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","/**
	 * 验证邮箱
	 */"
springside4_80_4,"	@Test
	public void isEmail_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(TextValidator.isEmail(""abc@abc.com"")).isTrue();
	}
",TextValidatorTest::isEmail_4_oe,org.springside.modules.utils.text.TextValidator,isEmail(@Nullable CharSequence input),"/**
	 * 验证邮箱
	 */","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","public static boolean isEmail(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_EMAIL, input);
	}","/**
	 * 验证邮箱
	 */"
springside4_81_1,"	@Test
	public void isUrl_1_oe() {
		assertThat(TextValidator.isUrl(""abc.com"")).isFalse();
	}
",TextValidatorTest::isUrl_1_oe,org.springside.modules.utils.text.TextValidator,isUrl(@Nullable CharSequence input),"/**
	 * 验证URL
	 */","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","/**
	 * 验证URL
	 */"
springside4_81_2,"	@Test
	public void isUrl_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isUrl(""http://abc.c om"")).isFalse();
	}
",TextValidatorTest::isUrl_2_oe,org.springside.modules.utils.text.TextValidator,isUrl(@Nullable CharSequence input),"/**
	 * 验证URL
	 */","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","/**
	 * 验证URL
	 */"
springside4_81_3,"	@Test
	public void isUrl_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isUrl(""http2://abc.com"")).isFalse();
	}
",TextValidatorTest::isUrl_3_oe,org.springside.modules.utils.text.TextValidator,isUrl(@Nullable CharSequence input),"/**
	 * 验证URL
	 */","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","/**
	 * 验证URL
	 */"
springside4_81_4,"	@Test
	public void isUrl_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(TextValidator.isUrl(""http://abc.com"")).isTrue();
	}
",TextValidatorTest::isUrl_4_oe,org.springside.modules.utils.text.TextValidator,isUrl(@Nullable CharSequence input),"/**
	 * 验证URL
	 */","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","public static boolean isUrl(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_URL, input);
	}","/**
	 * 验证URL
	 */"
springside4_82_1,"	@Test
	public void isDate_1_oe() {
		assertThat(TextValidator.isDate(""2011-02-29"")).isFalse();
	}
",TextValidatorTest::isDate_1_oe,org.springside.modules.utils.text.TextValidator,isDate(@Nullable CharSequence input),"/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */"
springside4_82_2,"	@Test
	public void isDate_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isDate(""201a-02-30"")).isFalse();
	}
",TextValidatorTest::isDate_2_oe,org.springside.modules.utils.text.TextValidator,isDate(@Nullable CharSequence input),"/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */"
springside4_82_3,"	@Test
	public void isDate_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isDate(""2011-0211"")).isFalse();
	}
",TextValidatorTest::isDate_3_oe,org.springside.modules.utils.text.TextValidator,isDate(@Nullable CharSequence input),"/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */"
springside4_82_4,"	@Test
	public void isDate_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(TextValidator.isDate(""2011-03-11"")).isTrue();
	}
",TextValidatorTest::isDate_4_oe,org.springside.modules.utils.text.TextValidator,isDate(@Nullable CharSequence input),"/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */"
springside4_82_5,"	@Test
	public void isDate_5_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion

		// removed other assertion
		assertThat(TextValidator.isDate(""2012-02-29"")).isTrue();
	}
",TextValidatorTest::isDate_5_oe,org.springside.modules.utils.text.TextValidator,isDate(@Nullable CharSequence input),"/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","public static boolean isDate(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_DATE, input);
	}","/**
	 * 验证yyyy-MM-dd格式的日期校验，已考虑平闰年
	 */"
springside4_83_1,"	@Test
	public void isIp_1_oe() {
		assertThat(TextValidator.isIp(""192.168.0.300"")).isFalse();
	}
",TextValidatorTest::isIp_1_oe,org.springside.modules.utils.text.TextValidator,isIp(@Nullable CharSequence input),"/**
	 * 验证IP地址
	 */","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","/**
	 * 验证IP地址
	 */"
springside4_83_2,"	@Test
	public void isIp_2_oe() {
		// removed other assertion
		assertThat(TextValidator.isIp(""192.168.300.1"")).isFalse();
	}
",TextValidatorTest::isIp_2_oe,org.springside.modules.utils.text.TextValidator,isIp(@Nullable CharSequence input),"/**
	 * 验证IP地址
	 */","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","/**
	 * 验证IP地址
	 */"
springside4_83_3,"	@Test
	public void isIp_3_oe() {
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isIp(""192.168.300"")).isFalse();
	}
",TextValidatorTest::isIp_3_oe,org.springside.modules.utils.text.TextValidator,isIp(@Nullable CharSequence input),"/**
	 * 验证IP地址
	 */","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","/**
	 * 验证IP地址
	 */"
springside4_83_4,"	@Test
	public void isIp_4_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		assertThat(TextValidator.isIp(""192.168.A3.1"")).isFalse();
	}
",TextValidatorTest::isIp_4_oe,org.springside.modules.utils.text.TextValidator,isIp(@Nullable CharSequence input),"/**
	 * 验证IP地址
	 */","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","/**
	 * 验证IP地址
	 */"
springside4_83_5,"	@Test
	public void isIp_5_oe() {
		// removed other assertion
		// removed other assertion
		// removed other assertion
		// removed other assertion

		assertThat(TextValidator.isIp(""192.168.0.1"")).isTrue();
	}
",TextValidatorTest::isIp_5_oe,org.springside.modules.utils.text.TextValidator,isIp(@Nullable CharSequence input),"/**
	 * 验证IP地址
	 */","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","public static boolean isIp(@Nullable CharSequence input) {
		return isMatch(PATTERN_REGEX_IP, input);
	}","/**
	 * 验证IP地址
	 */"
springside4_87_1,"	@Test
	public void stringAndInt_1_oe() {

		assertThat(IPUtil.ipv4StringToInt(""192.168.0.1"")).isEqualTo(-1062731775);
	}
",IPUtilTest::stringAndInt_1_oe,org.springside.modules.utils.net.IPUtil,ipv4StringToInt(String ipv4Str),"/**
	 * Ipv4 String 转换到int
	 */","public static int ipv4StringToInt(String ipv4Str) {
		byte[] byteAddress = ip4StringToBytes(ipv4Str);
		if (byteAddress == null) {
			return 0;
		} else {
			return NumberUtil.toInt(byteAddress);
		}
	}","public static int ipv4StringToInt(String ipv4Str) {
		byte[] byteAddress = ip4StringToBytes(ipv4Str);
		if (byteAddress == null) {
			return 0;
		} else {
			return NumberUtil.toInt(byteAddress);
		}
	}","/**
	 * Ipv4 String 转换到int
	 */"
springside4_87_2,"	@Test
	public void stringAndInt_2_oe() {

		// removed other assertion
		assertThat(IPUtil.ipv4StringToInt(""192.168.0.2"")).isEqualTo(-1062731774);
	}
",IPUtilTest::stringAndInt_2_oe,org.springside.modules.utils.net.IPUtil,ipv4StringToInt(String ipv4Str),"/**
	 * Ipv4 String 转换到int
	 */","public static int ipv4StringToInt(String ipv4Str) {
		byte[] byteAddress = ip4StringToBytes(ipv4Str);
		if (byteAddress == null) {
			return 0;
		} else {
			return NumberUtil.toInt(byteAddress);
		}
	}","public static int ipv4StringToInt(String ipv4Str) {
		byte[] byteAddress = ip4StringToBytes(ipv4Str);
		if (byteAddress == null) {
			return 0;
		} else {
			return NumberUtil.toInt(byteAddress);
		}
	}","/**
	 * Ipv4 String 转换到int
	 */"
springside4_87_3,"	@Test
	public void stringAndInt_3_oe() {

		// removed other assertion
		// removed other assertion

		assertThat(IPUtil.intToIpv4String(-1062731775)).isEqualTo(""192.168.0.1"");
	}
",IPUtilTest::stringAndInt_3_oe,org.springside.modules.utils.net.IPUtil,intToIpv4String(int i),"/**
	 * int转换到IPV4 String, from Netty NetUtil
	 */","public static String intToIpv4String(int i) {
		return new StringBuilder(15).append(i >> 24 & 0xff).append('.').append(i >> 16 & 0xff).append('.')
				.append(i >> 8 & 0xff).append('.').append(i & 0xff).toString();
	}","public static String intToIpv4String(int i) {
		return new StringBuilder(15).append(i >> 24 & 0xff).append('.').append(i >> 16 & 0xff).append('.')
				.append(i >> 8 & 0xff).append('.').append(i & 0xff).toString();
	}","/**
	 * int转换到IPV4 String, from Netty NetUtil
	 */"
springside4_87_4,"	@Test
	public void stringAndInt_4_oe() {

		// removed other assertion
		// removed other assertion

		// removed other assertion
		assertThat(IPUtil.intToIpv4String(-1062731774)).isEqualTo(""192.168.0.2"");
	}
",IPUtilTest::stringAndInt_4_oe,org.springside.modules.utils.net.IPUtil,intToIpv4String(int i),"/**
	 * int转换到IPV4 String, from Netty NetUtil
	 */","public static String intToIpv4String(int i) {
		return new StringBuilder(15).append(i >> 24 & 0xff).append('.').append(i >> 16 & 0xff).append('.')
				.append(i >> 8 & 0xff).append('.').append(i & 0xff).toString();
	}","public static String intToIpv4String(int i) {
		return new StringBuilder(15).append(i >> 24 & 0xff).append('.').append(i >> 16 & 0xff).append('.')
				.append(i >> 8 & 0xff).append('.').append(i & 0xff).toString();
	}","/**
	 * int转换到IPV4 String, from Netty NetUtil
	 */"
springside4_88_1,"	@Test
	public void inetAddress_1_oe() {

		assertThat(IPUtil.fromInt(-1062731775).getHostAddress()).isEqualTo(""192.168.0.1"");
	}
",IPUtilTest::inetAddress_1_oe,org.springside.modules.utils.net.IPUtil,fromInt(int address),"/**
	 * 从int转换为Inet4Address(仅支持IPV4)
	 */","public static Inet4Address fromInt(int address) {
		return InetAddresses.fromInteger(address);
	}","public static Inet4Address fromInt(int address) {
		return InetAddresses.fromInteger(address);
	}","/**
	 * 从int转换为Inet4Address(仅支持IPV4)
	 */"
springside4_88_2,"	@Test
	public void inetAddress_2_oe() {

		// removed other assertion
		assertThat(IPUtil.fromInt(-1062731774).getHostAddress()).isEqualTo(""192.168.0.2"");
	}
",IPUtilTest::inetAddress_2_oe,org.springside.modules.utils.net.IPUtil,fromInt(int address),"/**
	 * 从int转换为Inet4Address(仅支持IPV4)
	 */","public static Inet4Address fromInt(int address) {
		return InetAddresses.fromInteger(address);
	}","public static Inet4Address fromInt(int address) {
		return InetAddresses.fromInteger(address);
	}","/**
	 * 从int转换为Inet4Address(仅支持IPV4)
	 */"
