focal_method,test_prefix,docstring
"  public int getPort() {
    return port;
  }","  public void test479()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      Uri uri1 = uri0.withNewQuery((String) null);
      boolean boolean0 = uri1.equals(uri0);
      assertEquals((-2084441645), uri1.getPort());
}",
"  public int getSchemeDefaultPort() {
    return isSecured() ? 443 : 80;
  }","  public void test480()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      Uri uri1 = uri0.withNewQuery((String) null);
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(80, uri1.getSchemeDefaultPort());
}",
"  public String getFragment() {
    return fragment;
  }","  public void test481()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      Uri uri1 = uri0.withNewQuery((String) null);
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""NDG"", uri0.getFragment());
}",
"  public String getPath() {
    return path;
  }","  public void test482()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""4Pt+P|-G/'V^5.Zng"", uri0.getPath());
}",
"  public int getSchemeDefaultPort() {
    return isSecured() ? 443 : 80;
  }","  public void test483()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(443, uri1.getSchemeDefaultPort());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test484()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertTrue(uri1.isWebSocket());
}",
"  public boolean equals(Object obj) {
    if (this == obj)
      return true;
    if (obj == null)
      return false;
    if (getClass() != obj.getClass())
      return false;
    Uri other = (Uri) obj;
    if (host == null) {
      if (other.host != null)
        return false;
    } else if (!host.equals(other.host))
      return false;
    if (path == null) {
      if (other.path != null)
        return false;
    } else if (!path.equals(other.path))
      return false;
    if (port != other.port)
      return false;
    if (query == null) {
      if (other.query != null)
        return false;
    } else if (!query.equals(other.query))
      return false;
    if (scheme == null) {
      if (other.scheme != null)
        return false;
    } else if (!scheme.equals(other.scheme))
      return false;
    if (userInfo == null) {
      if (other.userInfo != null)
        return false;
    } else if (!userInfo.equals(other.userInfo))
      return false;
    if (fragment == null) {
      if (other.fragment != null)
        return false;
    } else if (!fragment.equals(other.fragment))
      return false;
    return true;
  }","  public void test485()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertFalse(boolean0);
}",
"  public String getPath() {
    return path;
  }","  public void test486()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""https"", uri1.getPath());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test487()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertFalse(uri0.isWebSocket());
}",
"  public String getFragment() {
    return fragment;
  }","  public void test488()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals("":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"", uri1.getFragment());
}",
"  public String getUserInfo() {
    return userInfo;
  }","  public void test489()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""wss"", uri1.getUserInfo());
}",
"  public int getPort() {
    return port;
  }","  public void test490()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals((-4), uri1.getPort());
}",
"  public String getHost() {
    return host;
  }","  public void test491()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""ws"", uri1.getHost());
}",
"  public boolean isSecured() {
    return secured;
  }","  public void test492()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertFalse(uri0.isSecured());
}",
"  public String getQuery() {
    return query;
  }","  public void test493()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals(""osZV\"">{U{y\""<PIN"", uri1.getQuery());
}",
"  public String getScheme() {
    return scheme;
  }","  public void test494()  throws Throwable  {
      Uri uri0 = new Uri("":M?tkc+F/.qX"", (String) null, ""osZV\"">{U{y\""<PIN"", (-4), ""4Pt+P|-G/'V^5.Zng"", """", "":M?tkc+F/.qX"");
      Uri uri1 = new Uri(""wss"", ""wss"", ""ws"", (-4), ""https"", ""osZV\"">{U{y\""<PIN"", "":M?tkc+F/.qX://osZV\"">{U{y\""<PIN:-44Pt+P|-G/'V^5.Zng"");
      boolean boolean0 = uri1.equals(uri0);
      assertEquals("":M?tkc+F/.qX"", uri0.getScheme());
}",
"  public int getExplicitPort() {
    return port == -1 ? getSchemeDefaultPort() : port;
  }","  public void test495()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(0, uri0.getExplicitPort());
}",
"  public String getScheme() {
    return scheme;
  }","  public void test496()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""#"", uri0.getScheme());
}",
"  public String getFragment() {
    return fragment;
  }","  public void test497()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""Z>vLBe0R?(H3`H"", uri0.getFragment());
}",
"  public String getPath() {
    return path;
  }","  public void test498()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""org.asynchttpclient.uri.Uri"", uri0.getPath());
}",
"  public boolean equals(Object obj) {
    if (this == obj)
      return true;
    if (obj == null)
      return false;
    if (getClass() != obj.getClass())
      return false;
    Uri other = (Uri) obj;
    if (host == null) {
      if (other.host != null)
        return false;
    } else if (!host.equals(other.host))
      return false;
    if (path == null) {
      if (other.path != null)
        return false;
    } else if (!path.equals(other.path))
      return false;
    if (port != other.port)
      return false;
    if (query == null) {
      if (other.query != null)
        return false;
    } else if (!query.equals(other.query))
      return false;
    if (scheme == null) {
      if (other.scheme != null)
        return false;
    } else if (!scheme.equals(other.scheme))
      return false;
    if (userInfo == null) {
      if (other.userInfo != null)
        return false;
    } else if (!userInfo.equals(other.userInfo))
      return false;
    if (fragment == null) {
      if (other.fragment != null)
        return false;
    } else if (!fragment.equals(other.fragment))
      return false;
    return true;
  }","  public void test499()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertFalse(boolean0);
}",
"  public boolean isSecured() {
    return secured;
  }","  public void test500()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertFalse(uri0.isSecured());
}",
"  public String getHost() {
    return host;
  }","  public void test501()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""K2;6%]lyE3a0wy~XBs"", uri0.getHost());
}",
"  public String getUserInfo() {
    return userInfo;
  }","  public void test502()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""&uqe7KX}XQ_T0d`6d"", uri0.getUserInfo());
}",
"  public String getQuery() {
    return query;
  }","  public void test503()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertEquals(""#"", uri0.getQuery());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test504()  throws Throwable  {
      Uri uri0 = new Uri(""#"", ""&uqe7KX}XQ_T0d`6d"", ""K2;6%]lyE3a0wy~XBs"", 0, ""org.asynchttpclient.uri.Uri"", ""#"", ""Z>vLBe0R?(H3`H"");
      boolean boolean0 = uri0.equals("""");
      assertFalse(uri0.isWebSocket());
}",
"  public String getQuery() {
    return query;
  }","  public void test505()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals(""~?&#IaqCK_F$]i%j_"", uri0.getQuery());
}",
"  public boolean equals(Object obj) {
    if (this == obj)
      return true;
    if (obj == null)
      return false;
    if (getClass() != obj.getClass())
      return false;
    Uri other = (Uri) obj;
    if (host == null) {
      if (other.host != null)
        return false;
    } else if (!host.equals(other.host))
      return false;
    if (path == null) {
      if (other.path != null)
        return false;
    } else if (!path.equals(other.path))
      return false;
    if (port != other.port)
      return false;
    if (query == null) {
      if (other.query != null)
        return false;
    } else if (!query.equals(other.query))
      return false;
    if (scheme == null) {
      if (other.scheme != null)
        return false;
    } else if (!scheme.equals(other.scheme))
      return false;
    if (userInfo == null) {
      if (other.userInfo != null)
        return false;
    } else if (!userInfo.equals(other.userInfo))
      return false;
    if (fragment == null) {
      if (other.fragment != null)
        return false;
    } else if (!fragment.equals(other.fragment))
      return false;
    return true;
  }","  public void test506()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertFalse(boolean0);
}",
"  public String getFragment() {
    return fragment;
  }","  public void test507()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals(""NDG"", uri0.getFragment());
}",
"  public String getScheme() {
    return scheme;
  }","  public void test508()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals(""NDG"", uri0.getScheme());
}",
"  public String getUserInfo() {
    return userInfo;
  }","  public void test509()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals(""NDG"", uri0.getUserInfo());
}",
"  public String getHost() {
    return host;
  }","  public void test510()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals(""[\""g*tk$"", uri0.getHost());
}",
"  public boolean isSecured() {
    return secured;
  }","  public void test511()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertFalse(uri0.isSecured());
}",
"  public int getExplicitPort() {
    return port == -1 ? getSchemeDefaultPort() : port;
  }","  public void test512()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertEquals((-2084441645), uri0.getExplicitPort());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test513()  throws Throwable  {
      Uri uri0 = new Uri(""NDG"", ""NDG"", ""[\""g*tk$"", (-2084441645), (String) null, ""~?&#IaqCK_F$]i%j_"", ""NDG"");
      boolean boolean0 = uri0.equals((Object) null);
      assertFalse(uri0.isWebSocket());
}",
"  public String getHost() {
    return host;
  }","  public void test514()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getHost());
}",
"  public String getUserInfo() {
    return userInfo;
  }","  public void test515()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getUserInfo());
}",
"  public int getSchemeDefaultPort() {
    return isSecured() ? 443 : 80;
  }","  public void test516()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals(80, uri0.getSchemeDefaultPort());
}",
"  public String getScheme() {
    return scheme;
  }","  public void test517()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getScheme());
}",
"  public String getFragment() {
    return fragment;
  }","  public void test518()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getFragment());
}",
"  public String getQuery() {
    return query;
  }","  public void test519()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getQuery());
}",
"  public int getExplicitPort() {
    return port == -1 ? getSchemeDefaultPort() : port;
  }","  public void test520()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals((-1073741822), uri0.getExplicitPort());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test521()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertFalse(uri0.isWebSocket());
}",
"  public String getPath() {
    return path;
  }","  public void test522()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      uri0.equals(uri0);
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getPath());
}",
"  public String getFragment() {
    return fragment;
  }","  public void test523()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getFragment());
}",
"  public String getScheme() {
    return scheme;
  }","  public void test524()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals(""wss"", uri2.getScheme());
}",
"  public int getSchemeDefaultPort() {
    return isSecured() ? 443 : 80;
  }","  public void test525()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals(80, uri0.getSchemeDefaultPort());
}",
"  public String getQuery() {
    return query;
  }","  public void test526()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getQuery());
}",
"  public boolean isWebSocket() {
    return webSocket;
  }","  public void test527()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertTrue(uri2.isWebSocket());
}",
"  public String getPath() {
    return path;
  }","  public void test528()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri0.getPath());
}",
"  public String getUserInfo() {
    return userInfo;
  }","  public void test529()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri2.getUserInfo());
}",
"  public String getHost() {
    return host;
  }","  public void test530()  throws Throwable  {
      Uri uri0 = new Uri("" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", (-1073741822), "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"", "" qXMAI~+zRs\u0006YWHo8N"");
      Uri uri1 = Uri.create(uri0, ""https"");
      Uri uri2 = uri1.withNewScheme(""wss"");
      uri2.hashCode();
      assertEquals("" qXMAI~+zRs\u0006YWHo8N"", uri2.getHost());
}",
