focal_method,test_prefix,docstring
"	public String getName()
    {
    	return name;
    }","  public void test1()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setConnectionPoolName("""");
      jDBCDiskCacheAttributes0.setDriverClassName(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.SharedPoolDataSourceFactory"");
      sharedPoolDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      String string0 = sharedPoolDataSourceFactory0.getName();
      assertEquals("""", string0);
}","/**
     * @return the name of the factory.
     */"
"    public DataSource getDataSource()
    {
        return ds;
    }","  public void test2()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setDriverClassName(""org.apache.commons.pool2.impl.BaseObjectPoolConfig"");
      sharedPoolDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      SharedPoolDataSource sharedPoolDataSource0 = (SharedPoolDataSource)sharedPoolDataSourceFactory0.getDataSource();
      assertNull(sharedPoolDataSource0.getDataSourceName());
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public void initialize(final JDBCDiskCacheAttributes config) throws SQLException
    {
    	this.name = config.getConnectionPoolName();
        final ConnectionPoolDataSource cpds = initCPDS(config);
        final SharedPoolDataSource dataSource = new SharedPoolDataSource();
        initJdbc2Pool(dataSource, config);
        dataSource.setConnectionPoolDataSource(cpds);
        dataSource.setMaxTotal(config.getMaxTotal());
        this.ds = dataSource;
    }","  public void test3()  throws Throwable  {
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setDriverClassName(""jcs"");
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      try { 
        sharedPoolDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // Driver class not found jcs
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.SharedPoolDataSourceFactory"", e);
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#initialize(JDBCDiskCacheAttributes)
     */"
"	public String getName()
    {
    	return name;
    }","  public void test4()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      sharedPoolDataSourceFactory0.close();
      assertNull(sharedPoolDataSourceFactory0.getName());
}","/**
     * @return the name of the factory.
     */"
"    public DataSource getDataSource()
    {
        return ds;
    }","  public void test5()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      DataSource dataSource0 = sharedPoolDataSourceFactory0.getDataSource();
      assertNull(dataSource0);
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public String getName()
    {
    	return name;
    }","  public void test6()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      String string0 = sharedPoolDataSourceFactory0.getName();
      assertNull(string0);
}","/**
     * @return the name of the factory.
     */"
"	public String getName()
    {
    	return name;
    }","  public void test7()  throws Throwable  {
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setDriverClassName(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.SharedPoolDataSourceFactory"");
      sharedPoolDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      sharedPoolDataSourceFactory0.close();
      assertNull(sharedPoolDataSourceFactory0.getName());
}","/**
     * @return the name of the factory.
     */"
"	public void initialize(final JDBCDiskCacheAttributes config) throws SQLException
    {
    	this.name = config.getConnectionPoolName();
        final ConnectionPoolDataSource cpds = initCPDS(config);
        final SharedPoolDataSource dataSource = new SharedPoolDataSource();
        initJdbc2Pool(dataSource, config);
        dataSource.setConnectionPoolDataSource(cpds);
        dataSource.setMaxTotal(config.getMaxTotal());
        this.ds = dataSource;
    }","  public void test8()  throws Throwable  {
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      // Undeclared exception!
      try { 
        sharedPoolDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#initialize(JDBCDiskCacheAttributes)
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test0()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      EvoName evoName0 = new EvoName(""jcs"");
      jdbcDataSource jdbcDataSource0 = new jdbcDataSource();
      EvoNamingContext.add(evoName0, jdbcDataSource0);
      jDBCDiskCacheAttributes0.setJndiPath(""jcs"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      jndiDataSourceFactory0.getDataSource();
      System.setCurrentTimeMillis(10);
      DataSource dataSource0 = jndiDataSourceFactory0.getDataSource();
      assertEquals(0, dataSource0.getLoginTimeout());
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public String getName()
    {
    	return name;
    }","  public void test1()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setConnectionPoolName(""ZbS&_y\""6`i"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      String string0 = jndiDataSourceFactory0.getName();
      assertEquals(""ZbS&_y\""6`i"", string0);
}","/**
     * @return the name of the factory.
     */"
"	public String getName()
    {
    	return name;
    }","  public void test2()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setConnectionPoolName("""");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      String string0 = jndiDataSourceFactory0.getName();
      assertEquals("""", string0);
}","/**
     * @return the name of the factory.
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test3()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setJndiPath(""InitialContext -------------------------------"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      DataSource dataSource0 = jndiDataSourceFactory0.getDataSource();
      assertNull(dataSource0);
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public void initialize(final JDBCDiskCacheAttributes config) throws SQLException
    {
    	this.name = config.getConnectionPoolName();
        initJNDI(config);
    }","  public void test4()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      // Undeclared exception!
      try { 
        jndiDataSourceFactory0.initialize((JDBCDiskCacheAttributes) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#initialize(JDBCDiskCacheAttributes)
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test5()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setJndiPath(""@UVi3"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      EvoName evoName0 = new EvoName(""@UVi3"");
      EvoNamingContext.add(evoName0, ""@UVi3"");
      // Undeclared exception!
      try { 
        jndiDataSourceFactory0.getDataSource();
        fail(""Expecting exception: ClassCastException"");
      } catch(ClassCastException e) {
         //
         // java.lang.String cannot be cast to javax.sql.DataSource
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test6()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jDBCDiskCacheAttributes0.setJndiTTL((-1392409283412L));
      EvoName evoName0 = new EvoName(""jcs"");
      jdbcDataSource jdbcDataSource0 = new jdbcDataSource();
      EvoNamingContext.add(evoName0, jdbcDataSource0);
      jDBCDiskCacheAttributes0.setJndiPath(""jcs"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      jndiDataSourceFactory0.getDataSource();
      DataSource dataSource0 = jndiDataSourceFactory0.getDataSource();
      assertSame(dataSource0, jdbcDataSource0);
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test7()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      EvoName evoName0 = new EvoName(""jcs"");
      jdbcDataSource jdbcDataSource0 = new jdbcDataSource();
      EvoNamingContext.add(evoName0, jdbcDataSource0);
      jDBCDiskCacheAttributes0.setJndiPath(""jcs"");
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      jndiDataSourceFactory0.getDataSource();
      DataSource dataSource0 = jndiDataSourceFactory0.getDataSource();
      assertEquals(0, dataSource0.getLoginTimeout());
}","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test8()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      // Undeclared exception!
      try { 
        jndiDataSourceFactory0.getDataSource();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public String getName()
    {
    	return name;
    }","  public void test9()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      jndiDataSourceFactory0.close();
      assertNull(jndiDataSourceFactory0.getName());
}","/**
     * @return the name of the factory.
     */"
"	public DataSource getDataSource() throws SQLException
    {
        final long time = System.currentTimeMillis();

        if (ds == null || time - lastLookup > ttl)
        {
            try
            {
                synchronized (ctx)
                {
                    ds = (DataSource) ctx.lookup(path);
                }
                lastLookup = time;
            }
            catch (final NamingException e)
            {
                throw new SQLException(e);
            }
        }

        return ds;
    }","  public void test10()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      JDBCDiskCacheAttributes jDBCDiskCacheAttributes0 = new JDBCDiskCacheAttributes();
      jndiDataSourceFactory0.initialize(jDBCDiskCacheAttributes0);
      try { 
        jndiDataSourceFactory0.getDataSource();
        fail(""Expecting exception: SQLException"");
      } catch(SQLException e) {
         //
         // javax.naming.NamingException: Null name
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * @see org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.DataSourceFactory#getDataSource()
     */"
"	public String getName()
    {
    	return name;
    }","  public void test11()  throws Throwable  {
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      String string0 = jndiDataSourceFactory0.getName();
      assertNull(string0);
}","/**
     * @return the name of the factory.
     */"
"    protected int deleteExpired()
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return -1;
        }
        return super.deleteExpired();
    }","  public void test0()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState("""");
      tableState0.setState(300);
      MySQLDiskCache<Object, CacheElementSerialized<String, Object>> mySQLDiskCache0 = new MySQLDiskCache<Object, CacheElementSerialized<String, Object>>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.deleteExpired();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * Removed the expired. (now - create time) &gt; max life seconds * 1000
     * <p>
     * If we are currently optimizing, then this method will balk and do nothing.
     * <p>
     * TODO consider blocking and trying again.
     * <p>
     * @return the number deleted
     */"
"    protected void processUpdate( final ICacheElement<K, V> element )
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return;
        }
        super.processUpdate( element );
    }","  public void test1()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      TableState tableState0 = new TableState(""jcs"");
      tableState0.setState(10);
      MySQLDiskCache<MySQLDiskCache<Delayed, String>, String> mySQLDiskCache0 = new MySQLDiskCache<MySQLDiskCache<Delayed, String>, String>(mySQLDiskCacheAttributes0, sharedPoolDataSourceFactory0, tableState0);
      MySQLDiskCache<Object, Object> mySQLDiskCache1 = new MySQLDiskCache<Object, Object>(mySQLDiskCacheAttributes0, sharedPoolDataSourceFactory0, tableState0);
      tableState0.setTableName(""x*/sGK2\"">U-je^p"");
      CacheElement<Object, Object> cacheElement0 = new CacheElement<Object, Object>(""jcs"", sharedPoolDataSourceFactory0, mySQLDiskCache0);
      // Undeclared exception!
      try { 
        mySQLDiskCache1.processUpdate(cacheElement0);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.JDBCDiskCache"", e);
      }
  }","/**
     * This delegates to the generic JDBC disk cache. If we are currently optimizing, then this
     * method will balk and do nothing.
     * <p>
     * @param element
     */"
"    public String constructLikeParameterFromPattern( final String pattern )
    {
        String likePattern = pattern.replaceAll( ""\\.\\+"", ""%"" );
        likePattern = likePattern.replaceAll( ""\\."", ""_"" );

        log.debug( ""pattern = [{0}]"", likePattern );

        return likePattern;
    }","  public void test2()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState(""jcs"");
      MySQLDiskCache<String, CacheElement<Integer, String>> mySQLDiskCache0 = new MySQLDiskCache<String, CacheElement<Integer, String>>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      String string0 = mySQLDiskCache0.constructLikeParameterFromPattern(""org.apache.commons.jcs3.auxiliary.disk.jdbc.mysql.MySQLDiskCache"");
      assertEquals(""org_apache_commons_jcs3_auxiliary_disk_jdbc_mysql_MySQLDiskCache"", string0);
}","/**
     * @param pattern
     * @return String to use in the like query.
     */"
"    protected Map<K, ICacheElement<K, V>> processGetMatching( final String pattern )
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return null;
        }
        return super.processGetMatching( pattern );
    }","  public void test3()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState("""");
      MySQLDiskCache<ForkJoinTask<Object>, CacheElement<String, String>> mySQLDiskCache0 = new MySQLDiskCache<ForkJoinTask<Object>, CacheElement<String, String>>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      mySQLDiskCacheAttributes0.setMaxTotal(2);
      tableState0.setState(10);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.processGetMatching(""B6]~RO'PT.<K)"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * This delegates to the generic JDBC disk cache. If we are currently optimizing, then this
     * method will balk and return null.
     * <p>
     * @param pattern used for like query.
     * @return An object matching key, or null.
     */"
"    public String getCacheName()
    {
        return cacheName;
    }","  public void test4()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState(""49B>1P%G`SYd]SZ;TZ"");
      jndiDataSourceFactory0.initialize(mySQLDiskCacheAttributes0);
      MySQLDiskCache<CacheElement<Integer, Object>, Object> mySQLDiskCache0 = new MySQLDiskCache<CacheElement<Integer, Object>, Object>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      CacheElement<Integer, Object> cacheElement0 = new CacheElement<Integer, Object>(""_"", (Integer) 1, mySQLDiskCache0);
      byte[] byteArray0 = new byte[4];
      byteArray0[3] = (byte)60;
      ElementAttributes elementAttributes0 = new ElementAttributes();
      CacheElementSerialized<CacheElement<Integer, Object>, Object> cacheElementSerialized0 = new CacheElementSerialized<CacheElement<Integer, Object>, Object>(""`a^_2twiWe;R(>"", cacheElement0, byteArray0, elementAttributes0);
      mySQLDiskCache0.processUpdate(cacheElementSerialized0);
      MySQLDiskCache<CacheElementSerialized<Object, Delayed>, ForkJoinTask<Object>> mySQLDiskCache1 = new MySQLDiskCache<CacheElementSerialized<Object, Delayed>, ForkJoinTask<Object>>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      assertNull(mySQLDiskCache1.getCacheName());
}","/**
     * @return the region name.
     * @see ICache#getCacheName
     */"
"    public String constructLikeParameterFromPattern( final String pattern )
    {
        String likePattern = pattern.replaceAll( ""\\.\\+"", ""%"" );
        likePattern = likePattern.replaceAll( ""\\."", ""_"" );

        log.debug( ""pattern = [{0}]"", likePattern );

        return likePattern;
    }","  public void test5()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState("""");
      MySQLDiskCache<CacheElementSerialized<Object, Object>, Object> mySQLDiskCache0 = new MySQLDiskCache<CacheElementSerialized<Object, Object>, Object>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      String string0 = mySQLDiskCache0.constructLikeParameterFromPattern("""");
      assertEquals("""", string0);
}","/**
     * @param pattern
     * @return String to use in the like query.
     */"
"    protected Map<K, ICacheElement<K, V>> processGetMatching( final String pattern )
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return null;
        }
        return super.processGetMatching( pattern );
    }","  public void test6()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState("""");
      MySQLDiskCache<ForkJoinTask<Object>, CacheElement<String, String>> mySQLDiskCache0 = new MySQLDiskCache<ForkJoinTask<Object>, CacheElement<String, String>>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.processGetMatching(""B6]~RO'PT.<K)"");
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * This delegates to the generic JDBC disk cache. If we are currently optimizing, then this
     * method will balk and return null.
     * <p>
     * @param pattern used for like query.
     * @return An object matching key, or null.
     */"
"    protected int deleteExpired()
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return -1;
        }
        return super.deleteExpired();
    }","  public void test7()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState(""jcs"");
      MySQLDiskCache<ForkJoinTask<Object>, Object> mySQLDiskCache0 = new MySQLDiskCache<ForkJoinTask<Object>, Object>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.deleteExpired();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.dsfactory.JndiDataSourceFactory"", e);
      }
  }","/**
     * Removed the expired. (now - create time) &gt; max life seconds * 1000
     * <p>
     * If we are currently optimizing, then this method will balk and do nothing.
     * <p>
     * TODO consider blocking and trying again.
     * <p>
     * @return the number deleted
     */"
"    protected int deleteExpired()
    {
        if (this.getTableState().getState() == TableState.OPTIMIZATION_RUNNING &&
            this.mySQLDiskCacheAttributes.isBalkDuringOptimization())
        {
            return -1;
        }
        return super.deleteExpired();
    }","  public void test8()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      SharedPoolDataSourceFactory sharedPoolDataSourceFactory0 = new SharedPoolDataSourceFactory();
      TableState tableState0 = new TableState(""jcs"");
      MySQLDiskCache<Object, Object> mySQLDiskCache0 = new MySQLDiskCache<Object, Object>(mySQLDiskCacheAttributes0, sharedPoolDataSourceFactory0, tableState0);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.deleteExpired();
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.JDBCDiskCache"", e);
      }
  }","/**
     * Removed the expired. (now - create time) &gt; max life seconds * 1000
     * <p>
     * If we are currently optimizing, then this method will balk and do nothing.
     * <p>
     * TODO consider blocking and trying again.
     * <p>
     * @return the number deleted
     */"
"    public String constructLikeParameterFromPattern( final String pattern )
    {
        String likePattern = pattern.replaceAll( ""\\.\\+"", ""%"" );
        likePattern = likePattern.replaceAll( ""\\."", ""_"" );

        log.debug( ""pattern = [{0}]"", likePattern );

        return likePattern;
    }","  public void test9()  throws Throwable  {
      MySQLDiskCacheAttributes mySQLDiskCacheAttributes0 = new MySQLDiskCacheAttributes();
      JndiDataSourceFactory jndiDataSourceFactory0 = new JndiDataSourceFactory();
      TableState tableState0 = new TableState(""jcs"");
      MySQLDiskCache<String, String> mySQLDiskCache0 = new MySQLDiskCache<String, String>(mySQLDiskCacheAttributes0, jndiDataSourceFactory0, tableState0);
      // Undeclared exception!
      try { 
        mySQLDiskCache0.constructLikeParameterFromPattern((String) null);
        fail(""Expecting exception: NullPointerException"");
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.apache.commons.jcs3.auxiliary.disk.jdbc.mysql.MySQLDiskCache"", e);
      }
  }","/**
     * @param pattern
     * @return String to use in the like query.
     */"
